CONCEPTICON_ID	CONCEPTICON_GLOSS	CHINESE	CHINESE_STROKE	CHINESE_VALENCE_MEAN	CHINESE_AROUSAL_MEAN	CHINESE_PERCEPTUAL_MEAN	CHINESE_FAMILIARITY_MEAN	CHINESE_IMAGEABILITY_MEAN	CHINESE_POS	LINE_IN_SOURCE
1827	HARVEST CROPS	收获	16	6.06	5.5	4.94	6.296296	4.47826	verb	1540
1828	ASK (REQUEST)	要求	16	4	5.69	5.29	6.346154	3.15	verb	2882
1829	JUMP	跳	13	5.56	5.19	5.12			verb	1807
1833	DINNER (SUPPER)	晚餐	27	6.19	5.69	5.47	6.391304		noun	968
1835	MARROW	骨髓	30	5.06	4.12	4.81	5.766667	5.15	noun	2027
1839	CRY	哭泣	18	3.73	5.91	5.97	6.464286	6.26087	verb	4025
1840	BUILD	建立	13	5.44	4.69	3.26	6.214286	3.5	verb	1176
1843	THOUSAND	千	3	5.25	4.94	2.88			numeral	3602
1844	BOAT	船	11	5.94	4.75	2.94			noun	3133
1845	BALL	球	10	5.88	5.19				noun	227
1846	RULE	规则	14	5.18	3.38	4.76	6.411765	3.73913	noun	2972
1853	DOVE	鸽子	14	5.31	4.27	4.68	5.8	6.42857	noun	1032
1854	SPARROW	麻雀	22	5.56	5.5	4.19	6.12	6.13636	noun	3287
1856	SOFT	柔软	17	7	4	4.94	6.833333	5.21053	adjective	4796
1857	CROCODILE	鳄鱼	25	3.88	5.44	5.44	5.791667		noun	826
1862	DONKEY	驴	7	4.88	4.69	3.47			noun	1019
1863	AMAZING	神奇	17	6.69	5.19	4.88	6.074074	3.36364	adjective	4594
1867	COIN	硬币	16	5.88	4	5.19	6.676471	6.13043	noun	665
1869	BUY	购买	14	5.5	5.12	5.67	6.6	5.3	verb	2741
1871	CAMEL	骆驼	17	5.53	3.44	3.88	6.4	6.61905	noun	464
1875	REGRET	后悔	16	3.81	5.81	4.81	6.368148	3.61905	verb	4197
1877	EAST	东	5	5.56	4.75	3.47			noun	1085
1879	DANCE	跳舞	27	6.62	5.62	5.21	6.562831	6.65854	verb	867
1880	PASSIONATE	热情	21	6.62	6.19	5.26	6.366667	5.1	noun	4717
1882	BEFORE	以前	13	5	4.38	4.31	6.666667	3.61905	noun	2657
1887	CHEAP	便宜	17	7.12	5.81	5.38	6.474815	4.09524	adjective	554
1890	BELIEVE	相信	18	6.25	4.31		6.866667	4.2	verb	4678
1894	ASHAMED	惭愧	23	4.94	5.69	5.25	6.606061	4.7619	adjective	168
1895	CLOTHES	衣服	14	5.71	4.81	5.19	6.857143	6.42857	noun	635
1896	FINGERNAIL OR TOENAIL	指甲	14	4.94	3.94	4.38	6.818182	6.52381	noun	2199
1897	HELP	帮助	16	6.06	4.75	4.83	6.535714	4.18182	verb	4585
1909	SHAKE	摇	13	5.29	4.88	3			verb	3116
1913	PRESS	按	9	5.12	5.06	6.19			verb	2648
1914	DEBT	债务	15	3	6.38	4.84	5.6	5.09091	noun	882
1917	TIE	捆	10	4.59	5.31	5.56			verb	431
1919	TORCH	火炬	12	6.62	6.19	5	6.428571	6.17391	noun	3642
1924	VEIN	静脉	23	4.94	4.94	4.75	5.424242		noun	3793
1927	BAMBOO	竹子	9	5.88	3.44	4.19	6.469792	6.65	noun	233
1931	BEESWAX	蜡	14	4.88	5.12	4.75			noun	3881
1934	BEGGAR	乞丐	7	4.12	4.69	4.62	6.181818	5.65	noun	284
1936	DEER	鹿	11	6.31	3.47	4.89			noun	897
1938	FORTRESS	城堡	21	6.12	5.12	5.25	6.916667	6.61905	noun	510
1939	SWEAR	发誓	19	4.81	5.75	4.12	5.6		verb	3475
194	FAMILY	家	10	7.67	4.38	7.06			noun	1597
1943	CROWN (OF HEAD)	王冠	13	5.71	5.62	3.25	5.727273		noun	831
1944	GOD	上帝	12	5.12	4.94	4.11	5.407407	4.7	noun	1435
1956	SUNFLOWER	向日葵	22	6.81	4.31	5	6.087719		noun	3450
1962	ROAST (SOMETHING)	烤	10	5	5.5	4.24			verb	2939
1963	IMMEDIATELY	立即	12	5.69	5.38	5.5	5.923077	3.65	adverb	1665
1967	CALENDAR	日历	8	5.65	4.44	3.88	6.36	6.38095	noun	461
197	OTHER	其他	13	5	3.75	2.75	6.136364	3.2	pronoun	2331
1973	DEMON	妖精	21	5.31	4.69	5.39	5.714286	5.36364	noun	1434
1974	CENTIPEDE	蜈蚣	23	2.53	6.25	6.62	5.64	6.09524	noun	530
1977	DEW	露水	25	6	3.81	5.37	6.296296	6.6	noun	947
1979	CHISEL	凿子	15	5.14	4.54	3.57			noun	581
1983	SNORE	打鼾	22	3.44	5.06	6.19			verb	3238
1986	DISEASE	疾病	20	2.47	5.59	5.6	6.685714	5.25	noun	986
1993	SELF	自己	9	6.06	5	5.24	6.75	5.79545	noun	3083
1999	OVERCOME	克服	15	6	4.88	3.81	6.045455	3.95	verb	2345
2	DUST	灰尘	12	3.31	4.44	4.79	5.92	5.77273	noun	1070
2005	MASK	面具	17	4.5	4.25	4.88	6.038462		noun	2029
2009	DOG	狗	8	6.31	5.19	5.84			noun	1012
2011	COFFIN	棺材	19	2.47	5.44	5.5	5.68	6.63158	noun	662
2012	COLLAR	衣领	17	5.94	4.88	5.19	6.037037	6.45	noun	669
2016	JEALOUSY	嫉妒	20	4.06	6.06	5	6.428571	4.6	verb	4220
2017	MIX	混合	17	5.44	4.44	3.88	5.92	4	verb	326
2018	GREEDY	贪婪	19	3.38	6.44	4.78	6.433333	4.6	adjective	4260
202	STRENGTH	力量	14	6.56	6.06	4.75	6.37037	3.77273	noun	3393
2022	ADMIT	承认	12	5.75	4.69	4.62	6.555556	4.78261	verb	39
2023	CROWD	人群	15	4.65	4.81	4.88	6.392857	6	noun	830
2024	PLOT	情节	16	5.38	4.62	3.81	6.733333	4.05	noun	2564
2025	PEA	豌豆	22	5.09	4.38	4.1	5.296296		noun	2442
203	MARRY	结婚	20	6.31	5.62	5.5	6.636364	6.65	verb	2026
2035	POND	池塘	19	5.75	4.94	5.94	6.2	6.27273	noun	2589
2039	MAGPIE	喜鹊	25	6.38	4.19	5.19	5.702279	6.56522	noun	4521
2040	BUCKWHEAT	荞麦	16	6.25	4.56				noun	416
2042	WALNUT	核桃	20	6.19	5.12	5.31	6.633333	6.68421	noun	3857
2043	PEACH	桃子	13	6.56	4.56	4.25	5.48		noun	2443
2049	CONGEE	粥	12	5.44	4.38	6.94			noun	2601
2051	DUSTPAN	簸箕	33	4.31	4.81	4.16			noun	1072
2052	BUCKET	水桶	15	5.25	4.31	3.56	5.380952		noun	415
2056	WOK	锅	12	5.5	4.44	6.06			noun	2615
2057	DUNG (ANIMAL FAECES)	肥料	18	5.06	3.75	4.67	6.076923	5.78947	noun	1261
2060	STORY	故事	17	6	5.06	3.62	6.714286	5.04167	noun	3378
2069	SOAK (VERB)	浸泡	18	4.88	2.93	4.62	5.962963	4.81818	verb	3246
2071	LAY (VERB)	放置	21	5.19	4.5	4.67	5.37037	4.5	verb	2747
2073	ROB (VERB)	抢劫	14	2.15	6.41		6.316667	6.09302	verb	4474
208	NASAL MUCUS (SNOT)	鼻涕	24	3.12	4.81	5.75	6.588235	6.19048	noun	3239
2099	CHILD	小孩	12	5.21	4.75	5.5	6.916667	6.59091	noun	573
210	LIFE	生活	14	5.56	3.12	5.38	6.75	3.52174	noun	1917
2106	MALE PERSON	男人	9	5.5	4.69	5.19	6.607143	6.80952	noun	2001
2112	OLD (AGED)	年老	12	3.62	4.19	4.25	5.894737		adjective	2295
2114	BELLY OR STOMACH	腹部	23	4.88	4.06	3.81	5.869565		noun	3
215	LIE DOWN	躺	15	6.31	3.44	5.94			verb	1915
2150	MATTER	事情	19	5	4.75	2.5	6.518519	4.21739	noun	3596
2151	COARSE	粗糙	27	4.06	4.06	4.18	6.4	4.86364	adjective	2960
216	MOVIE	电影	20	6.66	4.94	6.06	6.56	6.47368	noun	1273
2178	MATERNAL GRANDFATHER	祖父	13	5.75	3.69	5.44	5.740741	6.21053	noun	1459
219	TOILET	厕所	16	4.25	5.44	6.38	6.928571	6.65217	noun	3629
221	FIRE	火	4	5.81	5.06	6.28			noun	1280
2216	BECOME NUMB	麻木	15	3	4.44	4.12		4.52381	adjective	4284
2232	KEEN OR SUBTLE	微妙	20	5.69	5.31	4.06	6.323529	4.71429	adjective	3424
2242	BEETLE	甲虫	11	5	4.81	4.81	4.875	6.19048	noun	282
2244	METAL	金属	20	5.19	4	3.81	6.666667	6.04762	noun	2076
2245	BELCH	打嗝	18	5.19	5.25				verb	287
2252	PATH	路径	21	5.31	4.31	3	5.96	4.95455	noun	2431
2253	DRIP (EMIT LIQUID)	滴	14	5.5	4.47	3.95			verb	1051
2259	FLESH	肉	6	5.69	6	5.38			noun	2050
227	FISH	鱼	8	5.81	3.19	6.39			noun	1288
2272	HOT OR WARM	热	10	5.03	5.12				adjective	1556
2288	METEOROID (SHOOTING OR SHINING STAR)	流星	19	6.87	5.38	4.44	6.514286	6.42105	noun	2078
2291	VOLCANO	火山	7	4.81	5.94	5.4		6.61905	noun	3836
2295	SUNSET	日落	16	6.44	4.44	5.81	6.208333		noun	3449
2296	SUNRISE	日出	9	6.88	4.81	5.62	6.083333		noun	3453
2297	DUSK	傍晚	23	5.88	4.06	5.21	6.875	5.52174	noun	1184
2299	STRAW	稻草	24	5.81	3.69	3.25	5.957273	6.47368	noun	3388
2315	COOK (PERSON)	厨师	18	6.59	4.75	5.69	6.8	7	noun	563
2316	FREE	自由	11	7.92	5.56	5.67	6.666667	4.55	noun	1362
2319	LID (COVER, CAP)	盖子	14	5.12	3.56	4.25	5.88	6.06977	noun	1914
232	FLEA	跳蚤	22	2.75	5.94	4.94			noun	1301
2321	MAD PERSON	疯子	12	3.12	5.62	4.31	6.454545	5.90476	noun	815
2322	LAME PERSON	跛子	15	4.06	5.06	4.67	4.958333	4.08696	noun	823
2327	BECOME SICK	生病	15	3.47	5.75	4.53	6.647059	4.95652	verb	4033
2334	MELT	熔化	18	5.19	4.94	3.25	5.461538	4.89655	verb	2060
2335	CUNNING	狡猾	21	3.25	5.69	5	6.575758	4.80952	adjective	4316
2342	LANDSCAPE	风景	16	6.24	4.69	3.76	6.40625	5.57143	noun	3031
2343	STEEL	钢	9	5.5	4.94	3.5			noun	3352
2344	PETROL	汽油	15	5.31	4.81	5.11	6.466667	6.2381	noun	1399
2345	LEPORID (RABBIT OR HARE)	兔子	11	6.62	5.06	6.25	5.727273	6.63158	noun	2763
2348	CRAB	螃蟹	35	6.24	4.94	5.81	6.666667	6.95238	noun	808
2349	SHRIMP	虾	9	5.41	4.75	3.53			noun	3157
2352	DRAGONFLY	蜻蜓	26	6	4.67	4.21	5.954545	6.84211	noun	1037
236	STEPMOTHER	继母	15	4.06	5.81	2.19	5.107527		noun	3359
2362	BRAN	糠	17	5.2	4.07	5			noun	378
2366	ONION	洋葱	21	4.94	4.31	4.88	5.827957		noun	2299
2368	GARLIC	大蒜	16	5.19	4.94	6.83	5.958333		noun	1396
2374	DREAM	梦想	24	6.94	6.38	4.68	6.462912	3.78571	noun	1041
2378	THUNDER (VERB)	打雷	18	4.69	5.44	6.06		5.68182	verb	3610
239	FLOWER	花	7	6.88	3.75	6.67			noun	1310
2396	KNOCK	敲	14	4.94	5.06	5.25			verb	1839
2398	MANGO	芒果	14	6.31	3.62	5.31	6.227273		noun	2005
24	PRAY	祈祷	19	6.06	4.07	4.94	5.895625	4.90909	verb	2624
240	ELECTION	选举	18	5.44	5.25	3.47	6.714286	4.85	verb	1114
2403	TOY	玩具	16	6.12	6.19	5.5	6.407407	6.59091	noun	3654
2407	BIRTHDAY	生日	9	6.19	6.31		6.821429	5.28571	noun	308
2408	CAKE	蛋糕	27	6.53	5.19	6.5	6.928571	7	noun	456
2411	HURT (SOMEBODY)	伤害	16	2.88	6.41		6.633333	3.90909	verb	4029
2425	PROBLEM	问题	21	5.12	4.75		6.44	3.65	noun	2675
2429	LOGIC	逻辑	24	6	4.25	4.38	6.107143	3.38095	noun	1958
2430	OFFICE	办公室	17	4.69	4.31	3.81	5.956522		noun	2289
2433	THEORY	理论	17	5.62	5	3.75	6.607143	3.36364	noun	3588
2434	TRAGEDY	悲剧	22	3.06	6.44	6.19	5.76	4.27273	noun	4021
2435	UNIVERSITY	大学	11	6.25	4.62	6.5	6.576923	6.1	noun	3756
2440	PINEAPPLE	菠萝	22	6.31	4.75	6.5	6.125		noun	2530
2447	WOODPECKER	啄木鸟	20	5.62	4.5	4.94			noun	3946
245	BROOM	扫帚	14	4.81	4.69	4.06	6.230769	6.89474	noun	408
2451	FOURTEEN	十四	7	4.81	4.56	3.28			numeral	1352
2452	PURPLE	紫色	18	6.25	4.19	6.38	6.636364	6.52632	noun	2743
2453	SEVENTEEN	十七	4	4.94	4.94	3.47			numeral	3109
2454	SIXTEEN	十六	6	5.12	5	3.06			numeral	3188
2457	PATH OR ROAD	路	13	5.24	4	4.12			noun	2936
2465	DISGUST	厌恶	16	3	6.38	5	6.318182	4.76744	verb	4132
2467	GAME	游戏	18	6.12	5.94	6.72	6.733333	6.05	noun	4541
2471	LADY	女士	6	5.62	3.88	4.75	6.32	6.15789	noun	1848
2477	YAK	牦牛	12	5.38	4.88	4.12			noun	3964
248	HAPPEN	发生	10	5	4.5	3.12	6.25	3.45455	verb	1529
249	FOG	雾	13	5.38	4.06	6.22			noun	1316
2498	OPIUM	鸦片	13	1.62	5.5	3.44	5.061224		noun	2305
25	DIRT	污垢	15	3.38	4.88	4.95	6.515152	6.04762	noun	977
2500	GINGER	生姜	14	4.75	4	5.78	6.441176	6.75	noun	1420
2505	BEDROOM	卧室	17	6.44	4	5.44	6.346154	6.05	noun	275
2510	PORCUPINE	豪猪	25	4.86	5	3.93			noun	2599
2517	CROWDED	拥挤	17	3.71	5.19	6.12	6.571429	5.14286	adjective	4245
2526	POWER	权力	8	6.12	6.56	5.38	5.555556	3.65	noun	4622
2527	ABILITY	能力	12	6.38	6.19	4.75	6.5	3.875	noun	4
2530	SMART	聪明	23	6.74	5.75	4.67	6.44	4.05	adjective	4701
2531	BROAD	宽敞	22	7	4.75	5.12	6.742857	5.15	adjective	4799
2534	DEPTH	深度	20	5.19	4.62	3.95	6.148148	4.69565	noun	920
2540	LIME (MATERIAL)	石灰	11	4.5	3.88	4	5.777778	6.30435	noun	1930
2541	MIRACLE	奇迹	17	7.47	6.06	5.22	6.411422	3.8	noun	4599
2547	CITY	城市	14	5.75	4.94	5.88	6.5	5.95238	noun	603
255	SERVANT	仆人	6	4.24	4.81	2.82	5.954545		noun	3103
2551	ORGANIC FAT OR OIL	油	8	4.19	4.69	4.25			noun	2293
2554	PRINCE (RULER)	王子	7	5.88	5.25	4.93	5.166667		noun	2663
2557	PIG FAT	猪油	19	4.81	5.25	4.69			noun	1860
2558	BREAK (CLEAVE)	打断	16	3.88	4.81	5.75	6.492424	5	verb	1759
256	FOOD	食物	17	6.56	5.19	7.11	6.851852	6.18182	noun	1321
2560	PATERNAL GRANDFATHER	爷爷	12	5.88	4.62	6.22	6.692308	6.78947	noun	1462
2569	BUTCHER	屠夫	15	3.47	5.75	5.19	5.342105		noun	4089
2570	BEEF	牛肉	10	6.81	5.38		6.333333		noun	279
2573	FEELING (EMOTION)	情绪	22	4.29	5.56	5.24		4.35	noun	4177
2578	PENCIL	铅笔	20	4.94	4.19	6.94	6.677143	6.78049	noun	2459
2579	TOOTHBRUSH	牙刷	12	5.19	4.62	5.19	6.588235	6.7	noun	3638
258	CALM	冷静	21	5.88	3.44	4.75		4.03448	adjective	4795
2580	HELICOPTER	直升机	18	5.94	5.19	4.5	5.897959		noun	1562
2584	BENCH	长凳	18	5.56	4.25	4.31			noun	291
2588	GLOBE	地球	16	6.25	4.62	4.79	6.785714	6.56522	noun	1083
2590	HARMONICA	口琴	15	5.81	4.31	5.11			noun	1537
2606	COMPASS	罗盘	19	5.47	3.94	3.13			noun	697
2607	TRIPOD	三脚架	23	5.25	4.38	4.62			noun	3698
2613	SKIN (HUMAN)	皮肤	13	5.59	5.38	3.82	6.8	6.47368	noun	3198
2617	BULB	灯泡	14	5.25	4.12	4.31	5.76		noun	1925
2620	CARRIAGE	马车	8	5.71	5.25	4.56	4.75		noun	498
2621	CURTAIN	窗帘	20	5.12	3.75	3.89	6.733333	6.63158	noun	851
2622	ENGINE	发动机	17	5.62	4.69	4.11			noun	1143
2625	MAP	地图	14	5.69	3.88	4.81	5.923077	6.36842	noun	2017
2626	NERVE	神经	17	4.44	4.5	4.19	6.657143	5.25	noun	4281
2628	PLANT STEM	茎	8	5.12	5.19	2.62			noun	3354
2630	WHIP	鞭子	21	4.06	5.6	5	6.222222	6.77273	noun	3905
2643	INK	墨水	19	5.38	3.44	4.62	6.1025	6.2381	noun	1720
2648	HAIR (HEAD)	头发	10	5.25	4.75	6.67	6.46875	6.85	noun	1510
2651	BE IGNORANT	无知	12	3.25	4.62	4.94	6.111111	3	adjective	4264
2657	LADLE	勺子	6	5.62	4.25	3.19	6.285714	6.66667	noun	3310
2658	COAL	煤	13	5	4.56	4.38			noun	644
2689	LADDER OR STAIRS	梯子	14	5.31	4.5	4.5	5.608696		noun	1847
27	AIR	空气	12	6	3.69		6.670238	5.29545	noun	61
2702	GRANDSON (SON'S SON)	孙子	9	4.94	4.62		5.88	5.94737	noun	1457
2704	FADE (LOOSE COLOR)	褪色	20	4.38	4.5	4.89	6.178571	5.47826	verb	1230
2713	HAVE A FEVER	发烧	15	2.88	6.69	5.78	5.79416	5.85417	verb	1264
2715	DESPISE	蔑视	22	3.18	5.81	4.87	6.625	4	verb	4128
2717	STEEP	陡峭	19	4	6.12	4.06	5.710625	4.68182	adjective	3353
272	TONGS	钳子	13	4.56	4.81	5.56	5.192308	6.48148	noun	2563
274	KNEAD	捏	10	5.19	4.88	6.27			verb	2529
2755	BUSY	忙碌	19	4.18	6.06	5.06	6.727273	4.47619	adjective	445
2765	CHERRY	樱桃	25	7.24	4.81	6	5.8		noun	567
2766	WATERMELON	西瓜	11	7.5	4.69	6.81	6.464286	6.40909	noun	3878
2769	PORK	猪肉	17	5.19	5.12	6.38	6.541667		noun	2600
279	THATCH	茅草	17	4.81	4.31	2.44			noun	3583
2797	SESAME	芝麻	17	5.29	4.94	2.94	5.545455	6.78947	noun	3106
2815	DIALECT	方言	11	5.62	5.38	5.37	6.588235	4.90476	noun	951
2816	ECHO	回声	13	5.19	4.8	4.53	5.36		noun	1090
284	HOE	锄头	17	5.13	4.5	4.61	5.863636	6.15	noun	1591
2856	CHANGE (SOMETHING)	改变	15	6.24	5.94	4.56	6.32	3.15	verb	542
2862	CONNECT	连接	18	5.47	4.5	4.06	5.88	4.45455	verb	734
2864	DECREASE	减少	15	4.81	4.25	4.5	6.875	4.34783	verb	2824
2871	SWING (MOVEMENT)	摆动	19	4.94	5.25	3.44	6	5.6	verb	4551
2874	MOVE (ONESELF)	移动	17	5.25	3.62	3.88	6.571429	6.21053	verb	2174
2880	HALT (STOP)	停止	15	5.06	4.5	2.62	6.878788	4.52381	verb	3373
2893	NOTICE (SOMETHING)	通知	18	4.94	5.25	3.69	6.818182	5	verb	2255
2900	PROTECT	保护	16	6.62	4.31	4.69	6.529412	4.43478	verb	2711
2903	CHAT (WITH SOMEBODY)	聊天	15	6.35	5.44	5.75	6.875	5.21739	verb	553
2904	RINSE	冲洗	15	5.18	4.56	3.88	6.107143	5.04762	verb	2931
2909	PREPARE	准备	18	5.38	4.38	4.06	6.307692	3.45	verb	2642
292	RUG	地毯	18	5.88	4.38	5.31	5.037037	6.78947	noun	497
2930	BOSS	老板	14	5.31	5.25		5.923077	5.6	noun	362
2933	CONVERSATION	交谈	16	5.53	3.94	5.19	6.88	5.80952	verb	769
2934	CUCKOO	布谷鸟	17	6.06	4.19	4.56			noun	839
2938	FLAVOR	味道	20	5.06	5.19	5.44	6.576923	4.4	noun	3526
2940	GATE	大门	6	5.44	3.88	5.28	6.5		noun	1401
2941	HAPPINESS	幸福	21	6.56	4.94	5.5	6.714286	4.45	adjective	4504
2948	GAP (DISTANCE)	缺口	13	4.27	4.62	4.61	5.76	4.90909	noun	1390
2958	LAUGHTER	笑声	17	6.81	5.62	6.19	6.043478		noun	1869
2960	LONGING (WISH)	欲望	22	5.12	6.38	5.63	6.642857	3.58333	noun	926
2961	MESSAGE	信息	19	5.25	4.41	3.97	6.466667	3.54545	noun	1711
2964	NEWS	消息	20	5.25	4.75	3.5	6.384615	5.13793	noun	4657
2968	REASON	原因	16	5.25	4.75	3.69	6.75	3.375	noun	2799
297	CROOKED	扭曲	13	2.91	5.88	5	5.148148	4.45	verb	4428
2970	RIDDLE	谜语	20	4.94	5.19	3	4.814815	4.8	noun	2924
2976	VIOLENCE	暴力	17	1.69	6.31	5.19	6.296296	5	noun	4392
2977	WORKER	工人	5	5.06	4.94	4.5	6.676471	6.2	noun	3951
2978	DISTANCE	距离	21	5	4.38	4.68	6.392857	5.1	verb	999
2980	AREA	地区	10	4.88	4.75	3.31	5.62963	4.5	noun	3980
2982	GIFT	礼物	13	6.5	6.19	6.44	6.444444	6.33333	noun	1419
299	SCOLD	责备	16	2.94	6.56	5.29	6.175408	4.64	verb	4470
2992	TIP (OF OBJECT)	头	5	5.19	4.69	6.17			noun	1546
3	BRAVE	勇敢	20	6.94	6.25		6.227273	4.55	adjective	382
30	DISPEL	驱逐	17	3.19	5.53	3.89	6.111111	4	verb	1199
3001	POWERFUL	强大	15	6.62	7.06	5.07	6.15625	4.36364	adjective	4766
3005	FAMILIAR	熟悉	26	6	4.44	5	6.518519	4.21739	verb	1234
301	CHIEFTAIN	首领	20	5.81	4.88	3.31	4.925926	5.25	noun	572
3015	PATERNAL GRANDMOTHER	奶奶	10	6.06	4.56	6.22	6.958333	6.95455	noun	1460
3025	BARN OR SHED	仓库	11	5.06	5	4.5	6.588235	5.85	noun	3863
3049	COURAGE	胆量	21	6.19	5.88	3.69	6.115385	3.7931	noun	3321
3059	MALARIA	疟疾	18	2.62	6.12	5.06	3.863636		noun	1996
3060	PHEASANT	野鸡	18	4.31	5.31	3.94			noun	2497
3062	TURNIP	萝卜	13	5.88	4.38	5.88	6.333333	6.75	noun	2765
3064	RUST	锈	12	4.47	4.62	3.88			noun	2977
3069	FALSE	骗局	19	2.62	7	4.94	5.818182		noun	1359
307	HAWK	鹰	18	5.12	5.4	4.53			noun	1078
3073	MANAGE	管理	25	5.12	4.44	4.06	6.606061	4.19048	verb	36
3074	FIX	修理	20	5.29	5.25	3.18	6.071429	3.81818	verb	2867
3076	SLOPE	山坡	11	5.25	4.25	5.28	6.25	6.80952	noun	1579
3083	BALLOON	气球	14	5.81	4.75	4.5	6.481481	6.86364	noun	231
3088	ENVELOPE	信封	18	5.75	4.19	4.68	5.666667	6.63158	noun	1154
3089	GIRAFFE	长颈鹿	26	6.31	3.94	5.44	5.56		noun	1422
3090	GUITAR	吉他	11	6.19	5.06	5.89	6.75	6.86364	noun	1495
3091	LEMON	柠檬	26	6.12	4.07	5.81	6.043478		noun	1898
3093	LIPSTICK	口红	9	5.94	4.56	6	6.818182	6.75	noun	1941
3098	SNOWMAN	雪人	13	7.06	4.31	4.75	6.08		noun	3245
3099	SOFA	沙发	12	6.62	4.44	4.81	6.636364	6.61905	noun	3254
3102	TANK	坦克	15	5.33	5.62	4.88	5.892857	6.61905	noun	3519
3119	MASSAGE (SOMEBODY)	按摩	24	6.62	4.19	4.06	5.666667	6	verb	2033
3128	SHOWER (ACTION)	淋浴	21	5.88	4.44	4.12	5.857143		verb	3155
3138	STRAWBERRY	草莓	19	6.88	4.44	5.12	6.939394	7	noun	3389
3174	WAKE UP (SOMEONE)	唤醒	26	5.69	5.56	4.81	6.333333	4.27273	verb	213
3179	CORAL ROCK	珊瑚	22	5.82	3.88	3.88	5.52	6.36842	noun	779
318	FOOTPRINT	足迹	16	5.06	4.12	4.56	6.571429	5.4	noun	1327
3181	MUSTARD	芥末	12	4.19	5.62	4.25	5.166667		noun	2193
319	LICK	舔	14	4.94	4.94	6.56			verb	1912
3192	BRONZE OR COPPER	铜	11	5.41	4.44	3.19			noun	776
3202	CANNON	大炮	12	4.06	6.12	5.62	5.911765	6.13043	noun	477
3204	INSULT	侮辱	19	2.19	5.94	6.19	6.058333	3.54545	verb	1743
323	FAT (ORGANIC SUBSTANCE)	脂肪	18	3.88	6.25	5.22	6.16	5.18182	noun	1245
3230	DECEIVE	欺骗	24	2.62	5.94	5.84	6.148148	4.13636	verb	4421
3238	ALLOW	允许	10	6.06	4.94	4.88	5.906875	3.84091	verb	81
3239	AMUSE ONESELF (HAVE FUN)	玩	8	7	6.25	5.5			verb	2558
3248	MAPLE TREE	枫树	17	6	3.38	4.81			noun	2018
3279	MANTIS	螳螂	31	4.31	4.25	4.94	5.954545		noun	2011
3282	GROOM	新郎	21	6.06	5.62		5.92	5.90909	noun	4565
3283	CAGE	笼子	14	4.12	5.19	4.81	6.352941	6.45455	noun	455
3284	GRAVEYARD	墓地	19	3	4.5	5.44	5.666667		noun	528
3287	BLOOM	开花	11	6	5.06		6.558824	6	verb	334
3299	KIND	善良	19	7.19	3.81	5.67	6.497619	4.525	adjective	4729
3304	PICTURE (PHOTOGRAPH)	相片	13	6.06	4.69	5.81	5.68		noun	2506
3311	FLOWING BODY OF WATER	河	8	5.47	4.19	4.12			noun	2934
3325	PEARL	珍珠	19	6.5	5	5	5.88	6.55	noun	2446
3349	WRISTWATCH	手表	12	5.44	4.75	5.88	6.346154	6.68421	noun	3961
3368	POWDER	粉	10	5.44	4.88	5.88			noun	2620
3369	PIGSTY	猪圈	22	3.69	4.88	6.19			noun	2521
3375	PATIENT (SICK PERSON)	病人	12	3.81	4.75	4.12	6.636364	6.57895	noun	2432
3376	ROBBER	强盗	23	1.82	6.67	3.18	5.925926	5.18182	noun	2940
3385	ALUMINIUM	铝	11	5.06	4.31	3.06			noun	90
3388	PLACENTA	胎盘	20	3.94	4.69	4.13			noun	2543
34	STAIRS	楼梯	24	4.75	4.75	3.38	6.617647	6.54545	noun	3329
3405	RULER	尺子	7	5.06	4.06	4	6.666667	6.7	noun	2973
3407	FILE (TOOL)	文件	10	4.75	4.87	4.89	6.866667	5.78947	noun	1270
341	SICKLE	镰刀	20	4.82	5.06	2.65	5.178571	6.7	noun	3163
3420	STOREY (CLASSIFIER)	层	7	5	3.73	3.69			classifier	1880
3425	JOKE	笑话	18	6.56	5.38	5.44	6.5	4.5	noun	4365
3426	SURNAME	姓	8	5.69	5	3.5			noun	3466
3427	DIRECTION	方向	10	5.31	4.28	3.6	5.814815	4.1	noun	975
3429	COMPARE	比较	14	4.71	5.31	4.44	6.0625	3.45455	verb	696
3443	TOFU	豆腐	21	6.25	5.56	5.62	6.705882	6.7	noun	3628
3447	BEGIN OR START	开始	12	5.94	5.31	3.44	6.670163	3.44	verb	3340
3469	LEVEL	水平	9	4.94	3.81	4.5	6.571429	3.85714	noun	1905
3471	OBLIGATION (DUTY)	义务	8	5.38	4.25	3.31	6.571429	3.79167	noun	4755
352	UNTIE	解开	17	5.69	5.12	4.25	6.588235	4.95238	verb	3760
3534	BEG	乞求	10	4.62	5.44	5.06	6.4	5.05	verb	283
3536	DOUBT (SOMETHING)	怀疑	21	3.94	5.75	4.49	6.24	4.09091	verb	4223
356	SHEARS	剪刀	13	4.85	4.97	4.55	6.714286	6.66667	noun	626
362	STRING	线	8	5.12	3.81	3.75			noun	1933
3626	KNOW	知道	20	5.31	3.81	4.5	6.75	3.90476	verb	1840
3628	HONOR (SOMEBODY)	荣誉	22	6.94	6.25	4.89	6.002849	4.77551	noun	1605
3629	HESITATE	犹豫	22	4.62	5.19	5.56	6.714286	4.55	adjective	4439
