ID	NUMBER	CONCEPTICON_ID	CONCEPTICON_GLOSS	ENGLISH	GLOSS_IN_SOURCE	LINKED_CONCEPTS	TARGET_CONCEPTS	SHIFTS	DOMAIN	ALIAS	DEFINITION
Zalizniak-2024-4583-72	72	65	AMBUSH	ambush	ambush	"[{""ID"": ""Zalizniak-2024-4583-4185"", ""NAME"": ""to wait"", ""Polysemy"": 0, ""PolysemyByFamily"": 0, ""Derivation"": 1, ""DerivationByFamily"": 1}]"	[]		Abstract entities		
Zalizniak-2024-4583-76	76	1669	ANCESTORS	ancestor	ancestor	"[{""ID"": ""Zalizniak-2024-4583-1252"", ""NAME"": ""grandfather"", ""Polysemy"": 2, ""PolysemyByFamily"": 2, ""Derivation"": 0, ""DerivationByFamily"": 0}, {""ID"": ""Zalizniak-2024-4583-245"", ""NAME"": ""before"", ""Polysemy"": 1, ""PolysemyByFamily"": 1, ""Derivation"": 1, ""DerivationByFamily"": 1}, {""ID"": ""Zalizniak-2024-4583-479"", ""NAME"": ""cause, reason"", ""Polysemy"": 1, ""PolysemyByFamily"": 1, ""Derivation"": 0, ""DerivationByFamily"": 0}, {""ID"": ""Zalizniak-2024-4583-1019"", ""NAME"": ""father"", ""Polysemy"": 6, ""PolysemyByFamily"": 3, ""Derivation"": 1, ""DerivationByFamily"": 1}]"	"[{""ID"": ""Zalizniak-2024-4583-222"", ""NAME"": ""bear (Ursus)"", ""Polysemy"": 1, ""PolysemyByFamily"": 1, ""Derivation"": 0, ""DerivationByFamily"": 0}]"		N/a		one from whom a person is descended, whether on the father&#39;s or mother&#39;s side, at any distance of time; a progenitor
Zalizniak-2024-4583-77	77	1870	ANCHOR	anchor	anchor	"[{""ID"": ""Zalizniak-2024-4583-1390"", ""NAME"": ""hoe"", ""Polysemy"": 1, ""PolysemyByFamily"": 1, ""Derivation"": 0, ""DerivationByFamily"": 0}]"	[]		N/a		tool used to moor a vessel to the bottom of a sea or river to resist movement
Zalizniak-2024-4583-81	81	82	ANGER	anger	anger	"[{""ID"": ""Zalizniak-2024-4583-2244"", ""NAME"": ""poison"", ""Polysemy"": 1, ""PolysemyByFamily"": 1, ""Derivation"": 0, ""DerivationByFamily"": 0}, {""ID"": ""Zalizniak-2024-4583-2775"", ""NAME"": ""spleen (anat.)"", ""Polysemy"": 1, ""PolysemyByFamily"": 1, ""Derivation"": 0, ""DerivationByFamily"": 0}, {""ID"": ""Zalizniak-2024-4583-313"", ""NAME"": ""blood"", ""Polysemy"": 1, ""PolysemyByFamily"": 1, ""Derivation"": 0, ""DerivationByFamily"": 0}, {""ID"": ""Zalizniak-2024-4583-733"", ""NAME"": ""disease"", ""Polysemy"": 1, ""PolysemyByFamily"": 1, ""Derivation"": 0, ""DerivationByFamily"": 0}, {""ID"": ""Zalizniak-2024-4583-272"", ""NAME"": ""bile, gall"", ""Polysemy"": 9, ""PolysemyByFamily"": 4, ""Derivation"": 2, ""DerivationByFamily"": 2}]"	"[{""ID"": ""Zalizniak-2024-4583-2244"", ""NAME"": ""poison"", ""Polysemy"": 1, ""PolysemyByFamily"": 1, ""Derivation"": 0, ""DerivationByFamily"": 0}]"		Abstract entities		
Zalizniak-2024-4583-83	83	1826	ANGRY	angry	angry	"[{""ID"": ""Zalizniak-2024-4583-2587"", ""NAME"": ""sharp"", ""Polysemy"": 1, ""PolysemyByFamily"": 1, ""Derivation"": 0, ""DerivationByFamily"": 0}, {""ID"": ""Zalizniak-2024-4583-290"", ""NAME"": ""bitter"", ""Polysemy"": 2, ""PolysemyByFamily"": 2, ""Derivation"": 0, ""DerivationByFamily"": 0}, {""ID"": ""Zalizniak-2024-4583-1428"", ""NAME"": ""hot"", ""Polysemy"": 1, ""PolysemyByFamily"": 1, ""Derivation"": 0, ""DerivationByFamily"": 0}, {""ID"": ""Zalizniak-2024-4583-1270"", ""NAME"": ""greedy"", ""Polysemy"": 1, ""PolysemyByFamily"": 1, ""Derivation"": 0, ""DerivationByFamily"": 0}, {""ID"": ""Zalizniak-2024-4583-1515"", ""NAME"": ""insane"", ""Polysemy"": 3, ""PolysemyByFamily"": 1, ""Derivation"": 0, ""DerivationByFamily"": 0}, {""ID"": ""Zalizniak-2024-4583-3357"", ""NAME"": ""to dig"", ""Polysemy"": 1, ""PolysemyByFamily"": 1, ""Derivation"": 0, ""DerivationByFamily"": 0}, {""ID"": ""Zalizniak-2024-4583-20"", ""NAME"": ""acid"", ""Polysemy"": 3, ""PolysemyByFamily"": 2, ""Derivation"": 0, ""DerivationByFamily"": 0}]"	[]		Non-physical		
Zalizniak-2024-4583-88	88	803	ANKLE	ankle	ankle	"[{""ID"": ""Zalizniak-2024-4583-4535"", ""NAME"": ""wrist"", ""Polysemy"": 1, ""PolysemyByFamily"": 1, ""Derivation"": 0, ""DerivationByFamily"": 0}]"	[]		Body parts		
Zalizniak-2024-4583-91	91	587	ANT	ant	ant	"[{""ID"": ""Zalizniak-2024-4583-1108"", ""NAME"": ""foam"", ""Polysemy"": 1, ""PolysemyByFamily"": 1, ""Derivation"": 0, ""DerivationByFamily"": 0}, {""ID"": ""Zalizniak-2024-4583-3563"", ""NAME"": ""to grow numb"", ""Polysemy"": 0, ""PolysemyByFamily"": 0, ""Derivation"": 1, ""DerivationByFamily"": 1}]"	"[{""ID"": ""Zalizniak-2024-4583-2459"", ""NAME"": ""rust (n.)"", ""Polysemy"": 1, ""PolysemyByFamily"": 1, ""Derivation"": 0, ""DerivationByFamily"": 0}, {""ID"": ""Zalizniak-2024-4583-3563"", ""NAME"": ""to grow numb"", ""Polysemy"": 1, ""PolysemyByFamily"": 1, ""Derivation"": 0, ""DerivationByFamily"": 0}]"		Animals		insect of the family Formicidae in the order Hymenoptera, typically living in large colonies
Zalizniak-2024-4583-92	92	181	ANTEATER	anteater	anteater	[]	[]		N/a		any of several animals, in suborder Vermilingua, which are noted for eating ants and termites which they catch with their long sticky tongues
Zalizniak-2024-4583-93	93	3674	ANTELOPE	antelope	antelope	"[{""ID"": ""Zalizniak-2024-4583-2400"", ""NAME"": ""rhinoceros"", ""Polysemy"": 1, ""PolysemyByFamily"": 1, ""Derivation"": 0, ""DerivationByFamily"": 0}]"	"[{""ID"": ""Zalizniak-2024-4583-2400"", ""NAME"": ""rhinoceros"", ""Polysemy"": 2, ""PolysemyByFamily"": 1, ""Derivation"": 0, ""DerivationByFamily"": 0}]"		Animals		
Zalizniak-2024-4583-96	96	1648	ANVIL	anvil (of a blacksmith)	anvil (of a blacksmith)	[]	[]		N/a		
Zalizniak-2024-4583-97	97	1000	ANXIETY	anxiety	anxiety	"[{""ID"": ""Zalizniak-2024-4583-2106"", ""NAME"": ""pain"", ""Polysemy"": 1, ""PolysemyByFamily"": 1, ""Derivation"": 0, ""DerivationByFamily"": 0}]"	[]		N/a		unpleasant state of mental uneasiness, nervousness, apprehension and obsession or concern about some uncertain event
Zalizniak-2024-4583-102	102	1017	APPEARANCE	appearance; look	appearance; look	"[{""ID"": ""Zalizniak-2024-4583-972"", ""NAME"": ""eye"", ""Polysemy"": 3, ""PolysemyByFamily"": 2, ""Derivation"": 0, ""DerivationByFamily"": 0}]"	[]		N/a		
Zalizniak-2024-4583-104	104	1320	APPLE	apple	apple	"[{""ID"": ""Zalizniak-2024-4583-2267"", ""NAME"": ""potato"", ""Polysemy"": 2, ""PolysemyByFamily"": 2, ""Derivation"": 0, ""DerivationByFamily"": 0}, {""ID"": ""Zalizniak-2024-4583-510"", ""NAME"": ""cheek"", ""Polysemy"": 1, ""PolysemyByFamily"": 1, ""Derivation"": 0, ""DerivationByFamily"": 0}]"	"[{""ID"": ""Zalizniak-2024-4583-1591"", ""NAME"": ""knee"", ""Polysemy"": 1, ""PolysemyByFamily"": 1, ""Derivation"": 0, ""DerivationByFamily"": 0}, {""ID"": ""Zalizniak-2024-4583-2267"", ""NAME"": ""potato"", ""Polysemy"": 4, ""PolysemyByFamily"": 2, ""Derivation"": 11, ""DerivationByFamily"": 2}, {""ID"": ""Zalizniak-2024-4583-2205"", ""NAME"": ""pineapple"", ""Polysemy"": 0, ""PolysemyByFamily"": 0, ""Derivation"": 2, ""DerivationByFamily"": 2}]"		Plants		
Zalizniak-2024-4583-106	106	3730	APRICOT	apricot	apricot	[]	[]		N/a		round sweet and juicy stone fruit, resembling peach or plum in taste, with a yellow-orange flesh, lightly fuzzy skin and a large seed inside; apricot tree, Prunus armeniaca
Zalizniak-2024-4583-107	107	2847	APRIL	April	April	[]	[]		N/a		fourth month of the Gregorian calendar, following March and preceding May
Zalizniak-2024-4583-109	109	3193	CROSSBOW	arbalest, crossbow	arbalest, crossbow	[]	[]		N/a		ranged weapon using an elastic launching device consisting of a bow-like assembly, mounted horizontally on a main frame, which is hand-held in a similar fashion to the stock of a long firearm
Zalizniak-2024-4583-113	113	1673	ARM	arm	arm	"[{""ID"": ""Zalizniak-2024-4583-354"", ""NAME"": ""branch (of a river)"", ""Polysemy"": 2, ""PolysemyByFamily"": 2, ""Derivation"": 0, ""DerivationByFamily"": 0}]"	"[{""ID"": ""Zalizniak-2024-4583-2678"", ""NAME"": ""sleeve"", ""Polysemy"": 4, ""PolysemyByFamily"": 3, ""Derivation"": 2, ""DerivationByFamily"": 1}, {""ID"": ""Zalizniak-2024-4583-354"", ""NAME"": ""branch (of a river)"", ""Polysemy"": 7, ""PolysemyByFamily"": 3, ""Derivation"": 2, ""DerivationByFamily"": 1}]"		N/a		the part between the shoulder and the wrist
Zalizniak-2024-4583-114	114	1885	ARMADILLO	armadillo	armadillo	[]	[]		N/a		any of the burrowing mammals covered with bony, jointed, protective plates, order Cingulata, found in the Americas, especially in South America
Zalizniak-2024-4583-115	115	1886	ARMPIT	armpit	armpit	"[{""ID"": ""Zalizniak-2024-4583-662"", ""NAME"": ""corner"", ""Polysemy"": 1, ""PolysemyByFamily"": 1, ""Derivation"": 0, ""DerivationByFamily"": 0}, {""ID"": ""Zalizniak-2024-4583-1287"", ""NAME"": ""gulf"", ""Polysemy"": 1, ""PolysemyByFamily"": 1, ""Derivation"": 0, ""DerivationByFamily"": 0}, {""ID"": ""Zalizniak-2024-4583-4139"", ""NAME"": ""to tickle"", ""Polysemy"": 0, ""PolysemyByFamily"": 0, ""Derivation"": 1, ""DerivationByFamily"": 1}, {""ID"": ""Zalizniak-2024-4583-4501"", ""NAME"": ""wing"", ""Polysemy"": 2, ""PolysemyByFamily"": 1, ""Derivation"": 0, ""DerivationByFamily"": 0}]"	"[{""ID"": ""Zalizniak-2024-4583-1287"", ""NAME"": ""gulf"", ""Polysemy"": 2, ""PolysemyByFamily"": 2, ""Derivation"": 0, ""DerivationByFamily"": 0}]"		Body parts		cavity beneath the junction of the arm and shoulder
Zalizniak-2024-4583-116	116	1561	ARMY	army	army	"[{""ID"": ""Zalizniak-2024-4583-922"", ""NAME"": ""enemy"", ""Polysemy"": 1, ""PolysemyByFamily"": 1, ""Derivation"": 0, ""DerivationByFamily"": 0}, {""ID"": ""Zalizniak-2024-4583-2167"", ""NAME"": ""people, nation"", ""Polysemy"": 3, ""PolysemyByFamily"": 2, ""Derivation"": 0, ""DerivationByFamily"": 0}, {""ID"": ""Zalizniak-2024-4583-2866"", ""NAME"": ""strength"", ""Polysemy"": 1, ""PolysemyByFamily"": 1, ""Derivation"": 0, ""DerivationByFamily"": 0}, {""ID"": ""Zalizniak-2024-4583-217"", ""NAME"": ""battle"", ""Polysemy"": 1, ""PolysemyByFamily"": 1, ""Derivation"": 0, ""DerivationByFamily"": 0}]"	"[{""ID"": ""Zalizniak-2024-4583-2167"", ""NAME"": ""people, nation"", ""Polysemy"": 1, ""PolysemyByFamily"": 1, ""Derivation"": 0, ""DerivationByFamily"": 0}, {""ID"": ""Zalizniak-2024-4583-4417"", ""NAME"": ""war"", ""Polysemy"": 1, ""PolysemyByFamily"": 1, ""Derivation"": 0, ""DerivationByFamily"": 0}, {""ID"": ""Zalizniak-2024-4583-217"", ""NAME"": ""battle"", ""Polysemy"": 1, ""PolysemyByFamily"": 1, ""Derivation"": 0, ""DerivationByFamily"": 0}]"		Human being		large, highly organized military force
Zalizniak-2024-4583-118	118	4067	ARROGANT	arrogant	arrogant	"[{""ID"": ""Zalizniak-2024-4583-2276"", ""NAME"": ""precipitous"", ""Polysemy"": 1, ""PolysemyByFamily"": 1, ""Derivation"": 0, ""DerivationByFamily"": 0}, {""ID"": ""Zalizniak-2024-4583-3792"", ""NAME"": ""to overflow"", ""Polysemy"": 1, ""PolysemyByFamily"": 1, ""Derivation"": 0, ""DerivationByFamily"": 0}]"	[]		N/a		having or revealing an exaggerated sense of one&#39;s own importance or abilities
Zalizniak-2024-4583-119	119	977	ARROW	arrow	arrow	"[{""ID"": ""Zalizniak-2024-4583-2768"", ""NAME"": ""spindle"", ""Polysemy"": 2, ""PolysemyByFamily"": 2, ""Derivation"": 0, ""DerivationByFamily"": 0}, {""ID"": ""Zalizniak-2024-4583-602"", ""NAME"": ""comb"", ""Polysemy"": 1, ""PolysemyByFamily"": 1, ""Derivation"": 0, ""DerivationByFamily"": 0}, {""ID"": ""Zalizniak-2024-4583-2777"", ""NAME"": ""splinter (wood fragment)"", ""Polysemy"": 2, ""PolysemyByFamily"": 1, ""Derivation"": 0, ""DerivationByFamily"": 0}, {""ID"": ""Zalizniak-2024-4583-190"", ""NAME"": ""bamboo"", ""Polysemy"": 1, ""PolysemyByFamily"": 1, ""Derivation"": 0, ""DerivationByFamily"": 0}, {""ID"": ""Zalizniak-2024-4583-399"", ""NAME"": ""bullet"", ""Polysemy"": 2, ""PolysemyByFamily"": 2, ""Derivation"": 0, ""DerivationByFamily"": 0}, {""ID"": ""Zalizniak-2024-4583-1966"", ""NAME"": ""needle"", ""Polysemy"": 1, ""PolysemyByFamily"": 1, ""Derivation"": 0, ""DerivationByFamily"": 0}, {""ID"": ""Zalizniak-2024-4583-622"", ""NAME"": ""common reed"", ""Polysemy"": 7, ""PolysemyByFamily"": 4, ""Derivation"": 0, ""DerivationByFamily"": 0}]"	"[{""ID"": ""Zalizniak-2024-4583-1672"", ""NAME"": ""lightning"", ""Polysemy"": 1, ""PolysemyByFamily"": 1, ""Derivation"": 1, ""DerivationByFamily"": 1}, {""ID"": ""Zalizniak-2024-4583-2352"", ""NAME"": ""rainbow"", ""Polysemy"": 1, ""PolysemyByFamily"": 1, ""Derivation"": 0, ""DerivationByFamily"": 0}, {""ID"": ""Zalizniak-2024-4583-2857"", ""NAME"": ""straight"", ""Polysemy"": 1, ""PolysemyByFamily"": 1, ""Derivation"": 0, ""DerivationByFamily"": 0}, {""ID"": ""Zalizniak-2024-4583-399"", ""NAME"": ""bullet"", ""Polysemy"": 10, ""PolysemyByFamily"": 7, ""Derivation"": 0, ""DerivationByFamily"": 0}]"		Artifacts		projectile consisting of a shaft, a point and a tail with stabilizing fins that is shot from a bow
Zalizniak-2024-4583-122	122	1925	ARTERY	artery	artery	[]	[]		N/a		blood vessels forming part of the circulation system by which blood is conveyed away from the heart
Zalizniak-2024-4583-126	126	646	ASH	ashes	ashes	"[{""ID"": ""Zalizniak-2024-4583-862"", ""NAME"": ""dust"", ""Polysemy"": 4, ""PolysemyByFamily"": 4, ""Derivation"": 0, ""DerivationByFamily"": 0}]"	"[{""ID"": ""Zalizniak-2024-4583-1272"", ""NAME"": ""grey"", ""Polysemy"": 2, ""PolysemyByFamily"": 2, ""Derivation"": 6, ""DerivationByFamily"": 4}, {""ID"": ""Zalizniak-2024-4583-754"", ""NAME"": ""dead (adj.)"", ""Polysemy"": 1, ""PolysemyByFamily"": 1, ""Derivation"": 0, ""DerivationByFamily"": 0}]"		Natural objects		
Zalizniak-2024-4583-130	130	903	ASPEN	aspen	aspen	"[{""ID"": ""Zalizniak-2024-4583-2262"", ""NAME"": ""poplar (Populus alba)"", ""Polysemy"": 2, ""PolysemyByFamily"": 2, ""Derivation"": 0, ""DerivationByFamily"": 0}]"	[]		Plants		
Zalizniak-2024-4583-134	134	3837	ASTRINGENT	astringent	astringent	[]	[]		N/a		
Zalizniak-2024-4583-136	136	722	ATTACK	attack (n.)	attack (n.)	"[{""ID"": ""Zalizniak-2024-4583-3327"", ""NAME"": ""to dance"", ""Polysemy"": 1, ""PolysemyByFamily"": 1, ""Derivation"": 0, ""DerivationByFamily"": 0}, {""ID"": ""Zalizniak-2024-4583-3443"", ""NAME"": ""to fall down"", ""Polysemy"": 1, ""PolysemyByFamily"": 1, ""Derivation"": 0, ""DerivationByFamily"": 0}]"	[]		Human being		attempt to cause damage, injury to, or death of opponent or enemy
Zalizniak-2024-4583-138	138	1908	ATTENTIVE	attentive	attentive	"[{""ID"": ""Zalizniak-2024-4583-2712"", ""NAME"": ""sober"", ""Polysemy"": 1, ""PolysemyByFamily"": 1, ""Derivation"": 0, ""DerivationByFamily"": 0}, {""ID"": ""Zalizniak-2024-4583-151"", ""NAME"": ""awake"", ""Polysemy"": 5, ""PolysemyByFamily"": 2, ""Derivation"": 0, ""DerivationByFamily"": 0}]"	[]		Non-physical		
Zalizniak-2024-4583-139	139	3423	DRILL	auger, gimlet	auger, gimlet	"[{""ID"": ""Zalizniak-2024-4583-818"", ""NAME"": ""dog"", ""Polysemy"": 1, ""PolysemyByFamily"": 1, ""Derivation"": 0, ""DerivationByFamily"": 0}]"	[]		N/a		
Zalizniak-2024-4583-140	140	2851	AUGUST	August	August	[]	"[{""ID"": ""Zalizniak-2024-4583-1320"", ""NAME"": ""harvest"", ""Polysemy"": 2, ""PolysemyByFamily"": 1, ""Derivation"": 0, ""DerivationByFamily"": 0}]"		Time		
Zalizniak-2024-4583-141	141	1272	AUNT	aunt	aunt	"[{""ID"": ""Zalizniak-2024-4583-1901"", ""NAME"": ""mother-in-law"", ""Polysemy"": 1, ""PolysemyByFamily"": 1, ""Derivation"": 0, ""DerivationByFamily"": 0}]"	[]		N/a		
Zalizniak-2024-4583-143	143	2691	PATERNAL AUNT (FATHER'S SISTER)	aunt (father's sister)	aunt (father&#39;s sister)	"[{""ID"": ""Zalizniak-2024-4583-905"", ""NAME"": ""elder sister"", ""Polysemy"": 1, ""PolysemyByFamily"": 1, ""Derivation"": 0, ""DerivationByFamily"": 0}, {""ID"": ""Zalizniak-2024-4583-1987"", ""NAME"": ""niece"", ""Polysemy"": 1, ""PolysemyByFamily"": 1, ""Derivation"": 0, ""DerivationByFamily"": 0}, {""ID"": ""Zalizniak-2024-4583-4563"", ""NAME"": ""younger sister"", ""Polysemy"": 1, ""PolysemyByFamily"": 1, ""Derivation"": 0, ""DerivationByFamily"": 0}, {""ID"": ""Zalizniak-2024-4583-1901"", ""NAME"": ""mother-in-law"", ""Polysemy"": 4, ""PolysemyByFamily"": 1, ""Derivation"": 0, ""DerivationByFamily"": 0}, {""ID"": ""Zalizniak-2024-4583-144"", ""NAME"": ""aunt (mother's brother's wife)"", ""Polysemy"": 5, ""PolysemyByFamily"": 2, ""Derivation"": 0, ""DerivationByFamily"": 0}]"	"[{""ID"": ""Zalizniak-2024-4583-1044"", ""NAME"": ""fever"", ""Polysemy"": 1, ""PolysemyByFamily"": 1, ""Derivation"": 0, ""DerivationByFamily"": 0}, {""ID"": ""Zalizniak-2024-4583-1601"", ""NAME"": ""lady"", ""Polysemy"": 1, ""PolysemyByFamily"": 1, ""Derivation"": 0, ""DerivationByFamily"": 0}]"		N/a		
Zalizniak-2024-4583-144	144	2172	MATERNAL AUNT (WIFE OF MOTHER'S BROTHER)	aunt (mother's brother's wife)	aunt (mother&#39;s brother&#39;s wife)	"[{""ID"": ""Zalizniak-2024-4583-1901"", ""NAME"": ""mother-in-law"", ""Polysemy"": 2, ""PolysemyByFamily"": 1, ""Derivation"": 0, ""DerivationByFamily"": 0}, {""ID"": ""Zalizniak-2024-4583-143"", ""NAME"": ""aunt (father's sister)"", ""Polysemy"": 5, ""PolysemyByFamily"": 2, ""Derivation"": 0, ""DerivationByFamily"": 0}]"	[]		N/a		
Zalizniak-2024-4583-145	145	2693	MATERNAL AUNT (MOTHER'S SISTER)	aunt (mother's sister)	aunt (mother&#39;s sister)	"[{""ID"": ""Zalizniak-2024-4583-1898"", ""NAME"": ""mother"", ""Polysemy"": 0, ""PolysemyByFamily"": 0, ""Derivation"": 5, ""DerivationByFamily"": 2}, {""ID"": ""Zalizniak-2024-4583-2824"", ""NAME"": ""stepmother"", ""Polysemy"": 1, ""PolysemyByFamily"": 1, ""Derivation"": 0, ""DerivationByFamily"": 0}]"	"[{""ID"": ""Zalizniak-2024-4583-2691"", ""NAME"": ""smallpox"", ""Polysemy"": 1, ""PolysemyByFamily"": 1, ""Derivation"": 0, ""DerivationByFamily"": 0}, {""ID"": ""Zalizniak-2024-4583-4480"", ""NAME"": ""widow"", ""Polysemy"": 1, ""PolysemyByFamily"": 1, ""Derivation"": 0, ""DerivationByFamily"": 0}, {""ID"": ""Zalizniak-2024-4583-2824"", ""NAME"": ""stepmother"", ""Polysemy"": 1, ""PolysemyByFamily"": 1, ""Derivation"": 0, ""DerivationByFamily"": 0}]"		N/a		
Zalizniak-2024-4583-148	148	1111	CAR	automobile	automobile	[]	[]		N/a		type of vehicle designed to move on the ground under its own stored power and intended to carry a driver, a small number of additional passengers, and a very limited amount of other load
Zalizniak-2024-4583-149	149	1276	AUTUMN	autumn	autumn	"[{""ID"": ""Zalizniak-2024-4583-4497"", ""NAME"": ""wind"", ""Polysemy"": 1, ""PolysemyByFamily"": 1, ""Derivation"": 0, ""DerivationByFamily"": 0}, {""ID"": ""Zalizniak-2024-4583-1320"", ""NAME"": ""harvest"", ""Polysemy"": 1, ""PolysemyByFamily"": 1, ""Derivation"": 0, ""DerivationByFamily"": 0}, {""ID"": ""Zalizniak-2024-4583-4543"", ""NAME"": ""year"", ""Polysemy"": 3, ""PolysemyByFamily"": 3, ""Derivation"": 0, ""DerivationByFamily"": 0}]"	"[{""ID"": ""Zalizniak-2024-4583-1320"", ""NAME"": ""harvest"", ""Polysemy"": 2, ""PolysemyByFamily"": 2, ""Derivation"": 0, ""DerivationByFamily"": 0}, {""ID"": ""Zalizniak-2024-4583-2561"", ""NAME"": ""September"", ""Polysemy"": 0, ""PolysemyByFamily"": 0, ""Derivation"": 11, ""DerivationByFamily"": 2}, {""ID"": ""Zalizniak-2024-4583-4543"", ""NAME"": ""year"", ""Polysemy"": 1, ""PolysemyByFamily"": 1, ""Derivation"": 0, ""DerivationByFamily"": 0}, {""ID"": ""Zalizniak-2024-4583-2477"", ""NAME"": ""sad"", ""Polysemy"": 1, ""PolysemyByFamily"": 1, ""Derivation"": 0, ""DerivationByFamily"": 0}]"		Time		the third of the four seasons, when deciduous trees lose their leaves; typically regarded as being from September 24 to December 22 in parts of the Northern Hemisphere, and the months of March, April and May in the Southern Hemisphere
Zalizniak-2024-4583-151	151	825	AWAKE	awake	awake	"[{""ID"": ""Zalizniak-2024-4583-138"", ""NAME"": ""attentive"", ""Polysemy"": 5, ""PolysemyByFamily"": 2, ""Derivation"": 0, ""DerivationByFamily"": 0}]"	"[{""ID"": ""Zalizniak-2024-4583-138"", ""NAME"": ""attentive"", ""Polysemy"": 5, ""PolysemyByFamily"": 2, ""Derivation"": 0, ""DerivationByFamily"": 0}, {""ID"": ""Zalizniak-2024-4583-72"", ""NAME"": ""ambush"", ""Polysemy"": 1, ""PolysemyByFamily"": 1, ""Derivation"": 0, ""DerivationByFamily"": 0}, {""ID"": ""Zalizniak-2024-4583-3569"", ""NAME"": ""to guard"", ""Polysemy"": 2, ""PolysemyByFamily"": 2, ""Derivation"": 1, ""DerivationByFamily"": 1}, {""ID"": ""Zalizniak-2024-4583-25"", ""NAME"": ""active"", ""Polysemy"": 0, ""PolysemyByFamily"": 0, ""Derivation"": 2, ""DerivationByFamily"": 2}, {""ID"": ""Zalizniak-2024-4583-561"", ""NAME"": ""clever"", ""Polysemy"": 1, ""PolysemyByFamily"": 1, ""Derivation"": 0, ""DerivationByFamily"": 0}]"		N/a		
Zalizniak-2024-4583-154	154	278	AWL	awl	awl	"[{""ID"": ""Zalizniak-2024-4583-874"", ""NAME"": ""ear"", ""Polysemy"": 1, ""PolysemyByFamily"": 1, ""Derivation"": 0, ""DerivationByFamily"": 0}]"	"[{""ID"": ""Zalizniak-2024-4583-796"", ""NAME"": ""dinner fork"", ""Polysemy"": 1, ""PolysemyByFamily"": 1, ""Derivation"": 0, ""DerivationByFamily"": 0}]"		Artifacts		pointed instrument for piercing small holes, as in leather or wood
Zalizniak-2024-4583-156	156	677	AXE	axe	axe	"[{""ID"": ""Zalizniak-2024-4583-1735"", ""NAME"": ""metal"", ""Polysemy"": 1, ""PolysemyByFamily"": 1, ""Derivation"": 0, ""DerivationByFamily"": 0}, {""ID"": ""Zalizniak-2024-4583-1537"", ""NAME"": ""iron"", ""Polysemy"": 4, ""PolysemyByFamily"": 4, ""Derivation"": 0, ""DerivationByFamily"": 0}]"	"[{""ID"": ""Zalizniak-2024-4583-4527"", ""NAME"": ""woodpecker"", ""Polysemy"": 0, ""PolysemyByFamily"": 0, ""Derivation"": 1, ""DerivationByFamily"": 1}, {""ID"": ""Zalizniak-2024-4583-1760"", ""NAME"": ""mantis"", ""Polysemy"": 0, ""PolysemyByFamily"": 0, ""Derivation"": 1, ""DerivationByFamily"": 1}]"		Artifacts		tool for felling trees or chopping wood etc. consisting of a heavy head flattened to a blade on one side, and a handle attached to it; also an ancient weapon consisting of a head that has one or two blades and a long handle
Zalizniak-2024-4583-157	157	1769	AXLE	axle	axle	"[{""ID"": ""Zalizniak-2024-4583-2768"", ""NAME"": ""spindle"", ""Polysemy"": 4, ""PolysemyByFamily"": 1, ""Derivation"": 0, ""DerivationByFamily"": 0}]"	[]		N/a		pin or spindle on which a wheel revolves, or which revolves with a wheel
Zalizniak-2024-4583-159	159	904	BERRY	berry	&lt;berry&gt;	"[{""ID"": ""Zalizniak-2024-4583-1249"", ""NAME"": ""grain, seed"", ""Polysemy"": 1, ""PolysemyByFamily"": 1, ""Derivation"": 0, ""DerivationByFamily"": 0}, {""ID"": ""Zalizniak-2024-4583-420"", ""NAME"": ""buttock"", ""Polysemy"": 0, ""PolysemyByFamily"": 0, ""Derivation"": 1, ""DerivationByFamily"": 1}, {""ID"": ""Zalizniak-2024-4583-1993"", ""NAME"": ""nipple (part of the breast)"", ""Polysemy"": 2, ""PolysemyByFamily"": 2, ""Derivation"": 1, ""DerivationByFamily"": 1}, {""ID"": ""Zalizniak-2024-4583-895"", ""NAME"": ""egg"", ""Polysemy"": 1, ""PolysemyByFamily"": 1, ""Derivation"": 0, ""DerivationByFamily"": 0}]"	"[{""ID"": ""Zalizniak-2024-4583-140"", ""NAME"": ""August"", ""Polysemy"": 0, ""PolysemyByFamily"": 0, ""Derivation"": 1, ""DerivationByFamily"": 1}, {""ID"": ""Zalizniak-2024-4583-510"", ""NAME"": ""cheek"", ""Polysemy"": 1, ""PolysemyByFamily"": 1, ""Derivation"": 0, ""DerivationByFamily"": 0}]"		Plants		
