CONCEPTICON_ID	CONCEPTICON_GLOSS	ITALIAN	ENGLISH	ITALIAN_FAMILIARITY_MEAN	ITALIAN_IMAGEABILITY_MEAN	ITALIAN_CONCRETENESS_MEAN	ITALIAN_VALENCE_ALL_MEAN	ITALIAN_AROUSAL_ALL_MEAN	ITALIAN_DOMINANCE_ALL_MEAN	ITALIAN_VALENCE_FEMALE_MEAN	ITALIAN_AROUSAL_FEMALE_MEAN	ITALIAN_DOMINANCE_FEMALE_MEAN	ITALIAN_VALENCE_MALE_MEAN	ITALIAN_AROUSAL_MALE_MEAN	ITALIAN_DOMINANCE_MALE_MEAN	ITALIAN_POS	LINE_IN_SOURCE
163	BLACK	nero	black	7.0	7.9	6.7	4.6	5.2	4.828571428571428	4.0	5.708333333333333	4.625	5.909090909090909		5.2727272727272725	a/s	662
1631	FAST	rapido	swift	6.65	5.7	4.3	6.142857142857143	6.314285714285714	5.628571428571429	5.88	6.8	5.44	6.8		6.1	a	828
1632	FLOOR	pavimento	floor	8.1	8.35	8.25	5.257142857142857	4.371428571428571	4.9714285714285715	5.25	4.458333333333333	4.916666666666667	5.2727272727272725		5.090909090909091	s	734
1635	OBEY	obbedire	obey	7.1	5.8	4.9	3.8529411764705883	6.0588235294117645	3.7058823529411766	3.7083333333333335	6.083333333333333	3.7916666666666665	4.2		3.5	v	676
1638	TRUTH	verità	truth	7.75	4.15	4.15	6.583333333333333	6.611111111111111	5.611111111111111	6.461538461538462	6.653846153846154	5.423076923076923	6.9		6.1	s	1090
1641	SILK	tessuto	fabric	7.7	7.4	7.55	5.545454545454546	4.666666666666667	5.333333333333333	5.590909090909091	4.818181818181818	5.2727272727272725	5.454545454545454		5.454545454545454	s	1024
1646	GIRL	ragazza	girl	8.5	8.6	8.7	6.6875	5.75	6.21875	6.318181818181818	5.545454545454546	6.045454545454546	7.5		6.6	s	820
1653	BLIND	cieco	blind	4.6	7.15	6.4	1.9393939393939394	6.0606060606060606	3.6666666666666665	1.8571428571428572	5.761904761904762	3.619047619047619	2.0833333333333335		3.75	a/s	200
1654	LIGHTNING	fulmine	lightning	5.85	8.05	7.3	4.424242424242424	5.424242424242424	4.484848484848484	3.4761904761904763	5.714285714285714	4.190476190476191	6.083333333333333		5.0	s	410
1655	BLINK	occhiolino	wink	7.45	8.0	7.45	6.205882352941177	5.617647058823529	5.588235294117647	6.375	5.791666666666667	5.375	5.8		6.1	s	680
1659	DOLL	bambola	doll	7.75	8.55	8.25	6.21875	4.90625	6.40625	6.409090909090909	5.090909090909091	6.454545454545454	5.8		6.3	s	99
1663	BED	letto	bed	8.05	8.5	8.15	8.181818181818182	4.0606060606060606	6.242424242424242	8.272727272727273	4.2727272727272725	6.409090909090909	8.0		5.909090909090909	s	552
1668	GRIEF	afflizione	grief	5.85	5.3	5.15	1.9393939393939394	6.393939393939394	3.1818181818181817	1.6521739130434783	6.782608695652174	2.5217391304347827	2.6		4.7	s	24
167	MAIL	posta	mail	8.0	8.15	8.3	5.0588235294117645	5.382352941176471	4.823529411764706	5.041666666666667	5.375	4.791666666666667	5.1		4.9	s	780
1671	TOWER	torre	tower	6.6	8.2	7.95	5.483870967741935	5.096774193548387	5.419354838709677	5.523809523809524	4.857142857142857	5.190476190476191	5.4		5.9	s	1033
1673	ARM	braccio	arm	8.1	8.25	8.3	5.638888888888889	4.888888888888889	5.472222222222222	5.75	5.0	5.5	5.416666666666667		5.416666666666667	s	130
1682	GUILTY	colpevole	guilty	6.0	5.25	4.2	2.3142857142857145	6.428571428571429	3.4857142857142858	2.16	6.44	3.36	2.7		3.8	a/s	216
1728	ROTTEN	marcio	rotten	6.05	6.6	5.75	2.0606060606060606	6.090909090909091	4.636363636363637	1.5217391304347827	6.130434782608695	4.478260869565218	3.3		5.0	a/s	592
1732	SKY	cielo	heaven	7.95	8.2	6.4	7.818181818181818	4.818181818181818	5.515151515151516	8.304347826086957	5.130434782608695	5.913043478260869	6.7		4.6	s	201
1733	RAINBOW	arcobaleno	rainbow	7.05	8.6	5.65	7.636363636363637	5.0606060606060606	5.878787878787879	7.478260869565218	5.434782608695652	5.739130434782608	8.0		6.2	s	59
1739	DECORATE	decorare	decorate	7.15	6.9	6.2	6.9411764705882355	5.529411764705882	6.264705882352941	7.208333333333333	6.166666666666667	6.291666666666667	6.3		6.2	v	267
174	PROUD	orgoglioso	proud	7.25	6.65	4.4	6.03030303030303	6.181818181818182	6.545454545454546	5.863636363636363	6.181818181818182	6.363636363636363	6.363636363636363		6.909090909090909	a	702
1740	PINE	pino	pine	6.8	8.55	8.4	6.242424242424242	3.757575757575758	5.454545454545454	5.9523809523809526	4.095238095238095	5.666666666666667	6.75		5.083333333333333	s	767
1747	CUSTOM	usanza	custom	7.05	6.75	5.9	6.454545454545454	4.757575757575758	6.151515151515151	6.9523809523809526	4.9523809523809526	6.333333333333333	5.583333333333333		5.833333333333333	s	1070
1763	CLUB	bastone	cane	6.95	7.6	7.75	4.5588235294117645	4.764705882352941	5.264705882352941	4.583333333333333	4.958333333333333	5.083333333333333	4.5		5.7	s	107
1768	FOAM	schiuma	foam	7.45	8.2	7.45	6.5	4.333333333333333	5.416666666666667	6.708333333333333	4.041666666666667	5.416666666666667	6.083333333333333		5.416666666666667	s	895
1770	CARCASS	carcassa	carcass	4.15	5.6	6.05	2.78125	5.5625	4.65625	2.5	5.7727272727272725	4.636363636363637	3.4		4.7	s	169
1773	GRAVE	tomba	tomb	6.0	7.95	7.7	2.393939393939394	6.2727272727272725	3.484848484848485	2.347826086956522	6.086956521739131	3.4347826086956523	2.5		3.6	s	1030
1775	TABLE	scrivania	desk	8.7	8.8	8.8	5.696969696969697	5.121212121212121	5.424242424242424	5.478260869565218	5.521739130434782	5.391304347826087	6.2		5.5	s	911
1783	PAIN	ferito	hurt	7.2	7.3	7.15	1.878787878787879	6.878787878787879	4.03030303030303	1.6818181818181819	7.363636363636363	4.090909090909091	2.272727272727273		3.909090909090909	s	374
1784	WANT	desiderio	wish	7.35	6.8	4.2	8.575757575757576	6.909090909090909	6.848484848484849	8.681818181818182	7.363636363636363	6.954545454545454	8.363636363636363		6.636363636363637	s	277
1791	BUTTERFLY	farfalla	butterfly	7.05	8.55	8.2	7.03125	3.4375	6.46875	7.409090909090909	3.8181818181818183	6.2727272727272725	6.2		6.9	s	358
1796	SLAUGHTER	macello	slaughter	6.1	6.1	5.85	3.2	6.571428571428571	4.8	2.96	6.8	4.72	3.8		5.0	s	569
1801	CHILD (DESCENDANT)	bambino	child	8.05	8.4	8.25	7.96969696969697	6.515151515151516	6.393939393939394	8.523809523809524	7.0	6.9523809523809526	7.0		5.416666666666667	s	98
1804	BOMB	bomba	bomb	4.3	6.8	6.95	1.7096774193548387	7.258064516129032	3.3225806451612905	1.4761904761904763	7.523809523809524	3.238095238095238	2.2		3.5	s	126
1808	PUS	pus	pus	6.05	7.05	6.6	1.8055555555555556	6.805555555555555	3.9722222222222223	1.7692307692307692	6.576923076923077	3.576923076923077	1.9		5.0	s	807
1810	DANGER	pericolo	danger	6.8	6.45	5.35	2.28125	7.25	4.15625	2.1363636363636362	7.681818181818182	3.772727272727273	2.6		5.0	s	750
1815	ACHE	dolore	ache	6.7	6.85	5.1	1.878787878787879	6.636363636363637	3.121212121212121	1.6666666666666667	6.380952380952381	3.0	2.25		3.3333333333333335	s	310
1826	ANGRY	arrabbiato	angry	7.65	7.4	5.8	2.25	7.0	5.5625	2.090909090909091	7.5	5.2272727272727275	2.6		6.3	a	64
183	BAKE	infornare	bake	8.0	7.85	7.6	7.444444444444445	5.777777777777778	6.083333333333333	7.541666666666667	5.916666666666667	6.166666666666667	7.25		5.916666666666667	v	502
1836	VAGINA	vagina	vagina	8.35	8.45	8.65	6.371428571428571	6.0	6.571428571428571	5.6	5.36	6.12	8.3		7.7	s	1074
1845	BALL	sfera	sphere	6.3	7.3	7.35	5.676470588235294	4.676470588235294	5.205882352941177	5.666666666666667	4.875	5.25	5.7		5.1	s	927
1847	SICK	malato	sick	6.25	6.9	5.45	1.878787878787879	6.333333333333333	3.121212121212121	1.7619047619047619	6.571428571428571	3.380952380952381	2.0833333333333335		2.6666666666666665	a/s	580
1848	QUARREL	litigio	quarrel	5.95	6.6	6.05	2.611111111111111	7.194444444444445	5.527777777777778	2.0416666666666665	7.25	5.583333333333333	3.75		5.416666666666667	s	559
1853	DOVE	colombo	dove	5.45	6.25	6.25	5.6	4.714285714285714	5.4	5.75	5.0	5.333333333333333	5.2727272727272725		5.545454545454546	s	212
1856	SOFT	morbido	soft	7.2	7.75	6.85	5.529411764705882	4.852941176470588	5.529411764705882	5.708333333333333	5.291666666666667	5.25	5.1		6.2	a	634
1867	COIN	moneta	coin	7.65	8.0	8.25	6.333333333333333	5.722222222222222	5.5	6.269230769230769	5.653846153846154	5.384615384615385	6.5		5.8	s	630
1888	PAIR	coppia	couple	7.0	7.35	6.6	7.545454545454546	5.212121212121212	6.121212121212121	7.863636363636363	5.409090909090909	6.045454545454546	6.909090909090909		6.2727272727272725	s	235
1895	CLOTHES	vestito	clothing	8.2	8.2	7.95	6.9714285714285715	6.714285714285714	6.171428571428572	7.12	7.08	6.08	6.6		6.4	s	1093
1899	MAD	pazzo	insane	5.75	7.2	5.95	3.823529411764706	6.323529411764706	5.0588235294117645	4.083333333333333	6.166666666666667	5.083333333333333	3.2		5.0	a	736
1902	BETRAY	tradire	betray	5.55	5.7	4.85	2.090909090909091	6.818181818181818	4.515151515151516	1.7826086956521738	7.304347826086956	4.3478260869565215	2.8		4.9	v	1037
1904	DROWN	affogare	drown	4.95	7.15	5.8	1.7941176470588236	7.882352941176471	3.1470588235294117	1.9166666666666667	7.958333333333333	3.125	1.5		3.2	v	25
1914	DEBT	debito	debt	6.8	6.3	4.85	1.7272727272727273	6.545454545454546	3.515151515151515	1.6521739130434783	6.391304347826087	3.6956521739130435	1.9		3.1	s	264
192	CORNER	angolo	corner	6.8	8.0	7.3	4.882352941176471	4.9411764705882355	5.147058823529412	4.666666666666667	5.166666666666667	4.916666666666667	5.4		5.7	s	48
1923	ROUGH	aspro	sour	6.1	6.85	5.45	4.242424242424242	5.363636363636363	4.484848484848484	4.3478260869565215	5.304347826086956	4.434782608695652	4.0		4.6	a	71
1934	BEGGAR	mendicante	beggar	5.4	5.95	6.0	3.25	5.555555555555555	4.777777777777778	3.125	5.791666666666667	4.708333333333333	3.5		4.916666666666667	a	605
194	FAMILY	famiglia	family	8.4	8.3	7.55	7.911764705882353	5.882352941176471	6.117647058823529	8.0	6.0	6.166666666666667	7.7		6.0	s	352
1940	GUARD	guardia	watch	5.45	6.8	6.75	4.472222222222222	5.638888888888889	4.472222222222222	4.5	5.653846153846154	4.115384615384615	4.4		5.4	s	459
1943	CROWN (OF HEAD)	corona	crown	6.45	8.0	7.95	6.411764705882353	5.205882352941177	6.0588235294117645	6.833333333333333	5.416666666666667	6.291666666666667	5.4		5.5	s	239
1947	BASTARD	bastardo	bastard	6.4	6.5	5.5	2.0606060606060606	6.303030303030303	5.242424242424242	1.7272727272727273	6.2727272727272725	5.318181818181818	2.727272727272727		5.090909090909091	a/s	106
1952	TORTURE	tortura	torture	3.8	5.5	5.6	1.6285714285714286	7.485714285714286	3.257142857142857	1.4166666666666667	7.791666666666667	3.125	2.090909090909091		3.5454545454545454	s	1035
1953	ABUSE	abuso	abuse	4.7	6.05	5.8	1.7352941176470589	6.117647058823529	4.4411764705882355	1.7916666666666667	6.708333333333333	4.541666666666667	1.6		4.2	s	11
1954	GENTLE	mite	meek	5.65	5.25	4.2	6.138888888888889	4.5	5.333333333333333	5.75	4.666666666666667	5.25	6.916666666666667		5.5	a	622
1964	ALONE	solo	alone	6.75	6.6	4.95	3.3333333333333335	5.242424242424242	4.303030303030303	3.217391304347826	5.826086956521739	4.0	3.6		5.0	a	945
1972	YOUNG GOAT (KID)	agnello	lamb	6.0	7.35	7.35	6.363636363636363	4.909090909090909	5.0606060606060606	6.0	4.956521739130435	4.608695652173913	7.2		6.1	s	30
1973	DEMON	demonio	demon	4.15	6.2	2.65	1.7727272727272727	6.795454545454546	4.5	1.6176470588235294	6.735294117647059	4.617647058823529	2.3		4.1	s	271
1976	MERRY	allegro	merry	7.4	6.9	4.55	8.114285714285714	5.885714285714286	6.857142857142857	8.16	5.72	6.68	8.0		7.3	a/s	37
1986	DISEASE	malattia	illness	6.5	6.85	6.3	1.7428571428571429	6.571428571428571	2.742857142857143	1.625	6.833333333333333	2.5	2.0		3.272727272727273	s	581
2001	PAINTING	pitturare	paint	5.8	7.65	6.7	7.0	4.333333333333333	6.212121212121212	6.809523809523809	4.333333333333333	6.428571428571429	7.333333333333333		5.833333333333333	v	771
2008	RESCUE	salvare	save	6.3	5.75	4.35	8.030303030303031	7.393939393939394	7.0	8.08695652173913	7.304347826086956	6.826086956521739	7.9		7.4	v	880
2009	DOG	cane	dog	8.5	8.45	8.55	7.088235294117647	6.147058823529412	5.882352941176471	7.208333333333333	6.083333333333333	6.0	6.8		5.6	s	154
201	FARM	fattoria	farm	6.35	7.85	7.8	6.696969696969697	5.2727272727272725	5.818181818181818	6.636363636363637	5.7727272727272725	5.590909090909091	6.818181818181818		6.2727272727272725	s	363
2011	COFFIN	bara	coffin	6.3	7.95	7.75	2.1142857142857143	6.514285714285714	3.8285714285714287	1.88	6.8	3.76	2.7		4.0	s	103
2016	JEALOUSY	gelosia	jealousy	7.3	7.35	5.6	3.6666666666666665	6.424242424242424	4.484848484848484	3.6956521739130435	6.565217391304348	4.6521739130434785	3.6		4.1	s	419
2018	GREEDY	famelico	starving	6.45	7.1	5.65	3.0588235294117645	6.176470588235294	4.676470588235294	3.2083333333333335	6.375	4.375	2.7		5.4	a	351
2045	COLUMN	colonna	column	6.4	8.0	7.9	5.515151515151516	4.303030303030303	5.454545454545454	5.523809523809524	4.761904761904762	5.619047619047619	5.5		5.166666666666667	s	213
2051	DUSTPAN	paletta	dustpan	7.7	8.45	8.7	5.264705882352941	4.176470588235294	5.470588235294118	5.083333333333333	4.583333333333333	5.333333333333333	5.7		5.8	s	718
2056	WOK	padella	pan	8.3	8.1	8.15	5.861111111111111	4.722222222222222	5.638888888888889	5.958333333333333	4.916666666666667	5.583333333333333	5.666666666666667		5.75	s	715
2058	STOOL	sgabello	stool	7.1	7.7	7.5	5.4	4.485714285714286	5.0	5.458333333333333	4.416666666666667	4.916666666666667	5.2727272727272725		5.181818181818182	s	928
208	NASAL MUCUS (SNOT)	muco	mucus	7.95	7.8	8.1	2.911764705882353	5.323529411764706	4.4411764705882355	2.6666666666666665	5.291666666666667	4.25	3.5		4.9	s	643
2098	FOOT OR LEG	piede	foot	7.7	8.05	8.0	5.393939393939394	4.757575757575758	5.212121212121212	5.260869565217392	4.956521739130435	5.3478260869565215	5.7		4.9	s	764
210	LIFE	vita	life	7.35	6.5	4.8	8.117647058823529	6.882352941176471	6.323529411764706	8.208333333333334	7.208333333333333	6.333333333333333	7.9		6.3	s	1110
2108	RAINING OR RAIN	pioggia	rain	7.9	8.0	7.5	4.361111111111111	4.611111111111111	4.5	4.3076923076923075	4.384615384615385	4.269230769230769	4.5		5.1	s	768
2131	TORCH OR LAMP	lampada	lamp	7.75	8.15	8.3	5.914285714285715	4.714285714285714	5.914285714285715	6.08	5.08	5.84	5.5		6.1	s	535
2139	MUROID (MOUSE OR RAT)	ratto	rat	6.85	7.75	7.85	2.6666666666666665	6.363636363636363	3.909090909090909	2.5454545454545454	6.7727272727272725	3.8181818181818183	2.909090909090909		4.090909090909091	s	833
2151	COARSE	grossolano	coarse	4.35	5.25	4.3	4.431818181818182	5.068181818181818	5.0227272727272725	4.294117647058823	5.0588235294117645	5.0	4.9		5.1	a	457
216	MOVIE	film	movie	8.15	7.5	6.8	7.833333333333333	4.916666666666667	5.138888888888889	7.730769230769231	4.615384615384615	4.923076923076923	8.1		5.7	s	385
2181	LIGHT (IN TASTE)	insipido	bland	4.3	3.65	3.75	5.166666666666667	4.138888888888889	5.222222222222222	5.125	4.291666666666667	4.916666666666667	5.25		5.833333333333333	a	514
2190	TASTE	gusto	taste	6.95	5.5	4.1	7.25	4.875	6.28125	7.2272727272727275	5.090909090909091	6.136363636363637	7.3		6.6	s	463
2206	RABIES	rabbia	rabies	7.0	7.2	5.45	2.8823529411764706	7.264705882352941	5.4411764705882355	2.625	7.416666666666667	5.041666666666667	3.5		6.4	s	816
221	FIRE	fuoco	fire	7.6	8.5	8.3	6.0	5.411764705882353	5.617647058823529	5.708333333333333	5.708333333333333	5.333333333333333	6.7		6.3	s	414
222	LAVISH	sontuoso	lavish	3.95	5.6	4.55	6.25	5.068181818181818	5.113636363636363	6.205882352941177	5.323529411764706	4.9411764705882355	6.4		5.7	a	948
2244	METAL	metallo	metal	6.7	7.35	7.5	4.764705882352941	4.823529411764706	5.0588235294117645	4.708333333333333	5.0	5.041666666666667	4.9		5.1	s	613
227	FISH	pesce	fish	8.2	8.55	8.35	5.878787878787879	4.818181818181818	5.242424242424242	5.695652173913044	4.956521739130435	4.956521739130435	6.3		5.9	s	755
2291	VOLCANO	vulcano	volcano	6.5	8.1	7.8	5.222222222222222	6.222222222222222	4.583333333333333	4.791666666666667	6.666666666666667	4.541666666666667	6.083333333333333		4.666666666666667	s	1117
2295	SUNSET	tramonto	sunset	8.45	8.45	7.35	7.911764705882353	4.294117647058823	5.764705882352941	7.916666666666667	4.333333333333333	6.0	7.9		5.2	s	1041
2296	SUNRISE	alba	sunrise	7.7	8.2	6.3	7.9714285714285715	3.9714285714285715	5.885714285714286	8.0	4.16	6.2	7.9		5.1	s	33
2297	DUSK	crepuscolo	twilight	5.55	6.95	4.55	6.742857142857143	4.0285714285714285	5.428571428571429	6.96	4.28	5.6	6.2		5.0	s	249
2298	VIRGIN	vergine	virgin	4.25	5.3	5.15	6.0	5.2727272727272725	4.818181818181818	5.6521739130434785	5.173913043478261	4.695652173913044	6.8		5.1	a/s	1088
2316	FREE	libero	free	7.35	6.75	4.8	8.294117647058824	6.9411764705882355	7.205882352941177	8.375	6.916666666666667	7.208333333333333	8.1		7.2	a	554
2341	CLOUDY	nuvoloso	overcast	8.25	8.25	6.9	4.0	4.470588235294118	4.264705882352941	3.7916666666666665	4.375	4.166666666666667	4.5		4.5	a	675
2374	DREAM	sogno	dream	7.05	6.9	4.1	7.0	5.303030303030303	5.333333333333333	7.136363636363637	6.090909090909091	5.2272727272727275	6.7272727272727275		5.545454545454546	s	939
239	FLOWER	fiore	flower	7.8	8.15	8.25	7.903225806451613	5.32258064516129	6.161290322580645	7.904761904761905	5.238095238095238	6.0476190476190474	7.9		6.4	s	387
2403	TOY	giocattolo	toy	7.4	8.05	8.0	7.032258064516129	6.129032258064516	6.32258064516129	6.666666666666667	6.0	6.0	7.8		7.0	s	433
2405	CHRISTMAS	natale	christmas	7.8	7.8	5.65	8.030303030303031	5.96969696969697	6.0606060606060606	8.217391304347826	5.608695652173913	6.0	7.6		6.2	a/s	656
2407	BIRTHDAY	compleanno	birthday	8.0	7.6	6.1	7.878787878787879	7.181818181818182	6.7272727272727275	8.08695652173913	7.608695652173913	6.826086956521739	7.4		6.5	s	224
2408	CAKE	torta	cake	7.85	8.5	8.25	7.6571428571428575	5.057142857142857	5.485714285714286	8.0	5.72	5.52	6.8		5.4	s	1034
2430	OFFICE	ufficio	office	7.0	7.9	7.3	4.833333333333333	5.111111111111111	4.833333333333333	4.833333333333333	5.5	4.958333333333333	4.833333333333333		4.583333333333333	s	1058
2433	THEORY	teoria	theory	6.65	5.5	4.9	5.606060606060606	5.848484848484849	5.393939393939394	5.782608695652174	5.913043478260869	5.521739130434782	5.2		5.1	s	1014
2434	TRAGEDY	tragedia	tragedy	6.8	7.05	5.65	2.4411764705882355	6.470588235294118	3.676470588235294	2.5	6.625	3.7083333333333335	2.3		3.6	s	1039
2467	GAME	gioco	game	7.4	6.85	7.2	7.606060606060606	6.636363636363637	6.666666666666667	7.608695652173913	6.478260869565218	6.608695652173913	7.6		6.8	s	434
2483	COLD (OF WEATHER)	freddo	cold	7.9	7.7	5.75	3.2222222222222223	5.638888888888889	3.9722222222222223	3.3461538461538463	5.538461538461538	3.730769230769231	2.9		4.6	a	404
2485	HIDE (ONESELF)	nascondere	hide	6.1	5.85	4.4	3.5757575757575757	5.636363636363637	5.0606060606060606	3.227272727272727	5.954545454545454	5.181818181818182	4.2727272727272725		4.818181818181818	v	654
25	DIRT	sporcizia	filth	6.6	7.8	7.7	2.212121212121212	5.818181818181818	5.090909090909091	1.9565217391304348	6.130434782608695	5.086956521739131	2.8		5.1	s	966
2505	BEDROOM	camera	bedroom	8.65	8.6	8.75	6.96969696969697	4.393939393939394	6.0	7.086956521739131	4.6521739130434785	5.695652173913044	6.7		6.7	s	146
2514	SPOUSE	sposo	spouse	6.5	7.1	6.8	6.714285714285714	6.485714285714286	5.542857142857143	7.291666666666667	6.625	5.958333333333333	5.454545454545454		4.636363636363637	s	969
2516	WATER BUFFALO	acqua	water	8.6	8.55	8.4	7.78125	4.75	6.1875	7.863636363636363	5.136363636363637	6.136363636363637	7.6		6.3	s	16
2522	SCREAM (NOISE)	urlo	scream	7.35	7.85	6.2	3.3333333333333335	6.424242424242424	5.03030303030303	3.0	6.3478260869565215	5.086956521739131	4.1		4.9	s	1069
2524	JOY	piacere	pleasure	7.75	7.35	6.05	8.235294117647058	6.0588235294117645	7.088235294117647	8.125	6.25	7.208333333333333	8.5		6.8	s	759
2526	POWER	potenza	power	6.1	5.0	3.6	6.545454545454546	5.909090909090909	6.454545454545454	6.304347826086956	5.782608695652174	6.304347826086956	7.1		6.8	s	783
2532	TORNADO	tornado	tornado	5.05	7.65	6.7	3.3714285714285714	6.9714285714285715	4.514285714285714	3.2	7.08	4.88	3.8		3.6	s	1032
2541	MIRACLE	miracolo	miracle	4.75	5.0	3.05	7.057142857142857	5.114285714285714	4.314285714285714	7.28	5.32	4.28	6.5		4.4	s	619
2547	CITY	città	city	7.95	8.25	7.65	6.411764705882353	5.764705882352941	5.588235294117647	6.333333333333333	6.041666666666667	5.541666666666667	6.6		5.7	s	206
2548	BARREL	barile	barrel	6.65	8.35	8.7	4.647058823529412	4.617647058823529	4.676470588235294	4.541666666666667	4.5	4.541666666666667	4.9		5.0	s	105
2549	VEHICLE	veicolo	vehicle	7.75	8.45	8.25	6.5	6.411764705882353	6.176470588235294	6.625	6.666666666666667	6.125	6.2		6.3	s	1084
2553	MISERY	miseria	misery	5.75	7.0	5.45	1.9393939393939394	6.454545454545454	3.5454545454545454	1.826086956521739	6.3478260869565215	3.5652173913043477	2.2		3.5	s	620
2554	PRINCE (RULER)	righello	ruler	6.85	8.25	8.3	5.5	4.4411764705882355	5.411764705882353	5.416666666666667	4.666666666666667	5.333333333333333	5.7		5.6	s	849
2555	OIL (FROM PLANTS)	grasso	fat	6.95	7.4	6.95	2.484848484848485	5.545454545454546	4.2727272727272725	2.0434782608695654	5.565217391304348	3.739130434782609	3.5		5.5	a/s	451
256	FOOD	pizza	pizza	8.75	9.0	9.0	8.1875	5.8125	6.875	8.318181818181818	5.954545454545454	6.818181818181818	7.9		7.0	s	772
2562	SEX (GENDER)	sesso	sex	6.75	7.35	6.8	8.06060606060606	6.9393939393939394	6.575757575757576	7.826086956521739	6.869565217391305	6.3478260869565215	8.6		7.1	s	924
2564	PIGLET	maiale	pig	6.75	7.9	7.05	4.485714285714286	4.828571428571428	4.771428571428571	4.0	4.958333333333333	4.416666666666667	5.545454545454546		5.545454545454546	s	575
2578	PENCIL	matita	pencil	8.15	8.15	8.75	5.882352941176471	4.205882352941177	5.764705882352941	5.791666666666667	4.541666666666667	5.708333333333333	6.1		5.9	s	598
2580	HELICOPTER	elicottero	helicopter	6.7	8.65	8.05	5.5625	4.65625	5.28125	5.681818181818182	5.181818181818182	5.136363636363637	5.3		5.6	s	328
2584	BENCH	panca	bench	6.7	7.65	7.85	5.666666666666667	3.8055555555555554	5.222222222222222	5.6923076923076925	3.5	5.0	5.6		5.8	s	721
2595	CACTUS	cactus	cactus	7.35	8.1	7.95	4.647058823529412	5.323529411764706	4.9411764705882355	4.458333333333333	5.75	4.916666666666667	5.1		5.0	s	140
2604	NOOSE	cappio	noose	4.55	6.1	6.4	2.9696969696969697	6.696969696969697	4.515151515151516	2.5652173913043477	7.304347826086956	4.130434782608695	3.9		5.4	s	163
2620	CARRIAGE	carrozza	carriage	5.75	8.1	7.85	6.371428571428571	4.314285714285714	5.685714285714286	6.72	4.36	5.72	5.5		5.6	s	174
2621	CURTAIN	tenda	curtains	7.25	8.45	8.4	5.75	4.386363636363637	5.181818181818182	5.647058823529412	4.588235294117647	5.147058823529412	6.1		5.3	s	1011
2622	ENGINE	motore	engine	6.25	6.75	6.95	5.833333333333333	5.388888888888889	5.722222222222222	5.791666666666667	5.166666666666667	5.875	5.916666666666667		5.416666666666667	s	641
2623	FLAG	bandiera	flag	7.2	8.3	7.85	6.352941176470588	5.088235294117647	6.117647058823529	6.041666666666667	5.291666666666667	5.833333333333333	7.1		6.8	s	101
2624	FRAME	cornice	frame	7.15	8.35	8.05	6.0	4.5588235294117645	5.735294117647059	6.291666666666667	4.833333333333333	5.833333333333333	5.3		5.5	s	238
2640	LARVA	baco	maggot	5.65	6.0	6.3	4.545454545454546	5.181818181818182	4.666666666666667	4.590909090909091	4.954545454545454	4.863636363636363	4.454545454545454		4.2727272727272725	s	94
2643	INK	inchiostro	ink	7.75	8.25	8.05	5.470588235294118	4.5588235294117645	5.852941176470588	5.5	4.833333333333333	5.541666666666667	5.4		6.6	s	485
2649	COCONUT SHELL LADLE	mestolo	ladle	7.75	8.1	7.9	5.666666666666667	4.833333333333333	5.194444444444445	5.708333333333333	4.875	5.333333333333333	5.583333333333333		4.916666666666667	s	612
27	AIR	aria	air	7.45	5.65	4.5	7.3428571428571425	5.514285714285714	6.0285714285714285	7.56	5.88	6.0	6.8		6.1	s	60
270	JUG	caraffa	jug	7.2	7.45	7.25	5.714285714285714	4.514285714285714	5.228571428571429	5.708333333333333	4.791666666666667	5.291666666666667	5.7272727272727275		5.090909090909091	s	167
2715	DESPISE	disprezzare	despise	5.65	5.95	4.7	2.235294117647059	5.823529411764706	4.764705882352941	2.0	5.958333333333333	4.625	2.8		5.1	v	298
2757	ANGULAR (SQUAREFORMED)	piazza	square	8.2	8.45	8.3	6.787878787878788	4.96969696969697	5.9393939393939394	7.0	5.318181818181818	5.863636363636363	6.363636363636363		6.090909090909091	s	762
2770	JACKET	giacca	jacket	8.6	8.45	8.55	5.705882352941177	4.176470588235294	4.882352941176471	5.25	4.25	4.875	6.8		4.9	s	428
2819	GRASSLAND	prateria	prairie	5.95	7.75	7.45	6.613636363636363	3.6363636363636362	4.886363636363637	6.617647058823529	3.8823529411764706	4.823529411764706	6.6		5.1	s	785
2826	LIE (FALSEHOOD)	bugia	lie	6.5	5.9	5.4	2.606060606060606	6.424242424242424	4.818181818181818	2.0869565217391304	6.608695652173913	4.478260869565218	3.8		5.6	s	136
2872	IMPROVE (SOMETHING)	migliorare	improve	6.95	6.6	5.3	7.942857142857143	6.942857142857143	6.942857142857143	8.041666666666666	7.083333333333333	6.791666666666667	7.7272727272727275		7.2727272727272725	v	616
2883	DISTURB	disturbare	disturb	5.75	6.05	4.0	3.1944444444444446	6.444444444444445	5.027777777777778	3.1923076923076925	6.615384615384615	5.038461538461538	3.2		5.0	v	304
289	MOLD	stampo	mold	4.7	5.5	6.1	5.222222222222222	4.583333333333333	4.888888888888889	5.230769230769231	4.730769230769231	4.8076923076923075	5.2		5.1	s	975
2892	MAKE ANGRY (ANNOY)	infastidire	annoy	7.25	6.4	4.75	2.4444444444444446	6.527777777777778	4.416666666666667	2.269230769230769	6.346153846153846	4.076923076923077	2.9		5.3	v	494
