ID	NUMBER	CONCEPTICON_ID	CONCEPTICON_GLOSS	ENGLISH	TARGET_CONCEPTS	SOURCE_CONCEPTS	LINKED_CONCEPTS
Winter-2022-SemanticChange-39	39	688	LUNG	lungs	"[{""NAME"": ""liver"", ""ID"": ""Winter-2022-SemanticChange-38"", ""OvertMarking"": 0}, {""NAME"": ""heart"", ""ID"": ""Winter-2022-SemanticChange-36"", ""OvertMarking"": 0}, {""NAME"": ""foam"", ""ID"": ""Winter-2022-SemanticChange-54"", ""OvertMarking"": 0}]"	"[{""NAME"": ""liver"", ""ID"": ""Winter-2022-SemanticChange-38"", ""OvertMarking"": 9}, {""NAME"": ""heart"", ""ID"": ""Winter-2022-SemanticChange-36"", ""OvertMarking"": 3}, {""NAME"": ""foam"", ""ID"": ""Winter-2022-SemanticChange-54"", ""OvertMarking"": 2}]"	"[{""NAME"": ""liver"", ""ID"": ""Winter-2022-SemanticChange-38"", ""Polysemy"": 4}, {""NAME"": ""heart"", ""ID"": ""Winter-2022-SemanticChange-36"", ""Polysemy"": 2}, {""NAME"": ""foam"", ""ID"": ""Winter-2022-SemanticChange-54"", ""Polysemy"": 3}]"
Winter-2022-SemanticChange-40	40	1111	CAR	car	"[{""NAME"": ""train"", ""ID"": ""Winter-2022-SemanticChange-41"", ""OvertMarking"": 3}]"	"[{""NAME"": ""train"", ""ID"": ""Winter-2022-SemanticChange-41"", ""OvertMarking"": 0}]"	"[{""NAME"": ""train"", ""ID"": ""Winter-2022-SemanticChange-41"", ""Polysemy"": 3}]"
Winter-2022-SemanticChange-41	41	900	TRAIN	train	"[{""NAME"": ""car"", ""ID"": ""Winter-2022-SemanticChange-40"", ""OvertMarking"": 0}]"	"[{""NAME"": ""car"", ""ID"": ""Winter-2022-SemanticChange-40"", ""OvertMarking"": 3}]"	"[{""NAME"": ""car"", ""ID"": ""Winter-2022-SemanticChange-40"", ""Polysemy"": 3}]"
Winter-2022-SemanticChange-42	42	489	KIDNEY	kidney	"[{""NAME"": ""heart"", ""ID"": ""Winter-2022-SemanticChange-36"", ""OvertMarking"": 0}]"	"[{""NAME"": ""heart"", ""ID"": ""Winter-2022-SemanticChange-36"", ""OvertMarking"": 3}]"	"[{""NAME"": ""heart"", ""ID"": ""Winter-2022-SemanticChange-36"", ""Polysemy"": 3}]"
Winter-2022-SemanticChange-43	43	1171	MIRROR	mirror	"[{""NAME"": ""glasses"", ""ID"": ""Winter-2022-SemanticChange-44"", ""OvertMarking"": 9}, {""NAME"": ""shadow"", ""ID"": ""Winter-2022-SemanticChange-67"", ""OvertMarking"": 0}]"	"[{""NAME"": ""glasses"", ""ID"": ""Winter-2022-SemanticChange-44"", ""OvertMarking"": 0}, {""NAME"": ""shadow"", ""ID"": ""Winter-2022-SemanticChange-67"", ""OvertMarking"": 5}]"	"[{""NAME"": ""glasses"", ""ID"": ""Winter-2022-SemanticChange-44"", ""Polysemy"": 2}, {""NAME"": ""shadow"", ""ID"": ""Winter-2022-SemanticChange-67"", ""Polysemy"": 3}]"
Winter-2022-SemanticChange-44	44	1898	SPECTACLES	glasses	"[{""NAME"": ""mirror"", ""ID"": ""Winter-2022-SemanticChange-43"", ""OvertMarking"": 0}]"	"[{""NAME"": ""mirror"", ""ID"": ""Winter-2022-SemanticChange-43"", ""OvertMarking"": 9}]"	"[{""NAME"": ""mirror"", ""ID"": ""Winter-2022-SemanticChange-43"", ""Polysemy"": 2}]"
Winter-2022-SemanticChange-45	45	1380	TOOTH	tooth	"[{""NAME"": ""jaw"", ""ID"": ""Winter-2022-SemanticChange-46"", ""OvertMarking"": 3}, {""NAME"": ""beak"", ""ID"": ""Winter-2022-SemanticChange-52"", ""OvertMarking"": 0}]"	"[{""NAME"": ""jaw"", ""ID"": ""Winter-2022-SemanticChange-46"", ""OvertMarking"": 0}, {""NAME"": ""beak"", ""ID"": ""Winter-2022-SemanticChange-52"", ""OvertMarking"": 2}]"	"[{""NAME"": ""jaw"", ""ID"": ""Winter-2022-SemanticChange-46"", ""Polysemy"": 2}, {""NAME"": ""beak"", ""ID"": ""Winter-2022-SemanticChange-52"", ""Polysemy"": 9}]"
Winter-2022-SemanticChange-46	46	798	JAW	jaw	"[{""NAME"": ""tooth"", ""ID"": ""Winter-2022-SemanticChange-45"", ""OvertMarking"": 0}, {""NAME"": ""chin"", ""ID"": ""Winter-2022-SemanticChange-95"", ""OvertMarking"": 5}]"	"[{""NAME"": ""tooth"", ""ID"": ""Winter-2022-SemanticChange-45"", ""OvertMarking"": 3}, {""NAME"": ""chin"", ""ID"": ""Winter-2022-SemanticChange-95"", ""OvertMarking"": 3}]"	"[{""NAME"": ""tooth"", ""ID"": ""Winter-2022-SemanticChange-45"", ""Polysemy"": 2}, {""NAME"": ""chin"", ""ID"": ""Winter-2022-SemanticChange-95"", ""Polysemy"": 44}]"
Winter-2022-SemanticChange-47	47	1838	NAVEL	navel	"[{""NAME"": ""belly/stomach"", ""ID"": ""Winter-2022-SemanticChange-34"", ""OvertMarking"": 0}]"	"[{""NAME"": ""belly/stomach"", ""ID"": ""Winter-2022-SemanticChange-34"", ""OvertMarking"": 3}]"	"[{""NAME"": ""belly/stomach"", ""ID"": ""Winter-2022-SemanticChange-34"", ""Polysemy"": 2}]"
Winter-2022-SemanticChange-48	48	1730	CHEEK	cheek	"[{""NAME"": ""buttocks"", ""ID"": ""Winter-2022-SemanticChange-49"", ""OvertMarking"": 3}, {""NAME"": ""mouth"", ""ID"": ""Winter-2022-SemanticChange-32"", ""OvertMarking"": 0}]"	"[{""NAME"": ""buttocks"", ""ID"": ""Winter-2022-SemanticChange-49"", ""OvertMarking"": 0}, {""NAME"": ""mouth"", ""ID"": ""Winter-2022-SemanticChange-32"", ""OvertMarking"": 3}]"	"[{""NAME"": ""buttocks"", ""ID"": ""Winter-2022-SemanticChange-49"", ""Polysemy"": 2}, {""NAME"": ""mouth"", ""ID"": ""Winter-2022-SemanticChange-32"", ""Polysemy"": 2}]"
Winter-2022-SemanticChange-49	49	834	BUTTOCKS	buttocks	"[{""NAME"": ""cheek"", ""ID"": ""Winter-2022-SemanticChange-48"", ""OvertMarking"": 0}]"	"[{""NAME"": ""cheek"", ""ID"": ""Winter-2022-SemanticChange-48"", ""OvertMarking"": 3}]"	"[{""NAME"": ""cheek"", ""ID"": ""Winter-2022-SemanticChange-48"", ""Polysemy"": 2}]"
Winter-2022-SemanticChange-50	50	763	SKIN	skin	"[{""NAME"": ""bark"", ""ID"": ""Winter-2022-SemanticChange-51"", ""OvertMarking"": 26}]"	"[{""NAME"": ""bark"", ""ID"": ""Winter-2022-SemanticChange-51"", ""OvertMarking"": 0}]"	"[{""NAME"": ""bark"", ""ID"": ""Winter-2022-SemanticChange-51"", ""Polysemy"": 45}]"
Winter-2022-SemanticChange-51	51	1204	BARK	bark	"[{""NAME"": ""skin"", ""ID"": ""Winter-2022-SemanticChange-50"", ""OvertMarking"": 0}]"	"[{""NAME"": ""skin"", ""ID"": ""Winter-2022-SemanticChange-50"", ""OvertMarking"": 26}]"	"[{""NAME"": ""skin"", ""ID"": ""Winter-2022-SemanticChange-50"", ""Polysemy"": 45}]"
Winter-2022-SemanticChange-52	52	73	BEAK	beak	"[{""NAME"": ""mouth"", ""ID"": ""Winter-2022-SemanticChange-32"", ""OvertMarking"": 0}, {""NAME"": ""tooth"", ""ID"": ""Winter-2022-SemanticChange-45"", ""OvertMarking"": 2}]"	"[{""NAME"": ""mouth"", ""ID"": ""Winter-2022-SemanticChange-32"", ""OvertMarking"": 11}, {""NAME"": ""tooth"", ""ID"": ""Winter-2022-SemanticChange-45"", ""OvertMarking"": 0}]"	"[{""NAME"": ""mouth"", ""ID"": ""Winter-2022-SemanticChange-32"", ""Polysemy"": 18}, {""NAME"": ""tooth"", ""ID"": ""Winter-2022-SemanticChange-45"", ""Polysemy"": 9}]"
Winter-2022-SemanticChange-53	53	1503	SALIVA	saliva/spittle	"[{""NAME"": ""foam"", ""ID"": ""Winter-2022-SemanticChange-54"", ""OvertMarking"": 4}]"	"[{""NAME"": ""foam"", ""ID"": ""Winter-2022-SemanticChange-54"", ""OvertMarking"": 0}]"	"[{""NAME"": ""foam"", ""ID"": ""Winter-2022-SemanticChange-54"", ""Polysemy"": 8}]"
Winter-2022-SemanticChange-54	54	1768	FOAM	foam	"[{""NAME"": ""saliva/spittle"", ""ID"": ""Winter-2022-SemanticChange-53"", ""OvertMarking"": 0}, {""NAME"": ""lungs"", ""ID"": ""Winter-2022-SemanticChange-39"", ""OvertMarking"": 2}]"	"[{""NAME"": ""saliva/spittle"", ""ID"": ""Winter-2022-SemanticChange-53"", ""OvertMarking"": 4}, {""NAME"": ""lungs"", ""ID"": ""Winter-2022-SemanticChange-39"", ""OvertMarking"": 0}]"	"[{""NAME"": ""saliva/spittle"", ""ID"": ""Winter-2022-SemanticChange-53"", ""Polysemy"": 8}, {""NAME"": ""lungs"", ""ID"": ""Winter-2022-SemanticChange-39"", ""Polysemy"": 3}]"
Winter-2022-SemanticChange-55	55	1252	HOUSE	house	"[{""NAME"": ""nest"", ""ID"": ""Winter-2022-SemanticChange-56"", ""OvertMarking"": 14}]"	"[{""NAME"": ""nest"", ""ID"": ""Winter-2022-SemanticChange-56"", ""OvertMarking"": 0}]"	"[{""NAME"": ""nest"", ""ID"": ""Winter-2022-SemanticChange-56"", ""Polysemy"": 7}]"
Winter-2022-SemanticChange-56	56	539	NEST	nest	"[{""NAME"": ""house"", ""ID"": ""Winter-2022-SemanticChange-55"", ""OvertMarking"": 0}, {""NAME"": ""bed"", ""ID"": ""Winter-2022-SemanticChange-62"", ""OvertMarking"": 0}]"	"[{""NAME"": ""house"", ""ID"": ""Winter-2022-SemanticChange-55"", ""OvertMarking"": 14}, {""NAME"": ""bed"", ""ID"": ""Winter-2022-SemanticChange-62"", ""OvertMarking"": 2}]"	"[{""NAME"": ""house"", ""ID"": ""Winter-2022-SemanticChange-55"", ""Polysemy"": 7}, {""NAME"": ""bed"", ""ID"": ""Winter-2022-SemanticChange-62"", ""Polysemy"": 2}]"
Winter-2022-SemanticChange-57	57	2286	ESTUARY	estuary	"[{""NAME"": ""mouth"", ""ID"": ""Winter-2022-SemanticChange-32"", ""OvertMarking"": 0}]"	"[{""NAME"": ""mouth"", ""ID"": ""Winter-2022-SemanticChange-32"", ""OvertMarking"": 5}]"	"[{""NAME"": ""mouth"", ""ID"": ""Winter-2022-SemanticChange-32"", ""Polysemy"": 5}]"
Winter-2022-SemanticChange-58	58	1205	TONGUE	tongue	"[{""NAME"": ""flame"", ""ID"": ""Winter-2022-SemanticChange-59"", ""OvertMarking"": 24}]"	"[{""NAME"": ""flame"", ""ID"": ""Winter-2022-SemanticChange-59"", ""OvertMarking"": 0}]"	"[{""NAME"": ""flame"", ""ID"": ""Winter-2022-SemanticChange-59"", ""Polysemy"": 2}]"
Winter-2022-SemanticChange-59	59	889	FLAME	flame	"[{""NAME"": ""tongue"", ""ID"": ""Winter-2022-SemanticChange-58"", ""OvertMarking"": 0}, {""NAME"": ""embers"", ""ID"": ""Winter-2022-SemanticChange-17"", ""OvertMarking"": 0}]"	"[{""NAME"": ""tongue"", ""ID"": ""Winter-2022-SemanticChange-58"", ""OvertMarking"": 24}, {""NAME"": ""embers"", ""ID"": ""Winter-2022-SemanticChange-17"", ""OvertMarking"": 2}]"	"[{""NAME"": ""tongue"", ""ID"": ""Winter-2022-SemanticChange-58"", ""Polysemy"": 2}, {""NAME"": ""embers"", ""ID"": ""Winter-2022-SemanticChange-17"", ""Polysemy"": 6}]"
Winter-2022-SemanticChange-60	60	2457	PATH OR ROAD	road/street/way	"[{""NAME"": ""milky way"", ""ID"": ""Winter-2022-SemanticChange-61"", ""OvertMarking"": 15}]"	"[{""NAME"": ""milky way"", ""ID"": ""Winter-2022-SemanticChange-61"", ""OvertMarking"": 0}]"	"[{""NAME"": ""milky way"", ""ID"": ""Winter-2022-SemanticChange-61"", ""Polysemy"": 2}]"
Winter-2022-SemanticChange-61	61	2289	MILKY WAY	milky way	"[{""NAME"": ""road/street/way"", ""ID"": ""Winter-2022-SemanticChange-60"", ""OvertMarking"": 0}, {""NAME"": ""river/stream"", ""ID"": ""Winter-2022-SemanticChange-28"", ""OvertMarking"": 2}]"	"[{""NAME"": ""road/street/way"", ""ID"": ""Winter-2022-SemanticChange-60"", ""OvertMarking"": 15}, {""NAME"": ""river/stream"", ""ID"": ""Winter-2022-SemanticChange-28"", ""OvertMarking"": 0}]"	"[{""NAME"": ""road/street/way"", ""ID"": ""Winter-2022-SemanticChange-60"", ""Polysemy"": 2}, {""NAME"": ""river/stream"", ""ID"": ""Winter-2022-SemanticChange-28"", ""Polysemy"": 2}]"
Winter-2022-SemanticChange-62	62	1663	BED	bed	"[{""NAME"": ""nest"", ""ID"": ""Winter-2022-SemanticChange-56"", ""OvertMarking"": 2}]"	"[{""NAME"": ""nest"", ""ID"": ""Winter-2022-SemanticChange-56"", ""OvertMarking"": 0}]"	"[{""NAME"": ""nest"", ""ID"": ""Winter-2022-SemanticChange-56"", ""Polysemy"": 2}]"
Winter-2022-SemanticChange-63	63	744	EGG	egg	"[{""NAME"": ""testicle"", ""ID"": ""Winter-2022-SemanticChange-64"", ""OvertMarking"": 9}]"	"[{""NAME"": ""testicle"", ""ID"": ""Winter-2022-SemanticChange-64"", ""OvertMarking"": 0}]"	"[{""NAME"": ""testicle"", ""ID"": ""Winter-2022-SemanticChange-64"", ""Polysemy"": 20}]"
Winter-2022-SemanticChange-64	64	797	TESTICLES	testicle	"[{""NAME"": ""egg"", ""ID"": ""Winter-2022-SemanticChange-63"", ""OvertMarking"": 0}, {""NAME"": ""seed"", ""ID"": ""Winter-2022-SemanticChange-66"", ""OvertMarking"": 0}, {""NAME"": ""ball"", ""ID"": ""Winter-2022-SemanticChange-69"", ""OvertMarking"": 2}]"	"[{""NAME"": ""egg"", ""ID"": ""Winter-2022-SemanticChange-63"", ""OvertMarking"": 9}, {""NAME"": ""seed"", ""ID"": ""Winter-2022-SemanticChange-66"", ""OvertMarking"": 6}, {""NAME"": ""ball"", ""ID"": ""Winter-2022-SemanticChange-69"", ""OvertMarking"": 0}]"	"[{""NAME"": ""egg"", ""ID"": ""Winter-2022-SemanticChange-63"", ""Polysemy"": 20}, {""NAME"": ""seed"", ""ID"": ""Winter-2022-SemanticChange-66"", ""Polysemy"": 6}, {""NAME"": ""ball"", ""ID"": ""Winter-2022-SemanticChange-69"", ""Polysemy"": 4}]"
Winter-2022-SemanticChange-65	65	1323	CLOCK	clock	"[{""NAME"": ""sun"", ""ID"": ""Winter-2022-SemanticChange-3"", ""OvertMarking"": 0}, {""NAME"": ""day"", ""ID"": ""Winter-2022-SemanticChange-19"", ""OvertMarking"": 8}]"	"[{""NAME"": ""sun"", ""ID"": ""Winter-2022-SemanticChange-3"", ""OvertMarking"": 16}, {""NAME"": ""day"", ""ID"": ""Winter-2022-SemanticChange-19"", ""OvertMarking"": 0}]"	"[{""NAME"": ""sun"", ""ID"": ""Winter-2022-SemanticChange-3"", ""Polysemy"": 15}, {""NAME"": ""day"", ""ID"": ""Winter-2022-SemanticChange-19"", ""Polysemy"": 2}]"
Winter-2022-SemanticChange-66	66	714	SEED	seed	"[{""NAME"": ""testicle"", ""ID"": ""Winter-2022-SemanticChange-64"", ""OvertMarking"": 6}, {""NAME"": ""bud"", ""ID"": ""Winter-2022-SemanticChange-22"", ""OvertMarking"": 0}]"	"[{""NAME"": ""testicle"", ""ID"": ""Winter-2022-SemanticChange-64"", ""OvertMarking"": 0}, {""NAME"": ""bud"", ""ID"": ""Winter-2022-SemanticChange-22"", ""OvertMarking"": 2}]"	"[{""NAME"": ""testicle"", ""ID"": ""Winter-2022-SemanticChange-64"", ""Polysemy"": 6}, {""NAME"": ""bud"", ""ID"": ""Winter-2022-SemanticChange-22"", ""Polysemy"": 3}]"
Winter-2022-SemanticChange-67	67	1388	SHADE	shadow	"[{""NAME"": ""mirror"", ""ID"": ""Winter-2022-SemanticChange-43"", ""OvertMarking"": 5}]"	"[{""NAME"": ""mirror"", ""ID"": ""Winter-2022-SemanticChange-43"", ""OvertMarking"": 0}]"	"[{""NAME"": ""mirror"", ""ID"": ""Winter-2022-SemanticChange-43"", ""Polysemy"": 3}]"
Winter-2022-SemanticChange-68	68	1597	AIRPLANE	airplane	"[{""NAME"": ""bird"", ""ID"": ""Winter-2022-SemanticChange-10"", ""OvertMarking"": 0}]"	"[{""NAME"": ""bird"", ""ID"": ""Winter-2022-SemanticChange-10"", ""OvertMarking"": 3}]"	"[{""NAME"": ""bird"", ""ID"": ""Winter-2022-SemanticChange-10"", ""Polysemy"": 3}]"
Winter-2022-SemanticChange-69	69	1845	BALL	ball	"[{""NAME"": ""testicle"", ""ID"": ""Winter-2022-SemanticChange-64"", ""OvertMarking"": 0}]"	"[{""NAME"": ""testicle"", ""ID"": ""Winter-2022-SemanticChange-64"", ""OvertMarking"": 2}]"	"[{""NAME"": ""testicle"", ""ID"": ""Winter-2022-SemanticChange-64"", ""Polysemy"": 4}]"
Winter-2022-SemanticChange-70	70	1382	NEEDLE (FOR SEWING)	needle	"[{""NAME"": ""bone"", ""ID"": ""Winter-2022-SemanticChange-26"", ""OvertMarking"": 2}]"	"[{""NAME"": ""bone"", ""ID"": ""Winter-2022-SemanticChange-26"", ""OvertMarking"": 0}]"	"[{""NAME"": ""bone"", ""ID"": ""Winter-2022-SemanticChange-26"", ""Polysemy"": 2}]"
Winter-2022-SemanticChange-71	71	1977	DEW	dew	"[{""NAME"": ""fog/mist"", ""ID"": ""Winter-2022-SemanticChange-2"", ""OvertMarking"": 0}]"	"[{""NAME"": ""fog/mist"", ""ID"": ""Winter-2022-SemanticChange-2"", ""OvertMarking"": 2}]"	"[{""NAME"": ""fog/mist"", ""ID"": ""Winter-2022-SemanticChange-2"", ""Polysemy"": 9}]"
Winter-2022-SemanticChange-72	72	1228	EARTH (SOIL)	soil/earth	"[{""NAME"": ""dust"", ""ID"": ""Winter-2022-SemanticChange-13"", ""OvertMarking"": 0}]"	"[{""NAME"": ""dust"", ""ID"": ""Winter-2022-SemanticChange-13"", ""OvertMarking"": 15}]"	"[{""NAME"": ""dust"", ""ID"": ""Winter-2022-SemanticChange-13"", ""Polysemy"": 15}]"
Winter-2022-SemanticChange-73	73	794	PEN	pen	"[{""NAME"": ""feather"", ""ID"": ""Winter-2022-SemanticChange-74"", ""OvertMarking"": 3}]"	"[{""NAME"": ""feather"", ""ID"": ""Winter-2022-SemanticChange-74"", ""OvertMarking"": 0}]"	"[{""NAME"": ""feather"", ""ID"": ""Winter-2022-SemanticChange-74"", ""Polysemy"": 3}]"
Winter-2022-SemanticChange-74	74	1201	FEATHER	feather	"[{""NAME"": ""pen"", ""ID"": ""Winter-2022-SemanticChange-73"", ""OvertMarking"": 0}, {""NAME"": ""beard"", ""ID"": ""Winter-2022-SemanticChange-75"", ""OvertMarking"": 0}]"	"[{""NAME"": ""pen"", ""ID"": ""Winter-2022-SemanticChange-73"", ""OvertMarking"": 3}, {""NAME"": ""beard"", ""ID"": ""Winter-2022-SemanticChange-75"", ""OvertMarking"": 10}]"	"[{""NAME"": ""pen"", ""ID"": ""Winter-2022-SemanticChange-73"", ""Polysemy"": 3}, {""NAME"": ""beard"", ""ID"": ""Winter-2022-SemanticChange-75"", ""Polysemy"": 2}]"
Winter-2022-SemanticChange-75	75	678	BEARD	beard	"[{""NAME"": ""feather"", ""ID"": ""Winter-2022-SemanticChange-74"", ""OvertMarking"": 10}]"	"[{""NAME"": ""feather"", ""ID"": ""Winter-2022-SemanticChange-74"", ""OvertMarking"": 0}]"	"[{""NAME"": ""feather"", ""ID"": ""Winter-2022-SemanticChange-74"", ""Polysemy"": 2}]"
Winter-2022-SemanticChange-76	76	2288	METEOROID (SHOOTING OR SHINING STAR)	meteoroid	"[{""NAME"": ""star"", ""ID"": ""Winter-2022-SemanticChange-77"", ""OvertMarking"": 28}]"	"[{""NAME"": ""star"", ""ID"": ""Winter-2022-SemanticChange-77"", ""OvertMarking"": 0}]"	"[{""NAME"": ""star"", ""ID"": ""Winter-2022-SemanticChange-77"", ""Polysemy"": 3}]"
Winter-2022-SemanticChange-77	77	1430	STAR	star	"[{""NAME"": ""meteoroid"", ""ID"": ""Winter-2022-SemanticChange-76"", ""OvertMarking"": 0}, {""NAME"": ""moon"", ""ID"": ""Winter-2022-SemanticChange-4"", ""OvertMarking"": 5}]"	"[{""NAME"": ""meteoroid"", ""ID"": ""Winter-2022-SemanticChange-76"", ""OvertMarking"": 28}, {""NAME"": ""moon"", ""ID"": ""Winter-2022-SemanticChange-4"", ""OvertMarking"": 0}]"	"[{""NAME"": ""meteoroid"", ""ID"": ""Winter-2022-SemanticChange-76"", ""Polysemy"": 3}, {""NAME"": ""moon"", ""ID"": ""Winter-2022-SemanticChange-4"", ""Polysemy"": 2}]"
Winter-2022-SemanticChange-78	78	921	VALLEY	valley	"[{""NAME"": ""mountain"", ""ID"": ""Winter-2022-SemanticChange-79"", ""OvertMarking"": 3}]"	"[{""NAME"": ""mountain"", ""ID"": ""Winter-2022-SemanticChange-79"", ""OvertMarking"": 0}]"	"[{""NAME"": ""mountain"", ""ID"": ""Winter-2022-SemanticChange-79"", ""Polysemy"": 2}]"
Winter-2022-SemanticChange-79	79	639	MOUNTAIN	mountain	"[{""NAME"": ""valley"", ""ID"": ""Winter-2022-SemanticChange-78"", ""OvertMarking"": 0}]"	"[{""NAME"": ""valley"", ""ID"": ""Winter-2022-SemanticChange-78"", ""OvertMarking"": 3}]"	"[{""NAME"": ""valley"", ""ID"": ""Winter-2022-SemanticChange-78"", ""Polysemy"": 2}]"
Winter-2022-SemanticChange-80	80	2290	PUDDLE	puddle	"[{""NAME"": ""swamp"", ""ID"": ""Winter-2022-SemanticChange-12"", ""OvertMarking"": 0}]"	"[{""NAME"": ""swamp"", ""ID"": ""Winter-2022-SemanticChange-12"", ""OvertMarking"": 2}]"	"[{""NAME"": ""swamp"", ""ID"": ""Winter-2022-SemanticChange-12"", ""Polysemy"": 7}]"
Winter-2022-SemanticChange-81	81	658	RAIN (PRECIPITATION)	rain	"[{""NAME"": ""sky"", ""ID"": ""Winter-2022-SemanticChange-82"", ""OvertMarking"": 2}, {""NAME"": ""cloud"", ""ID"": ""Winter-2022-SemanticChange-1"", ""OvertMarking"": 2}]"	"[{""NAME"": ""sky"", ""ID"": ""Winter-2022-SemanticChange-82"", ""OvertMarking"": 0}, {""NAME"": ""cloud"", ""ID"": ""Winter-2022-SemanticChange-1"", ""OvertMarking"": 2}]"	"[{""NAME"": ""sky"", ""ID"": ""Winter-2022-SemanticChange-82"", ""Polysemy"": 3}, {""NAME"": ""cloud"", ""ID"": ""Winter-2022-SemanticChange-1"", ""Polysemy"": 4}]"
Winter-2022-SemanticChange-82	82	1732	SKY	sky	"[{""NAME"": ""rain"", ""ID"": ""Winter-2022-SemanticChange-81"", ""OvertMarking"": 0}, {""NAME"": ""cloud"", ""ID"": ""Winter-2022-SemanticChange-1"", ""OvertMarking"": 2}]"	"[{""NAME"": ""rain"", ""ID"": ""Winter-2022-SemanticChange-81"", ""OvertMarking"": 2}, {""NAME"": ""cloud"", ""ID"": ""Winter-2022-SemanticChange-1"", ""OvertMarking"": 11}]"	"[{""NAME"": ""rain"", ""ID"": ""Winter-2022-SemanticChange-81"", ""Polysemy"": 3}, {""NAME"": ""cloud"", ""ID"": ""Winter-2022-SemanticChange-1"", ""Polysemy"": 8}]"
Winter-2022-SemanticChange-83	83	849	SPRING (OF WATER)	spring	"[{""NAME"": ""river/stream"", ""ID"": ""Winter-2022-SemanticChange-28"", ""OvertMarking"": 2}]"	"[{""NAME"": ""river/stream"", ""ID"": ""Winter-2022-SemanticChange-28"", ""OvertMarking"": 0}]"	"[{""NAME"": ""river/stream"", ""ID"": ""Winter-2022-SemanticChange-28"", ""Polysemy"": 12}]"
Winter-2022-SemanticChange-84	84	993	RIVER BED	river bed	"[{""NAME"": ""river/stream"", ""ID"": ""Winter-2022-SemanticChange-28"", ""OvertMarking"": 13}]"	"[{""NAME"": ""river/stream"", ""ID"": ""Winter-2022-SemanticChange-28"", ""OvertMarking"": 0}]"	"[{""NAME"": ""river/stream"", ""ID"": ""Winter-2022-SemanticChange-28"", ""Polysemy"": 5}]"
Winter-2022-SemanticChange-85	85	1583	BRAIN	brain	"[{""NAME"": ""pus"", ""ID"": ""Winter-2022-SemanticChange-86"", ""OvertMarking"": 4}]"	"[{""NAME"": ""pus"", ""ID"": ""Winter-2022-SemanticChange-86"", ""OvertMarking"": 0}]"	"[{""NAME"": ""pus"", ""ID"": ""Winter-2022-SemanticChange-86"", ""Polysemy"": 2}]"
Winter-2022-SemanticChange-86	86	1808	PUS	pus	"[{""NAME"": ""brain"", ""ID"": ""Winter-2022-SemanticChange-85"", ""OvertMarking"": 0}]"	"[{""NAME"": ""brain"", ""ID"": ""Winter-2022-SemanticChange-85"", ""OvertMarking"": 4}]"	"[{""NAME"": ""brain"", ""ID"": ""Winter-2022-SemanticChange-85"", ""Polysemy"": 2}]"
Winter-2022-SemanticChange-87	87	1540	EYELASH	eyelash	"[{""NAME"": ""eyebrow"", ""ID"": ""Winter-2022-SemanticChange-88"", ""OvertMarking"": 3}, {""NAME"": ""eyelid"", ""ID"": ""Winter-2022-SemanticChange-89"", ""OvertMarking"": 5}]"	"[{""NAME"": ""eyebrow"", ""ID"": ""Winter-2022-SemanticChange-88"", ""OvertMarking"": 0}, {""NAME"": ""eyelid"", ""ID"": ""Winter-2022-SemanticChange-89"", ""OvertMarking"": 0}]"	"[{""NAME"": ""eyebrow"", ""ID"": ""Winter-2022-SemanticChange-88"", ""Polysemy"": 26}, {""NAME"": ""eyelid"", ""ID"": ""Winter-2022-SemanticChange-89"", ""Polysemy"": 9}]"
Winter-2022-SemanticChange-88	88	1173	EYEBROW	eyebrow	"[{""NAME"": ""eyelash"", ""ID"": ""Winter-2022-SemanticChange-87"", ""OvertMarking"": 0}]"	"[{""NAME"": ""eyelash"", ""ID"": ""Winter-2022-SemanticChange-87"", ""OvertMarking"": 3}]"	"[{""NAME"": ""eyelash"", ""ID"": ""Winter-2022-SemanticChange-87"", ""Polysemy"": 26}]"
Winter-2022-SemanticChange-89	89	17	EYELID	eyelid	"[{""NAME"": ""eyelash"", ""ID"": ""Winter-2022-SemanticChange-87"", ""OvertMarking"": 0}]"	"[{""NAME"": ""eyelash"", ""ID"": ""Winter-2022-SemanticChange-87"", ""OvertMarking"": 5}]"	"[{""NAME"": ""eyelash"", ""ID"": ""Winter-2022-SemanticChange-87"", ""Polysemy"": 9}]"
Winter-2022-SemanticChange-90	90	1303	FINGER	finger	"[{""NAME"": ""fingernail"", ""ID"": ""Winter-2022-SemanticChange-91"", ""OvertMarking"": 7}]"	"[{""NAME"": ""fingernail"", ""ID"": ""Winter-2022-SemanticChange-91"", ""OvertMarking"": 0}]"	"[{""NAME"": ""fingernail"", ""ID"": ""Winter-2022-SemanticChange-91"", ""Polysemy"": 3}]"
Winter-2022-SemanticChange-91	91	1258	FINGERNAIL	fingernail	"[{""NAME"": ""finger"", ""ID"": ""Winter-2022-SemanticChange-90"", ""OvertMarking"": 0}]"	"[{""NAME"": ""finger"", ""ID"": ""Winter-2022-SemanticChange-90"", ""OvertMarking"": 7}]"	"[{""NAME"": ""finger"", ""ID"": ""Winter-2022-SemanticChange-90"", ""Polysemy"": 3}]"
