ID	NUMBER	CONCEPTICON_ID	CONCEPTICON_GLOSS	ENGLISH	POS	IDS_IN_SOURCE	LINKS	POLYSEMY_CLASS	FREQUENCY_CLASS	DEGREE_CLASS	RELATION_TYPE	FORWARD_SCORES	BACKWARD_SCORES	SCORED_RELATIONS
Lapesa-2014-772-31	31			allotment	noun	669:distribution-allotment:1 671:distribution-allotment:1	←204 ←204	poli3 poli3	freqMax freqMax	NOT HIGH	ANT SYN	0.6 4.2	0.3 3.7	"{""distribution-allotment"": {""RELATION_TYPE"": ""SYN"", ""FORWARD_SCORE"": 4.2, ""BACKWARD_SCORE"": 3.7, ""POLYSEMY_CLASS"": ""poli3"", ""FREQUENCY_CLASS"": ""freqMax"", ""DEGREE_CLASS"": ""HIGH""}}"
Lapesa-2014-772-32	32	1964	ALONE	alone	adjective	231:unsupervised-alone:1	←725	poli2	freqMin	HIGH	HYP	4.0	4.6	"{""unsupervised-alone"": {""RELATION_TYPE"": ""HYP"", ""FORWARD_SCORE"": 4.0, ""BACKWARD_SCORE"": 4.6, ""POLYSEMY_CLASS"": ""poli2"", ""FREQUENCY_CLASS"": ""freqMin"", ""DEGREE_CLASS"": ""HIGH""}}"
Lapesa-2014-772-33	33			amalgamate	verb	271:to-amalgamate-to-exclude:0 272:to-amalgamate-to-combine:0 273:to-amalgamate-to-separate:0	→244 →114 →589	poli1 poli1 poli1	freqMed freqMed freqMed	LOW NOT HIGH	ANT ANT ANT	4.0 0.0 4.8	4.4 0.7 4.3	"{""to-amalgamate-to-exclude"": {""RELATION_TYPE"": ""ANT"", ""FORWARD_SCORE"": 4.0, ""BACKWARD_SCORE"": 4.4, ""POLYSEMY_CLASS"": ""poli1"", ""FREQUENCY_CLASS"": ""freqMed"", ""DEGREE_CLASS"": ""LOW""}, ""to-amalgamate-to-combine"": {""RELATION_TYPE"": ""ANT"", ""FORWARD_SCORE"": 0.0, ""BACKWARD_SCORE"": 0.7, ""POLYSEMY_CLASS"": ""poli1"", ""FREQUENCY_CLASS"": ""freqMed"", ""DEGREE_CLASS"": ""NOT""}, ""to-amalgamate-to-separate"": {""RELATION_TYPE"": ""ANT"", ""FORWARD_SCORE"": 4.8, ""BACKWARD_SCORE"": 4.3, ""POLYSEMY_CLASS"": ""poli1"", ""FREQUENCY_CLASS"": ""freqMed"", ""DEGREE_CLASS"": ""HIGH""}}"
Lapesa-2014-772-34	34	619	ANIMAL	animal	noun	666:crab-animal:1 689:elephant-animal:1 692:elephant-animal:1 854:zebra-animal:1	←147 ←218 ←218 ←771	poli3 poli2 poli2 poli1	freqMed freqMax freqMax freqMin	HIGH LOW HIGH HIGH	HYP SYN HYP HYP	3.4 2.6 5.0 5.0	3.3 1.9 5.0 5.0	"{""crab-animal"": {""RELATION_TYPE"": ""HYP"", ""FORWARD_SCORE"": 3.4, ""BACKWARD_SCORE"": 3.3, ""POLYSEMY_CLASS"": ""poli3"", ""FREQUENCY_CLASS"": ""freqMed"", ""DEGREE_CLASS"": ""HIGH""}, ""elephant-animal"": {""RELATION_TYPE"": ""HYP"", ""FORWARD_SCORE"": 5.0, ""BACKWARD_SCORE"": 5.0, ""POLYSEMY_CLASS"": ""poli2"", ""FREQUENCY_CLASS"": ""freqMax"", ""DEGREE_CLASS"": ""HIGH""}, ""zebra-animal"": {""RELATION_TYPE"": ""HYP"", ""FORWARD_SCORE"": 5.0, ""BACKWARD_SCORE"": 5.0, ""POLYSEMY_CLASS"": ""poli1"", ""FREQUENCY_CLASS"": ""freqMin"", ""DEGREE_CLASS"": ""HIGH""}}"
Lapesa-2014-772-35	35	587	ANT	ant	noun	686:elephant-ant:1 687:elephant-ant:1 688:elephant-ant:1	←218 ←218 ←218	poli2 poli2 poli2	freqMax freqMax freqMax	NOT NOT HIGH	HYP SYN ANT	0.0 0.0 2.6	0.0 0.0 2.1	"{""elephant-ant"": {""RELATION_TYPE"": ""ANT"", ""FORWARD_SCORE"": 2.6, ""BACKWARD_SCORE"": 2.1, ""POLYSEMY_CLASS"": ""poli2"", ""FREQUENCY_CLASS"": ""freqMax"", ""DEGREE_CLASS"": ""HIGH""}}"
Lapesa-2014-772-36	36			apparent	adjective	151:symbolic-apparent:1	←654	poli2	freqMax	LOW	ANT	2.5	2.1	"{""symbolic-apparent"": {""RELATION_TYPE"": ""ANT"", ""FORWARD_SCORE"": 2.5, ""BACKWARD_SCORE"": 2.1, ""POLYSEMY_CLASS"": ""poli2"", ""FREQUENCY_CLASS"": ""freqMax"", ""DEGREE_CLASS"": ""LOW""}}"
Lapesa-2014-772-37	37	1320	APPLE	apple	noun	829:tomato-apple:1 832:tomato-apple:1	←670 ←670	poli2 poli2	freqMax freqMax	NOT NOT	HYP SYN	0.2 0.2	0.0 0.1	"{""tomato-apple"": {""RELATION_TYPE"": ""SYN"", ""FORWARD_SCORE"": 0.2, ""BACKWARD_SCORE"": 0.1, ""POLYSEMY_CLASS"": ""poli2"", ""FREQUENCY_CLASS"": ""freqMax"", ""DEGREE_CLASS"": ""NOT""}}"
Lapesa-2014-772-38	38			approachability	noun	594:accessibility-approachability:1	←7	poli2	freqMax	LOW	SYN	3.2	3.8	"{""accessibility-approachability"": {""RELATION_TYPE"": ""SYN"", ""FORWARD_SCORE"": 3.2, ""BACKWARD_SCORE"": 3.8, ""POLYSEMY_CLASS"": ""poli2"", ""FREQUENCY_CLASS"": ""freqMax"", ""DEGREE_CLASS"": ""LOW""}}"
Lapesa-2014-772-39	39			arachnid	noun	610:arachnid-mammal:0 611:arachnid-spider:0 612:arachnid-scorpion:0	→414 →621 →577	poli1 poli1 poli1	freqMin freqMin freqMin	NOT HIGH LOW	SYN SYN SYN	0.5 4.6 2.1	0.1 4.5 1.7	"{""arachnid-mammal"": {""RELATION_TYPE"": ""SYN"", ""FORWARD_SCORE"": 0.5, ""BACKWARD_SCORE"": 0.1, ""POLYSEMY_CLASS"": ""poli1"", ""FREQUENCY_CLASS"": ""freqMin"", ""DEGREE_CLASS"": ""NOT""}, ""arachnid-spider"": {""RELATION_TYPE"": ""SYN"", ""FORWARD_SCORE"": 4.6, ""BACKWARD_SCORE"": 4.5, ""POLYSEMY_CLASS"": ""poli1"", ""FREQUENCY_CLASS"": ""freqMin"", ""DEGREE_CLASS"": ""HIGH""}, ""arachnid-scorpion"": {""RELATION_TYPE"": ""SYN"", ""FORWARD_SCORE"": 2.1, ""BACKWARD_SCORE"": 1.7, ""POLYSEMY_CLASS"": ""poli1"", ""FREQUENCY_CLASS"": ""freqMin"", ""DEGREE_CLASS"": ""LOW""}}"
Lapesa-2014-772-40	40			arbitrary	adjective	80:intentional-arbitrary:1	←366	poli2	freqMed	LOW	ANT	3.6	3.5	"{""intentional-arbitrary"": {""RELATION_TYPE"": ""ANT"", ""FORWARD_SCORE"": 3.6, ""BACKWARD_SCORE"": 3.5, ""POLYSEMY_CLASS"": ""poli2"", ""FREQUENCY_CLASS"": ""freqMed"", ""DEGREE_CLASS"": ""LOW""}}"
Lapesa-2014-772-41	41	1673	ARM	arm	verb	274:to-arm-to-unfurnish:0 275:to-arm-to-disarm:0 276:to-arm-to-carry:0	→704 →190 →89	poli2 poli2 poli2	freqMax freqMax freqMax	LOW HIGH NOT	ANT ANT ANT	2.3 5.0 0.5	3.0 5.0 0.8	"{""to-arm-to-unfurnish"": {""RELATION_TYPE"": ""ANT"", ""FORWARD_SCORE"": 2.3, ""BACKWARD_SCORE"": 3.0, ""POLYSEMY_CLASS"": ""poli2"", ""FREQUENCY_CLASS"": ""freqMax"", ""DEGREE_CLASS"": ""LOW""}, ""to-arm-to-disarm"": {""RELATION_TYPE"": ""ANT"", ""FORWARD_SCORE"": 5.0, ""BACKWARD_SCORE"": 5.0, ""POLYSEMY_CLASS"": ""poli2"", ""FREQUENCY_CLASS"": ""freqMax"", ""DEGREE_CLASS"": ""HIGH""}, ""to-arm-to-carry"": {""RELATION_TYPE"": ""ANT"", ""FORWARD_SCORE"": 0.5, ""BACKWARD_SCORE"": 0.8, ""POLYSEMY_CLASS"": ""poli2"", ""FREQUENCY_CLASS"": ""freqMax"", ""DEGREE_CLASS"": ""NOT""}}"
Lapesa-2014-772-42	42	1568	ARRANGE	arrange	verb	448:to-organize-to-arrange:1	←463	poli1	freqMax	HIGH	SYN	4.3	4.8	"{""to-organize-to-arrange"": {""RELATION_TYPE"": ""SYN"", ""FORWARD_SCORE"": 4.3, ""BACKWARD_SCORE"": 4.8, ""POLYSEMY_CLASS"": ""poli1"", ""FREQUENCY_CLASS"": ""freqMax"", ""DEGREE_CLASS"": ""HIGH""}}"
Lapesa-2014-772-43	43	1387	ARRIVE	arrive	verb	277:to-arrive-to-come:0 278:to-arrive-to-depart:0 279:to-arrive-to-reach:0	→115 →174 →530	poli2 poli2 poli2	freqMax freqMax freqMax	LOW NOT HIGH	SYN SYN SYN	3.9 0.0 3.5	3.9 0.0 3.6	"{""to-arrive-to-come"": {""RELATION_TYPE"": ""SYN"", ""FORWARD_SCORE"": 3.9, ""BACKWARD_SCORE"": 3.9, ""POLYSEMY_CLASS"": ""poli2"", ""FREQUENCY_CLASS"": ""freqMax"", ""DEGREE_CLASS"": ""LOW""}, ""to-arrive-to-depart"": {""RELATION_TYPE"": ""SYN"", ""FORWARD_SCORE"": 0.0, ""BACKWARD_SCORE"": 0.0, ""POLYSEMY_CLASS"": ""poli2"", ""FREQUENCY_CLASS"": ""freqMax"", ""DEGREE_CLASS"": ""NOT""}, ""to-arrive-to-reach"": {""RELATION_TYPE"": ""SYN"", ""FORWARD_SCORE"": 3.5, ""BACKWARD_SCORE"": 3.6, ""POLYSEMY_CLASS"": ""poli2"", ""FREQUENCY_CLASS"": ""freqMax"", ""DEGREE_CLASS"": ""HIGH""}}"
Lapesa-2014-772-44	44			artist	noun	613:artist-creator:0 614:artist-painter:0 615:artist-scientist:0	→150 →467 →576	poli1 poli1 poli1	freqMax freqMax freqMax	LOW HIGH NOT	SYN SYN SYN	3.7 3.3 0.9	3.7 4.4 0.6	"{""artist-creator"": {""RELATION_TYPE"": ""SYN"", ""FORWARD_SCORE"": 3.7, ""BACKWARD_SCORE"": 3.7, ""POLYSEMY_CLASS"": ""poli1"", ""FREQUENCY_CLASS"": ""freqMax"", ""DEGREE_CLASS"": ""LOW""}, ""artist-painter"": {""RELATION_TYPE"": ""SYN"", ""FORWARD_SCORE"": 3.3, ""BACKWARD_SCORE"": 4.4, ""POLYSEMY_CLASS"": ""poli1"", ""FREQUENCY_CLASS"": ""freqMax"", ""DEGREE_CLASS"": ""HIGH""}, ""artist-scientist"": {""RELATION_TYPE"": ""SYN"", ""FORWARD_SCORE"": 0.9, ""BACKWARD_SCORE"": 0.6, ""POLYSEMY_CLASS"": ""poli1"", ""FREQUENCY_CLASS"": ""freqMax"", ""DEGREE_CLASS"": ""NOT""}}"
Lapesa-2014-772-45	45			asexuality	noun	816:sexuality-asexuality:1	←591	poli1	freqMax	HIGH	ANT	4.1	4.2	"{""sexuality-asexuality"": {""RELATION_TYPE"": ""ANT"", ""FORWARD_SCORE"": 4.1, ""BACKWARD_SCORE"": 4.2, ""POLYSEMY_CLASS"": ""poli1"", ""FREQUENCY_CLASS"": ""freqMax"", ""DEGREE_CLASS"": ""HIGH""}}"
Lapesa-2014-772-46	46			assertion	noun	616:assertion-denial:0 617:assertion-statement:0 618:assertion-denial:0 619:assertion-declaration:0 620:assertion-claim:0 621:assertion-question:0	→173 →631 →173 →164 →106 →525	poli2 poli2 poli2 poli2 poli2 poli2	freqMax freqMax freqMax freqMax freqMax freqMax	NOT HIGH HIGH LOW NOT LOW	HYP HYP ANT HYP ANT ANT	1.1 3.7 3.6 3.5 0.4 3.0	1.2 3.9 3.2 4.0 0.1 4.1	"{""assertion-denial"": {""RELATION_TYPE"": ""ANT"", ""FORWARD_SCORE"": 3.6, ""BACKWARD_SCORE"": 3.2, ""POLYSEMY_CLASS"": ""poli2"", ""FREQUENCY_CLASS"": ""freqMax"", ""DEGREE_CLASS"": ""HIGH""}, ""assertion-statement"": {""RELATION_TYPE"": ""HYP"", ""FORWARD_SCORE"": 3.7, ""BACKWARD_SCORE"": 3.9, ""POLYSEMY_CLASS"": ""poli2"", ""FREQUENCY_CLASS"": ""freqMax"", ""DEGREE_CLASS"": ""HIGH""}, ""assertion-declaration"": {""RELATION_TYPE"": ""HYP"", ""FORWARD_SCORE"": 3.5, ""BACKWARD_SCORE"": 4.0, ""POLYSEMY_CLASS"": ""poli2"", ""FREQUENCY_CLASS"": ""freqMax"", ""DEGREE_CLASS"": ""LOW""}, ""assertion-claim"": {""RELATION_TYPE"": ""ANT"", ""FORWARD_SCORE"": 0.4, ""BACKWARD_SCORE"": 0.1, ""POLYSEMY_CLASS"": ""poli2"", ""FREQUENCY_CLASS"": ""freqMax"", ""DEGREE_CLASS"": ""NOT""}, ""assertion-question"": {""RELATION_TYPE"": ""ANT"", ""FORWARD_SCORE"": 3.0, ""BACKWARD_SCORE"": 4.1, ""POLYSEMY_CLASS"": ""poli2"", ""FREQUENCY_CLASS"": ""freqMax"", ""DEGREE_CLASS"": ""LOW""}}"
Lapesa-2014-772-47	47			associative	adjective	7:associative-sole:0 8:associative-related:0 9:associative-dissociative:0	→615 →540 →203	poli3 poli3 poli3	freqMin freqMin freqMin	LOW NOT HIGH	ANT ANT ANT	1.6 0.6 4.9	3.3 0.5 4.7	"{""associative-sole"": {""RELATION_TYPE"": ""ANT"", ""FORWARD_SCORE"": 1.6, ""BACKWARD_SCORE"": 3.3, ""POLYSEMY_CLASS"": ""poli3"", ""FREQUENCY_CLASS"": ""freqMin"", ""DEGREE_CLASS"": ""LOW""}, ""associative-related"": {""RELATION_TYPE"": ""ANT"", ""FORWARD_SCORE"": 0.6, ""BACKWARD_SCORE"": 0.5, ""POLYSEMY_CLASS"": ""poli3"", ""FREQUENCY_CLASS"": ""freqMin"", ""DEGREE_CLASS"": ""NOT""}, ""associative-dissociative"": {""RELATION_TYPE"": ""ANT"", ""FORWARD_SCORE"": 4.9, ""BACKWARD_SCORE"": 4.7, ""POLYSEMY_CLASS"": ""poli3"", ""FREQUENCY_CLASS"": ""freqMin"", ""DEGREE_CLASS"": ""HIGH""}}"
Lapesa-2014-772-48	48			attempt	verb	554:to-try-to-attempt:1	←683	poli3	freqMax	NOT	ANT	0.0	0.4	"{""to-try-to-attempt"": {""RELATION_TYPE"": ""ANT"", ""FORWARD_SCORE"": 0.0, ""BACKWARD_SCORE"": 0.4, ""POLYSEMY_CLASS"": ""poli3"", ""FREQUENCY_CLASS"": ""freqMax"", ""DEGREE_CLASS"": ""NOT""}}"
Lapesa-2014-772-49	49			automated	adjective	90:manual-automated:1	←416	poli3	freqMax	LOW	ANT	4.7	4.7	"{""manual-automated"": {""RELATION_TYPE"": ""ANT"", ""FORWARD_SCORE"": 4.7, ""BACKWARD_SCORE"": 4.7, ""POLYSEMY_CLASS"": ""poli3"", ""FREQUENCY_CLASS"": ""freqMax"", ""DEGREE_CLASS"": ""LOW""}}"
Lapesa-2014-772-50	50			automatic	adjective	88:manual-automatic:1	←416	poli3	freqMax	HIGH	ANT	4.5	4.4	"{""manual-automatic"": {""RELATION_TYPE"": ""ANT"", ""FORWARD_SCORE"": 4.5, ""BACKWARD_SCORE"": 4.4, ""POLYSEMY_CLASS"": ""poli3"", ""FREQUENCY_CLASS"": ""freqMax"", ""DEGREE_CLASS"": ""HIGH""}}"
Lapesa-2014-772-51	51			availability	noun	593:accessibility-availability:1	←7	poli2	freqMax	HIGH	SYN	4.1	3.5	"{""accessibility-availability"": {""RELATION_TYPE"": ""SYN"", ""FORWARD_SCORE"": 4.1, ""BACKWARD_SCORE"": 3.5, ""POLYSEMY_CLASS"": ""poli2"", ""FREQUENCY_CLASS"": ""freqMax"", ""DEGREE_CLASS"": ""HIGH""}}"
Lapesa-2014-772-52	52	3639	AVOID	avoid	verb	555:to-try-to-avoid:1	←683	poli3	freqMax	LOW	ANT	3.9	4.0	"{""to-try-to-avoid"": {""RELATION_TYPE"": ""ANT"", ""FORWARD_SCORE"": 3.9, ""BACKWARD_SCORE"": 4.0, ""POLYSEMY_CLASS"": ""poli3"", ""FREQUENCY_CLASS"": ""freqMax"", ""DEGREE_CLASS"": ""LOW""}}"
Lapesa-2014-772-53	53			bang	verb	498:to-slam-to-bang:1	←606	poli3	freqMed	NOT	ANT	0.2	0.8	"{""to-slam-to-bang"": {""RELATION_TYPE"": ""ANT"", ""FORWARD_SCORE"": 0.2, ""BACKWARD_SCORE"": 0.8, ""POLYSEMY_CLASS"": ""poli3"", ""FREQUENCY_CLASS"": ""freqMed"", ""DEGREE_CLASS"": ""NOT""}}"
Lapesa-2014-772-54	54			bar	noun	802:saloon-bar:1 806:saloon-bar:1 807:saloon-bar:1	←568 ←568 ←568	poli2 poli2 poli2	freqMed freqMed freqMed	HIGH HIGH NOT	HYP SYN ANT	3.5 4.8 0.0	4.7 4.8 0.0	"{""saloon-bar"": {""RELATION_TYPE"": ""ANT"", ""FORWARD_SCORE"": 0.0, ""BACKWARD_SCORE"": 0.0, ""POLYSEMY_CLASS"": ""poli2"", ""FREQUENCY_CLASS"": ""freqMed"", ""DEGREE_CLASS"": ""NOT""}}"
Lapesa-2014-772-55	55	932	BARLEY	barley	noun	622:barley-cereal:0 623:barley-oat:0 624:barley-grass:0 625:barley-grain:0 626:barley-oat:0 627:barley-grain:0	→93 →453 →296 →295 →453 →295	poli2 poli2 poli2 poli2 poli2 poli2	freqMed freqMed freqMed freqMed freqMed freqMed	LOW NOT LOW HIGH NOT HIGH	HYP HYP SYN HYP SYN SYN	3.1 0.8 1.5 5.0 1.5 3.7	4.3 2.6 2.0 4.8 2.4 3.7	"{""barley-cereal"": {""RELATION_TYPE"": ""HYP"", ""FORWARD_SCORE"": 3.1, ""BACKWARD_SCORE"": 4.3, ""POLYSEMY_CLASS"": ""poli2"", ""FREQUENCY_CLASS"": ""freqMed"", ""DEGREE_CLASS"": ""LOW""}, ""barley-oat"": {""RELATION_TYPE"": ""SYN"", ""FORWARD_SCORE"": 1.5, ""BACKWARD_SCORE"": 2.4, ""POLYSEMY_CLASS"": ""poli2"", ""FREQUENCY_CLASS"": ""freqMed"", ""DEGREE_CLASS"": ""NOT""}, ""barley-grass"": {""RELATION_TYPE"": ""SYN"", ""FORWARD_SCORE"": 1.5, ""BACKWARD_SCORE"": 2.0, ""POLYSEMY_CLASS"": ""poli2"", ""FREQUENCY_CLASS"": ""freqMed"", ""DEGREE_CLASS"": ""LOW""}, ""barley-grain"": {""RELATION_TYPE"": ""SYN"", ""FORWARD_SCORE"": 3.7, ""BACKWARD_SCORE"": 3.7, ""POLYSEMY_CLASS"": ""poli2"", ""FREQUENCY_CLASS"": ""freqMed"", ""DEGREE_CLASS"": ""HIGH""}}"
Lapesa-2014-772-56	56	831	BASE	base	noun	705:foot-base:1	←269	poli3	freqMax	NOT	ANT	0.1	0.0	"{""foot-base"": {""RELATION_TYPE"": ""ANT"", ""FORWARD_SCORE"": 0.1, ""BACKWARD_SCORE"": 0.0, ""POLYSEMY_CLASS"": ""poli3"", ""FREQUENCY_CLASS"": ""freqMax"", ""DEGREE_CLASS"": ""NOT""}}"
Lapesa-2014-772-57	57			battle	verb	280:to-battle-to-surrender:0 281:to-battle-to-fight:0 282:to-battle-to-oppose:0 283:to-battle-to-agree:0 284:to-battle-to-fight:0 285:to-battle-to-surrender:0	→651 →260 →459 →22 →260 →651	poli1 poli1 poli1 poli1 poli1 poli1	freqMax freqMax freqMax freqMax freqMax freqMax	NOT NOT LOW LOW HIGH HIGH	HYP ANT HYP ANT HYP ANT	0.2 0.0 3.4 4.0 3.9 4.4	0.0 0.0 4.4 4.2 4.5 4.6	"{""to-battle-to-surrender"": {""RELATION_TYPE"": ""ANT"", ""FORWARD_SCORE"": 4.4, ""BACKWARD_SCORE"": 4.6, ""POLYSEMY_CLASS"": ""poli1"", ""FREQUENCY_CLASS"": ""freqMax"", ""DEGREE_CLASS"": ""HIGH""}, ""to-battle-to-fight"": {""RELATION_TYPE"": ""HYP"", ""FORWARD_SCORE"": 3.9, ""BACKWARD_SCORE"": 4.5, ""POLYSEMY_CLASS"": ""poli1"", ""FREQUENCY_CLASS"": ""freqMax"", ""DEGREE_CLASS"": ""HIGH""}, ""to-battle-to-oppose"": {""RELATION_TYPE"": ""HYP"", ""FORWARD_SCORE"": 3.4, ""BACKWARD_SCORE"": 4.4, ""POLYSEMY_CLASS"": ""poli1"", ""FREQUENCY_CLASS"": ""freqMax"", ""DEGREE_CLASS"": ""LOW""}, ""to-battle-to-agree"": {""RELATION_TYPE"": ""ANT"", ""FORWARD_SCORE"": 4.0, ""BACKWARD_SCORE"": 4.2, ""POLYSEMY_CLASS"": ""poli1"", ""FREQUENCY_CLASS"": ""freqMax"", ""DEGREE_CLASS"": ""LOW""}}"
Lapesa-2014-772-58	58	1579	BE	be	verb	310:to-consist-to-be:1	←134	poli1	freqMax	HIGH	HYP	4.3	3.0	"{""to-consist-to-be"": {""RELATION_TYPE"": ""HYP"", ""FORWARD_SCORE"": 4.3, ""BACKWARD_SCORE"": 3.0, ""POLYSEMY_CLASS"": ""poli1"", ""FREQUENCY_CLASS"": ""freqMax"", ""DEGREE_CLASS"": ""HIGH""}}"
Lapesa-2014-772-59	59	1665	BEAT	beat	verb	521:to-strum-to-beat:1	←645	poli1	freqMin	NOT	HYP	1.7	0.8	"{""to-strum-to-beat"": {""RELATION_TYPE"": ""HYP"", ""FORWARD_SCORE"": 1.7, ""BACKWARD_SCORE"": 0.8, ""POLYSEMY_CLASS"": ""poli1"", ""FREQUENCY_CLASS"": ""freqMin"", ""DEGREE_CLASS"": ""NOT""}}"
Lapesa-2014-772-60	60			beeline	verb	589:to-zigzag-to-beeline:1	←772	poli1	freqMin	LOW	ANT	4.2	4.9	"{""to-zigzag-to-beeline"": {""RELATION_TYPE"": ""ANT"", ""FORWARD_SCORE"": 4.2, ""BACKWARD_SCORE"": 4.9, ""POLYSEMY_CLASS"": ""poli1"", ""FREQUENCY_CLASS"": ""freqMin"", ""DEGREE_CLASS"": ""LOW""}}"
Lapesa-2014-772-61	61	1639	BEER	beer	noun	824:stout-beer:1	←639	poli2	freqMin	HIGH	HYP	4.8	4.9	"{""stout-beer"": {""RELATION_TYPE"": ""HYP"", ""FORWARD_SCORE"": 4.8, ""BACKWARD_SCORE"": 4.9, ""POLYSEMY_CLASS"": ""poli2"", ""FREQUENCY_CLASS"": ""freqMin"", ""DEGREE_CLASS"": ""HIGH""}}"
Lapesa-2014-772-62	62	904	BERRY	berry	noun	629:blueberry-berry:1	←71	poli2	freqMin	LOW	HYP	4.9	4.5	"{""blueberry-berry"": {""RELATION_TYPE"": ""HYP"", ""FORWARD_SCORE"": 4.9, ""BACKWARD_SCORE"": 4.5, ""POLYSEMY_CLASS"": ""poli2"", ""FREQUENCY_CLASS"": ""freqMin"", ""DEGREE_CLASS"": ""LOW""}}"
Lapesa-2014-772-63	63			biblical	adjective	10:biblical-historical:0 11:biblical-religious:0 12:biblical-secular:0 13:biblical-scriptural:0 14:biblical-secular:0 15:biblical-religious:0 16:biblical-religious:0 17:biblical-unbiblical:0 18:biblical-secular:0	→316 →543 →584 →582 →584 →543 →543 →691 →584	poli2 poli2 poli2 poli2 poli2 poli2 poli2 poli2 poli2	freqMax freqMax freqMax freqMax freqMax freqMax freqMax freqMax freqMax	LOW HIGH NOT LOW NOT NOT HIGH LOW HIGH	HYP HYP HYP SYN SYN ANT SYN ANT ANT	3.154 4.6 0.8 4.0 0.4 0.3 3.2 5.0 3.8	3.364 4.75 1.125 4.6 0.0 0.2 3.7 5.0 4.0	"{""biblical-historical"": {""RELATION_TYPE"": ""HYP"", ""FORWARD_SCORE"": 3.154, ""BACKWARD_SCORE"": 3.364, ""POLYSEMY_CLASS"": ""poli2"", ""FREQUENCY_CLASS"": ""freqMax"", ""DEGREE_CLASS"": ""LOW""}, ""biblical-religious"": {""RELATION_TYPE"": ""SYN"", ""FORWARD_SCORE"": 3.2, ""BACKWARD_SCORE"": 3.7, ""POLYSEMY_CLASS"": ""poli2"", ""FREQUENCY_CLASS"": ""freqMax"", ""DEGREE_CLASS"": ""HIGH""}, ""biblical-secular"": {""RELATION_TYPE"": ""ANT"", ""FORWARD_SCORE"": 3.8, ""BACKWARD_SCORE"": 4.0, ""POLYSEMY_CLASS"": ""poli2"", ""FREQUENCY_CLASS"": ""freqMax"", ""DEGREE_CLASS"": ""HIGH""}, ""biblical-scriptural"": {""RELATION_TYPE"": ""SYN"", ""FORWARD_SCORE"": 4.0, ""BACKWARD_SCORE"": 4.6, ""POLYSEMY_CLASS"": ""poli2"", ""FREQUENCY_CLASS"": ""freqMax"", ""DEGREE_CLASS"": ""LOW""}, ""biblical-unbiblical"": {""RELATION_TYPE"": ""ANT"", ""FORWARD_SCORE"": 5.0, ""BACKWARD_SCORE"": 5.0, ""POLYSEMY_CLASS"": ""poli2"", ""FREQUENCY_CLASS"": ""freqMax"", ""DEGREE_CLASS"": ""LOW""}}"
Lapesa-2014-772-64	64			bill	verb	286:to-bill-to-charge:0 287:to-bill-to-pay:0 288:to-bill-to-pay:0 289:to-bill-to-notify:0 290:to-bill-to-pay:0 291:to-bill-to-invoice:0 292:to-bill-to-give:0 293:to-bill-to-charge:0 294:to-bill-to-charge:0	→98 →480 →480 →451 →480 →372 →288 →98 →98	poli3 poli3 poli3 poli3 poli3 poli3 poli3 poli3 poli3	freqMed freqMed freqMed freqMed freqMed freqMed freqMed freqMed freqMed	HIGH HIGH NOT LOW NOT LOW LOW HIGH NOT	HYP ANT SYN HYP HYP SYN ANT SYN ANT	3.5 4.1 0.2 2.9 0.8 4.4 2.2 4.4 0.6	4.3 2.9 0.1 3.1 0.8 4.3 3.1 4.5 0.6	"{""to-bill-to-charge"": {""RELATION_TYPE"": ""ANT"", ""FORWARD_SCORE"": 0.6, ""BACKWARD_SCORE"": 0.6, ""POLYSEMY_CLASS"": ""poli3"", ""FREQUENCY_CLASS"": ""freqMed"", ""DEGREE_CLASS"": ""NOT""}, ""to-bill-to-pay"": {""RELATION_TYPE"": ""HYP"", ""FORWARD_SCORE"": 0.8, ""BACKWARD_SCORE"": 0.8, ""POLYSEMY_CLASS"": ""poli3"", ""FREQUENCY_CLASS"": ""freqMed"", ""DEGREE_CLASS"": ""NOT""}, ""to-bill-to-notify"": {""RELATION_TYPE"": ""HYP"", ""FORWARD_SCORE"": 2.9, ""BACKWARD_SCORE"": 3.1, ""POLYSEMY_CLASS"": ""poli3"", ""FREQUENCY_CLASS"": ""freqMed"", ""DEGREE_CLASS"": ""LOW""}, ""to-bill-to-invoice"": {""RELATION_TYPE"": ""SYN"", ""FORWARD_SCORE"": 4.4, ""BACKWARD_SCORE"": 4.3, ""POLYSEMY_CLASS"": ""poli3"", ""FREQUENCY_CLASS"": ""freqMed"", ""DEGREE_CLASS"": ""LOW""}, ""to-bill-to-give"": {""RELATION_TYPE"": ""ANT"", ""FORWARD_SCORE"": 2.2, ""BACKWARD_SCORE"": 3.1, ""POLYSEMY_CLASS"": ""poli3"", ""FREQUENCY_CLASS"": ""freqMed"", ""DEGREE_CLASS"": ""LOW""}}"
Lapesa-2014-772-65	65			biological	adjective	134:psychological-biological:1	←519	poli1	freqMax	LOW	ANT	2.1	3.0	"{""psychological-biological"": {""RELATION_TYPE"": ""ANT"", ""FORWARD_SCORE"": 2.1, ""BACKWARD_SCORE"": 3.0, ""POLYSEMY_CLASS"": ""poli1"", ""FREQUENCY_CLASS"": ""freqMax"", ""DEGREE_CLASS"": ""LOW""}}"
