NUMBER	GLOSS	SENSES	A	B	C	D	
5717	someone	pronoun	0	0	0	0
5718	somersault	circle	0	0	0	0
5719	son	to bear;child;new;relative	0	0	0	0
5720	son of a man's sister	relative	0	0	0	0
5721	son's wife	relative	0	0	0	0
5722	son-in-law	relative;person	0	0	0	0
5723	song	to sing;to speak;to play	0	0	0	0
5724	soon	near	0	0	0	0
5725	soot	coal;to burn;smoke;mushroom;to rot;dirt	0	0	0	0
5726	sorcerer	devil;to think;god	0	0	0	0
5727	sorcery	devil	0	0	0	0
5728	sore	sick;wound	0	0	0	0
5729	sorrel 1	red	0	0	0	0
5730	sorrel 2	onion	0	0	0	0
5731	sorrow	grave;grief	0	0	0	0
5732	sorry	grief	0	0	0	0
5733	sort	grain;thing	0	0	0	0
5734	soul	devil;god;heart;to think;sinew;to live;sky	0	0	0	0
5735	sound	to cry;to speak;noise;to sing	0	0	0	0
5736	sound (V)	noise;to cry;ear;noise	0	0	0	0
5737	sound of mind and understanding	to think	0	0	0	0
5738	sounding-box	music	0	0	0	0
5739	soup	to eat;liquid;to swell	0	0	0	0
5740	sour	sour;gall;thick;to rot;bitter	0	0	0	0
5741	source	to flow;breast	0	0	0	0
5742	south	sky;front;warm;straight;right	0	0	0	0
5743	sovereign	head	0	0	0	0
5744	sow	pig	0	0	0	0
5745	sow (V)	to plough;to throw;to scatter	0	0	0	0
5746	soy-bean	grain	0	0	0	0
5747	space	middle;place;to divide;water;valley	0	0	0	0
5748	space of time	time	0	0	0	0
5749	spacious	wide	0	0	0	0
5750	spade	knife;plough;to dig	0	0	0	0
5751	spadix	root;fruit	0	0	0	0
5752	span	measure	0	0	0	0
5753	span (V)	measure	0	0	0	0
5754	spare (V)	many;to help	0	0	0	0
5755	spark	fire	0	0	0	0
5756	sparkling	to shine	0	0	0	0
5757	sparrow	bird	0	0	0	0
5758	spatter (V)	to scatter	0	0	0	0
5759	spawn	egg	0	0	0	0
5760	spawning	new	0	0	0	0
5761	speak (V)	to speak;tongue;noise;to curse;grief	0	0	0	0
5762	spear	to pierce;stick;knife;to beat	0	0	0	0
5763	speck	spot	0	0	0	0
5764	speckled	variegated	0	0	0	0
5765	spectacle	to see	0	0	0	0
5766	speech	to cry;to speak;name;tongue	0	0	0	0
5767	speechless	dumb	0	0	0	0
5768	speed	quick	0	0	0	0
5769	speedy	quick	0	0	0	0
5770	spell	devil	0	0	0	0
5771	spell (V)	to sing;to speak	0	0	0	0
5772	spend (V)	end;to make	0	0	0	0
5773	spent	bad	0	0	0	0
5774	sperm	genitals	0	0	0	0
5775	spew	to spit	0	0	0	0
5776	sphere	circle	0	0	0	0
5777	spherical	circle	0	0	0	0
5778	spider	insect	0	0	0	0
5779	spike	to grow;grass	0	0	0	0
5780	spill	stick	0	0	0	0
5781	spill (V)	to flow;wet	0	0	0	0
5782	spin (V)	to roll;to twist;circle;to press;to bind	0	0	0	0
5783	spinal chord	back	0	0	0	0
5784	spinal column	back	0	0	0	0
5785	spinal marrow	neck	0	0	0	0
5786	spindle	to twist;to roll	0	0	0	0
5787	spine	back;bone;belly;breast;edge	0	0	0	0
5788	spinning	to roll	0	0	0	0
5789	spirit	devil;sign;god;to think;blood	0	0	0	0
5790	spiritous	beer	0	0	0	0
5791	spirits	beer;bitter	0	0	0	0
5792	spiritual	to think;devil	0	0	0	0
5793	spit	sharp;to scrape;stick	0	0	0	0
5794	spit (V)	to spit;to scatter	0	0	0	96
5795	spittle	to spit;nose;mucus	0	0	0	0
5796	splash (V)	to flow	0	0	0	0
5797	splatter (V)	to flow	0	0	0	0
5798	spleen	spleen;lung;liver	0	0	0	0
5799	splendid	good;to shine	0	0	0	0
5800	splendour	big;to praise;to shine	0	0	0	0
5801	splice (V)	to bind	0	0	0	0
5802	splinter	stick	0	0	0	0
5803	split	to break;to cut	0	0	0	0
5804	split (V)	to break;to cut;to destroy;to divide;to open;wide;to tear	0	0	0	115
5805	split off (V)	to divide	0	0	0	0
5806	spoil	thief	0	0	0	0
5807	spoil (V)	bad;to rot;bitter	0	0	0	0
5808	spoke	stick;to bend	0	0	0	0
5809	spoke-bone	hand	0	0	0	0
5810	spool	to twist;circle	0	0	0	0
5811	spoon	spoon;stick;wet;to scoop;vessel	0	0	0	0
5812	sport	to play	0	0	0	0
5813	sport (V)	to laugh;to play	0	0	0	0
5814	spot	feather;sign;spot;naked	0	0	0	0
5815	spotted	red;spot;variegated;thing;naked;to paint	0	0	0	0
5816	spouse	relative;woman	0	0	0	0
5817	spout	edge	0	0	0	0
5818	sprain (V)	sick	0	0	0	0
5819	sprawl (V)	lame	0	0	0	0
5820	spray	urine;drop	0	0	0	0
5821	spread (V)	big;wide;to open;to scatter;to throw;to stand;to pull;rope	0	0	0	0
5822	spread out (V)	big;wide;flat;to take;to stand;chair;to adhere	0	0	0	0
5823	spread the wings (V)	to fly	0	0	0	0
5824	spreader	rope	0	0	0	0
5825	sprightly	to know	0	0	0	0
5826	spring (V)	to flow;to dance;to jump	0	0	0	0
5827	spring 1	to flow;water;pool;breast	0	0	0	0
5828	spring 2	new;year;warm;time	0	0	0	0
5829	spring 3	bow	0	0	0	0
5830	spring in gun	bow	0	0	0	0
5831	spring up (V)	to grow;wart	0	0	0	0
5832	sprinkle (V)	to pour;anger;wet;to filter	0	0	0	0
5833	sprout	grain;child;to grow;grass;egg;leaf;thorn;vegetable	0	0	0	0
5834	sprout (V)	to bear;to grow;tree;to pierce	0	0	0	0
5835	sprout up (V)	to grow	0	0	0	0
5836	spur	mountain	0	0	0	0
5837	spur (of a cock)	wart;thorn;sharp	0	0	0	0
5838	spurge	swamp	0	0	0	0
5839	spurious glass	stone	0	0	0	0
5840	spy	to see	0	0	0	0
5841	spy (V)	to see;to run;to deceive	0	0	0	0
5842	spy on (V)	to see	0	0	0	0
5843	spy out (V)	thief	0	0	0	0
5844	square	to bend	0	0	0	0
5845	square basket	vessel	0	0	0	0
5846	square raft	boat	0	0	0	0
5847	squash (V)	to beat;to press	0	0	0	0
5848	squat (V)	to bend	0	0	0	0
5849	squeamish	grief;to vomit	0	0	0	0
5850	squeeze (V)	to filter;to pinch;to press;to scrape;to take	0	0	0	130
5851	squeezed	to pinch	0	0	0	0
5852	squirrel	marten;soft	0	0	0	0
5853	squirt (V)	rain	0	0	0	0
5854	stab (V)	to pierce;sharp	0	0	0	116
5855	stable 1	good;house;obstacle	0	0	0	0
5856	stable 2	strong	0	0	0	0
5857	stack	mountain;to bind	0	0	0	0
5858	stack up (V)	layer	0	0	0	0
5859	staff	stick;end	0	0	0	0
5860	stag	deer	0	0	0	0
5861	stage	time	0	0	0	0
5862	stagger (V)	to fall;to tire	0	0	0	0
5863	staggering	to fall	0	0	0	0
5864	stagnant	pool	0	0	0	0
5865	stain	sign	0	0	0	0
5866	stain (V)	dirt;to pour	0	0	0	0
5867	stained	dirt	0	0	0	0
5868	staircase	bridge;obstacle	0	0	0	0
5869	stairs	bridge;stick	0	0	0	0
5870	stake	stick;bridge;knife;thorn;root	0	0	0	0
5871	stake (V)	to curse	0	0	0	0
5872	stake for tedding	stick	0	0	0	0
5873	stale	to rot;to wither;liquid;old	0	0	0	0
5874	stalk	root;tree;end;grass;stick	0	0	0	0
5875	stall	house	0	0	0	0
5876	stallion	horse;genitals	0	0	0	0
5877	stamen	hair	0	0	0	0
5878	stammer (V)	dumb	0	0	0	0
5879	stamp (V)	to press;sign;to adhere;to beat	0	0	0	0
5880	stand	chair	0	0	0	0
5881	stand (V)	obstacle;to stand;stick;chair;place;top	0	0	0	125
5882	stand as water (V)	pool	0	0	0	0
5883	star	star;to shine	0	0	0	149
5884	starch	to adhere	0	0	0	0
5885	stare (V)	to see	0	0	0	0
5886	stare at (V)	to see	0	0	0	0
5887	starling	bird	0	0	0	0
5888	start (V)	to make;to throw;to start;one	0	0	0	0
5889	start off	to start	0	0	0	0
5890	startle (V)	silly	0	0	0	0
5891	starvation	hunger	0	0	0	0
5892	starve (V)	hunger;little;grief	0	0	0	0
5893	state	body;house;place;to be	0	0	0	0
5894	stately	to praise	0	0	0	0
5895	statue	shape;devil	0	0	0	0
5896	stature	body;shape	0	0	0	0
5897	stay (V)	time;to put;to be;to sit;to stay;place;old;to take;to stand	0	0	0	0
5898	stay away (V)	shame;to endure;to stay	0	0	0	0
5899	stay away from (V)	shame	0	0	0	0
5900	steady	good	0	0	0	0
5901	steal (V)	thief;to deceive;to hide	0	0	0	0
5902	steam	to roast;liquid;smoke;wind;to burn	0	0	0	0
5903	steam (V)	to boil;wind	0	0	0	0
5904	steel	hard;metal	0	0	0	0
5905	steelyard	to count;to measure	0	0	0	0
5906	steep	high;side	0	0	0	0
5907	steep (V)	to flow;wet;to weep	0	0	0	0
5908	steer	elephant	0	0	0	0
5909	steer (V)	boat;front	0	0	0	0
5910	steering wheel	boat	0	0	0	0
5911	stem	handle;stick;tree;root;end;grass	0	0	0	0
5912	stench	smoke	0	0	0	0
5913	step	bridge;foot;to go;road	0	0	0	0
5914	step (V)	foot;to dance;to go	0	0	0	0
5915	step aside (V)	side	0	0	0	0
5916	step over (V)	river;to pass	0	0	0	0
5917	step-relation	relative	0	0	0	0
5918	stepfather	relative	0	0	0	0
5919	stepmother	relative	0	0	0	0
5920	steppe	field;earth;valley;flat	0	0	0	0
5921	steprelative	one	0	0	0	0
5922	steps	bridge	0	0	0	0
5923	sterlet	fish	0	0	0	0
5924	stern 1	to praise;hard	0	0	0	0
5925	stern 2	stick;boat;vessel	0	0	0	0
5926	sternum	throat	0	0	0	0
5927	steward	host	0	0	0	0
5928	stick	stick;sharp;tree	0	0	0	53
5929	stick (V)	to adhere;to pierce;to reach;to press;to touch	0	0	0	116
5930	stick in (V)	to grow;to pinch;to cut;hole	0	0	0	0
5931	stick into (V)	to pierce;stick;to beat;sharp	0	0	0	0
5932	stick out (V)	to pierce;to stand	0	0	0	0
5933	stick to (V)	to bind	0	0	0	0
5934	stick up (V)	to stand	0	0	0	0
5935	sticky	dirt;slippery;to adhere	0	0	0	0
5936	stiff	hard;sick;dense;old;to die;to fear	0	0	0	0
5937	stiffed	to tire	0	0	0	0
5938	stiffen (V)	sick;bad	0	0	0	0
5939	still	light;to stand;dark	0	0	0	0
5940	stimulate (V)	to drive	0	0	0	0
5941	sting	sharp;fork	0	0	0	0
5942	sting (V)	to bite;to pierce;to scrape	0	0	0	0
5943	stinging	taste;insect	0	0	0	0
5944	stink	smoke	0	0	0	0
5945	stink (V)	to smell;sour;to rot	0	0	0	0
5946	stipulated time	time	0	0	0	0
5947	stir (V)	to mix;to move;to roll;to deceive;boat;to break;to shake	0	0	0	0
5948	stir as a fire (V)	to mix	0	0	0	0
5949	stir up (V)	dirt;to mix	0	0	0	0
5950	stitch (V)	to sew	0	0	0	0
5951	stitch up (V)	to bind	0	0	0	0
5952	stoat	marten	0	0	0	0
5953	stockade	obstacle	0	0	0	0
5954	stocking	clothes	0	0	0	0
5955	stomach	belly;liver;body;middle;kidney;fat	0	0	0	0
5956	stone	stone	0	0	0	156
5957	stone for grinding spice	sharp	0	0	0	0
5958	stone in fruits	grain	0	0	0	0
5959	stone of fruit	brain	0	0	0	0
5960	stone roller for grain	to press	0	0	0	0
5961	stony	shallow	0	0	0	0
5962	stool	chair	0	0	0	0
5963	stoop (V)	to bend	0	0	0	0
5964	stop (V)	end;obstacle;to wait;to sit;clean;to stand;bad;to stay	0	0	0	0
5965	stop up (V)	obstacle	0	0	0	0
5966	stoppage	obstacle	0	0	0	0
5967	stopped	obstacle;to adhere	0	0	0	0
5968	stopped up	to close	0	0	0	0
5969	stopper	obstacle	0	0	0	0
5970	stopple	obstacle	0	0	0	0
5971	storage	full	0	0	0	0
5972	store (V)	to guard;to put;house;to take;chair	0	0	0	0
5973	store-room	house	0	0	0	0
5974	storehouse	house	0	0	0	0
5975	storey	layer	0	0	0	0
5976	storm	wind;rain	0	0	0	0
5977	story	shape	0	0	0	0
5978	stout	thick;fat	0	0	0	0
5979	stout-hearted	wide	0	0	0	0
5980	stove	fire;hearth;to roast;house	0	0	0	0
5981	straddle (V)	to shake	0	0	0	0
5982	straight	straight;light;high;front;to put	0	0	0	189
5983	straighten (V)	straight	0	0	0	0
5984	straightforward	straight	0	0	0	0
5985	strain (V)	drop;to press;to filter;to pour	0	0	0	0
5986	strain (spirits) (V)	beer	0	0	0	0
5987	strain off (V)	to filter	0	0	0	0
5988	strain spirits (V)	beer	0	0	0	0
5989	strainer	to filter	0	0	0	0
5990	strand	to bind;rope	0	0	0	0
5991	strand (V)	to bind	0	0	0	0
5992	strange	foreign	0	0	0	0
5993	stranger	foreign;far	0	0	0	0
5994	strangle (V)	to bind;to press;to take	0	0	0	0
5995	strap	fringe;skin;rope;to bind	0	0	0	0
5996	straw	straw;grass;skin;thorn;grain	0	0	0	0
5997	strawberry	fruit	0	0	0	0
5998	stray (V)	wide;to tear	0	0	0	0
5999	stream	to flow;valley;water	0	0	0	0
6000	streamer	cloth	0	0	0	0
6001	street	group;road;village;earth;ravine	0	0	0	0
6002	strength	strong;heavy;sinew;sour	0	0	0	0
6003	strengthen (V)	many;to help	0	0	0	0
6004	stretch (V)	long;to pull;wide;measure	0	0	0	0
6005	stretch apart (V)	to open	0	0	0	0
6006	stretch neck (V)	neck	0	0	0	0
6007	stretch out (V)	wide	0	0	0	0
6008	stretched	hard	0	0	0	0
6009	stretcher	stick;bridge	0	0	0	0
6010	strew (V)	to scatter;to pour;chair;to shake	0	0	0	0
6011	strict	good	0	0	0	0
6012	stride (V)	to dance	0	0	0	0
6013	strike (V)	to beat;to press;to throw;to cut	0	0	0	0
6014	strike against (V)	to beat	0	0	0	0
6015	strike at (V)	bow	0	0	0	0
6016	strike fire	fire	0	0	0	0
6017	strike out (V)	to throw	0	0	0	0
6018	strike right and left (V)	to shake	0	0	0	0
6019	strike with a motion towards oneself (V)	to sweep	0	0	0	0
6020	strike with a stroke towards oneself (V)	to scrape	0	0	0	0
6021	strike with fingers (V)	to take	0	0	0	0
6022	string	rope;to bind;to sew;sinew;circle;obstacle;to twist;hair	0	0	0	0
6023	string (V)	rope	0	0	0	0
6024	strip	cloth;fringe;to cut;handle;rope	0	0	0	0
6025	strip (V)	clean;to cut;to tear	0	0	0	0
6026	strip off (V)	to tear;to scrape	0	0	0	0
6027	stripe	ornament;spot;rope	0	0	0	0
6028	strive (V)	to curse;to go;hunger	0	0	0	0
6029	stroke	to cut;to rub;to touch;to scrape;to press	0	0	0	0
6030	stroke (V)	rough;to touch;to press;to mix	0	0	0	0
6031	stroked	rough	0	0	0	0
6032	stroll	to go	0	0	0	0
6033	stroll (V)	to go	0	0	0	0
6034	strong	healthy;strong;beer;hard;wide;big;heavy;many	0	0	0	0
6035	strong (as tea; spirits)	bitter	0	0	0	0
6036	strong (of fluids)	dense	0	0	0	0
6037	strong (of liquids)	dense	0	0	0	0
6038	strong taste	bitter	0	0	0	0
6039	strongly	many;big	0	0	0	0
6040	struggle (V)	to shake;worm	0	0	0	0
6041	stub (V)	to pierce	0	0	0	0
6042	stubble	root	0	0	0	0
6043	stubborn	strong;obstacle	0	0	0	0
6044	stubby	little	0	0	0	0
6045	study	to know	0	0	0	0
6046	stuff	to weave	0	0	0	0
6047	stuff (V)	full;to put	0	0	0	0
6048	stuff into (V)	to press	0	0	0	0
6049	stumble	to fall	0	0	0	0
6050	stumble (V)	to fall;to beat;to jump	0	0	0	0
6051	stump	root;stick;tree;to cut	0	0	0	0
6052	stupefied	to fear	0	0	0	0
6053	stupid	dark;blunt;silly;to fear;bad;grief	0	0	0	0
6054	sturgeon	fish	0	0	0	0
6055	stutter (V)	dumb	0	0	0	0
6056	sty	house	0	0	0	0
6057	sty (in skin)	wart	0	0	0	0
6058	style	shape	0	0	0	0
6059	subdue (V)	end;little;slave;to win	0	0	0	0
6060	subdued	little	0	0	0	0
6061	subject	slave	0	0	0	0
6062	sublimity	high	0	0	0	0
6063	submerge (V)	to flow;to sink;to close	0	0	0	0
6064	submissive	luck;slave	0	0	0	0
6065	submit (V)	to press;bad;to tire	0	0	0	0
6066	substance	dense;thing	0	0	0	0
6067	suburbs	place	0	0	0	0
6068	succeed (V)	to put;to follow	0	0	0	0
6069	success	war	0	0	0	0
6070	successful	good	0	0	0	0
6071	succession	layer;to follow	0	0	0	0
6072	succour (V)	to give	0	0	0	0
6073	succulent	wet	0	0	0	0
6074	suck (V)	breast;to suck;to bite;to drink;milk;to eat;to sink;to lick;to filter	0	0	0	95
6075	suck in (V)	to sink	0	0	0	0
6076	suckle (V)	breast	0	0	0	0
6077	suction	to drink	0	0	0	0
6078	sudden	quick	0	0	0	0
6079	suddenly	quick;time	0	0	0	0
6080	suffer (V)	to endure;sick;heavy;bad;weak;to fear	0	0	0	0
6081	sufferance	sick;to tire	0	0	0	0
6082	suffering	hard;hunger;sick;to tire;to endure;heavy;bad	0	0	0	0
6083	sufficiency	many	0	0	0	0
6084	sufficient	good;many;to love;full	0	0	0	0
6085	suffix	particle	0	0	0	0
6086	sugar-cane	sweet;grass	0	0	0	0
6087	suit (V)	similar	0	0	0	0
6088	suitable	similar;good;to love;to speak;together	0	0	0	0
6089	sulk (V)	grief	0	0	0	0
6090	sulky	grief	0	0	0	0
6091	sullen	grief;to fear	0	0	0	0
6092	sully (V)	dirt;to smear	0	0	0	0
6093	sulphur	sulphur;dirt	0	0	0	0
6094	sultry	warm	0	0	0	0
6095	sum	to count	0	0	0	0
6096	sum (V)	to take	0	0	0	0
6097	sum up (V)	to count	0	0	0	0
6098	summer	new;warm;time	0	0	0	0
6099	summit	edge;mountain;top;high	0	0	0	0
6100	summon (V)	to call;to speak	0	0	0	0
6101	sun	sun;to burn;to shine;hot;year;time	0	0	0	147
6102	sun-tan	hot	0	0	0	0
6103	sunk	to sink	0	0	0	0
6104	sunlight	to shine	0	0	0	0
6105	sunrise	time	0	0	0	0
6106	sunset	side;time	0	0	0	0
6107	sunshine	to shine	0	0	0	0
6108	superhuman	god	0	0	0	0
6109	supernatural	devil;to think	0	0	0	0
6110	superstition	name	0	0	0	0
6111	superstitious	grief	0	0	0	0
6112	supple	soft	0	0	0	0
6113	supply (V)	many;to give	0	0	0	0
6114	support	to prop;to take;to press;stick	0	0	0	0
6115	support (V)	to carry;to help;to prop;chair;to put;to take;to press	0	0	0	0
6116	support made to keep a corpse in a sitting position	obstacle	0	0	0	0
6117	supporter	to help	0	0	0	0
6118	suppose (V)	to speak;to think	0	0	0	0
6119	supreme	devil;high;to love	0	0	0	0
6120	sure	to know;true	0	0	0	0
6121	surface	skin;front	0	0	0	0
6122	surge	water	0	0	0	0
6123	surge (V)	to swell	0	0	0	0
6124	surmount (V)	obstacle	0	0	0	0
6125	surpass (V)	many;to win;quick	0	0	0	0
6126	surplus	many;to stay	0	0	0	0
6127	surround (V)	circle;to roll;to twist;obstacle;trap;to bend	0	0	0	0
6128	surroundings	edge	0	0	0	0
6129	suslik	marten	0	0	0	0
6130	suspect (V)	to curse;to fear	0	0	0	0
6131	suspend (V)	sheath;to hang	0	0	0	0
6132	suspension bridge	bridge	0	0	0	0
6133	suspicion	to deceive	0	0	0	0
6134	suspicious	to guard	0	0	0	0
6135	sustain (V)	to endure	0	0	0	0
6136	swaddle (V)	to cover	0	0	0	0
6137	swaddling-clothes	cloth;to twist	0	0	0	0
6138	swagger (V)	to praise	0	0	0	0
6139	swallow	bird	0	0	0	0
6140	swallow (V)	to drink;to swallow;to eat;to sink;to bite;to suck;to grind;taste	0	0	0	0
6141	swamp	dirt;swamp;pool;to rot;grass;mountain;wet;liquid;valley	0	0	0	0
6142	swan	bird	0	0	0	0
6143	swarm (V)	insect	0	0	0	0
6144	swash (V)	to flow	0	0	0	0
6145	sway (V)	to fall;to shake;to bend;to fly	0	0	0	0
6146	swear (V)	to curse;anger;sacrifice;to think;to speak	0	0	0	0
6147	sweat	sweat;mucus;to flow;liquid	0	0	0	0
6148	sweep (V)	hair;to sweep;to dig;to rub;clean	0	0	0	0
6149	sweep away (V)	to stay	0	0	0	0
6150	sweep over (V)	to sweep	0	0	0	0
6151	sweet	sweet;taste	0	0	0	0
6152	sweet-scented	sweet	0	0	0	0
6153	sweetbrier	grass	0	0	0	0
6154	sweetheart	relative	0	0	0	0
6155	swell (V)	many;wart;thick;to swell;foam;bubble;to blow	0	0	0	146
6156	swell up (V)	to swell;big	0	0	0	0
6157	swelling	to swell;wart	0	0	0	0
6158	swift	quick;heavy;good;to run;time;strong	0	0	0	0
6159	swill (V)	to wash	0	0	0	0
6160	swim (V)	light;to swim;wet;to scrape;to pour;to sink;slippery	0	0	0	119
6161	swim out (V)	light	0	0	0	0
6162	swine	pig	0	0	0	0
6163	swing (V)	to move;to shake	0	0	0	0
6164	swing around (V)	circle	0	0	0	0
6165	switch	stick;hair	0	0	0	0
6166	swollen	thick;to swell;wide	0	0	0	0
6167	swoon (V)	to die	0	0	0	0
6168	swoop (V)	to beat	0	0	0	0
6169	sword	knife;war;finger-nail;sharp;hammer;to beat	0	0	0	0
6170	symbol	sign	0	0	0	0
6171	symmetry	similar	0	0	0	0
6172	sympathize (V)	good	0	0	0	0
6173	syphilis	sick	0	0	0	0
6174	system	shape;sign	0	0	0	0
6175	table	chair;flat;stick	0	0	0	0
6176	tableland	back	0	0	0	0
6177	tablet	flat	0	0	0	0
6178	taboo	to fear	0	0	0	0
6179	tadpole	egg;worm	0	0	0	0
6180	tag	to pull	0	0	0	0
6181	taiga	valley	0	0	0	0
6182	tail	back;tail;behind;below;hair	0	0	0	69
6183	taint	dirt	0	0	0	0
6184	take (V)	to swallow;to take;to carry;to put;to pull	0	0	0	0
6185	take after (V)	similar	0	0	0	0
6186	take aim (V)	to want	0	0	0	0
6187	take away (V)	clean;to take;thief;to carry	0	0	0	0
6188	take back (V)	back	0	0	0	0
6189	take by force (V)	thief	0	0	0	0
6190	take care (V)	to think;to guard;to love;to endure	0	0	0	0
6191	take care of (V)	to guard	0	0	0	0
6192	take from (V)	spoon	0	0	0	0
6193	take hold (V)	to take	0	0	0	0
6194	take hold of (V)	to take	0	0	0	0
6195	take into hands (V)	to mix	0	0	0	0
6196	take into mouth (V)	to bite	0	0	0	0
6197	take off (V)	clean;flat;to tear;to wither;to scrape;naked;to take	0	0	0	0
6198	take out (V)	spoon;to go;to scoop;to take;to pull	0	0	0	0
6199	take pains (V)	to endure	0	0	0	0
6200	take side (V)	side	0	0	0	0
6201	take up (V)	to prop;to take	0	0	0	0
6202	tale	devil;to speak	0	0	0	0
6203	talent	luck	0	0	0	0
6204	talisman	hunt	0	0	0	0
6205	talk	noise	0	0	0	0
6206	talk (V)	to speak;noise	0	0	0	0
6207	talkative	to speak	0	0	0	0
6208	tall	healthy;long;ripe;straight;high	0	0	0	0
6209	talon	finger-nail	0	0	0	0
6210	tamarisk	grass;tree	0	0	0	0
6211	tambourine	music	0	0	0	0
6212	tame	to make	0	0	0	0
6213	tame (V)	slave;to win	0	0	0	0
6214	tamed bison	deer	0	0	0	0
6215	tan (V)	soft;to press;to wither;to pinch	0	0	0	0
6216	tangled	hair	0	0	0	0
6217	tap (V)	to beat	0	0	0	0
6218	tar	to burn;dirt;to adhere	0	0	0	0
6219	tarantula	insect	0	0	0	0
6220	tarbagan	marten	0	0	0	0
6221	target	middle;sign;to meet	0	0	0	0
6222	tarnish (V)	dirt	0	0	0	0
6223	taro	vegetable	0	0	0	0
6224	tarry (V)	slow;to wait;grief;bad	0	0	0	0
6225	tart	bitter	0	0	0	0
6226	task	to work	0	0	0	0
6227	tassel	fringe;hair;rope	0	0	0	0
6228	taste	taste;sweet;to drink;to smell;to eat;mouth	0	0	0	0
6229	taste (V)	sweet;taste;to smell;to eat	0	0	0	0
6230	tasteless	sweet	0	0	0	0
6231	tasty	taste;sweet	0	0	0	0
6232	tattered	to destroy	0	0	0	0
6233	tattoo (V)	to paint	0	0	0	0
6234	taunt (V)	to laugh	0	0	0	0
6235	taurus	cow	0	0	0	0
6236	taut	hard	0	0	0	0
6237	tax	debt;stick;to put;to give	0	0	0	0
6238	tax (V)	debt	0	0	0	0
6239	tea	leaf	0	0	0	0
6240	teach (V)	to know;to learn	0	0	0	0
6241	teacher	to see	0	0	0	0
6242	team-work	to help	0	0	0	0
6243	tear	drop;tear;eye;pus	0	0	0	0
6244	tear (V)	to divide;to take;to break;to tear;to cut;to scrape;sinew	0	0	0	0
6245	tear asunder (V)	to tear	0	0	0	0
6246	tear away (V)	to take	0	0	0	0
6247	tear off (V)	to wither;to scrape;to cut	0	0	0	0
6248	tear out (V)	to take;to break	0	0	0	0
6249	tear up (V)	to tear	0	0	0	0
6250	tease (V)	to laugh;to deceive;to curse	0	0	0	0
6251	teat	breast	0	0	0	0
6252	tell (V)	to speak;to call;to know;to measure;grief	0	0	0	0
6253	temper	hard	0	0	0	0
6254	temper (V)	to melt	0	0	0	0
6255	temperate	obstacle	0	0	0	0
6256	tempest	noise	0	0	0	0
6257	temple 1	house;devil	0	0	0	0
6258	temple 2	mouth;head	0	0	0	0
6259	temporary building	fence	0	0	0	0
6260	temporary house	house	0	0	0	0
6261	ten	ten;many	0	0	0	0
6262	tend (V)	to guard;to love	0	0	0	0
6263	tender	to boil;relative;soft;to tire;light	0	0	0	0
6264	tender (of wounds)	sick	0	0	0	0
6265	tender regard	to love	0	0	0	0
6266	tendon	sinew;horn	0	0	0	0
6267	tenon	stick	0	0	0	0
6268	tense	to pull;hard	0	0	0	0
6269	tension	to pull	0	0	0	0
6270	tent	house;obstacle;skin	0	0	0	0
6271	teredo	worm	0	0	0	0
6272	term	edge;time	0	0	0	0
6273	terminated	end	0	0	0	0
6274	termite	insect	0	0	0	0
6275	terrace	valley	0	0	0	0
6276	terrified	to fear	0	0	0	0
6277	terrify (V)	to curse;to fear	0	0	0	0
6278	territory	place;side;earth	0	0	0	0
6279	terror	to fear	0	0	0	0
6280	test (V)	to know;to search;to touch	0	0	0	0
6281	testicle	egg;genitals;kidney	0	0	0	0
6282	testiculi	egg;genitals;kidney	0	0	0	0
6283	testiculus	egg;genitals;kidney	0	0	0	0
6284	testiness	lung	0	0	0	0
6285	tether	rope	0	0	0	0
6286	tether (V)	to bind	0	0	0	0
6287	text	sign	0	0	0	0
6288	texture	to weave	0	0	0	0
6289	thank (V)	to praise	0	0	0	0
6290	thankful	to love	0	0	0	0
6291	thanks	to praise	0	0	0	0
6292	that	pronoun	0	0	0	8
6293	that yonder	pronoun	0	0	0	0
6294	thatch (V)	roof;to cover	0	0	0	0
6295	thaw (V)	to melt	0	0	0	0
6296	theatre	to curse	0	0	0	0
6297	theft	to hide;thief	0	0	0	0
6298	their	pronoun	0	0	0	0
6299	then	big;time	0	0	0	0
6300	there	to put;to take	0	0	0	10
6301	thereupon	time	0	0	0	0
6302	they	pronoun	0	0	0	6
6303	thick	dense;thick;hard;to swell;rough;fat;wide	0	0	0	30
6304	thick (of liquids)	dense	0	0	0	0
6305	thick end	end;wart	0	0	0	0
6306	thick-furred	thick	0	0	0	0
6307	thicken (V)	dense;to swell;cold	0	0	0	0
6308	thickening	shadow	0	0	0	0
6309	thicket	forest;thorn;back	0	0	0	0
6310	thickly	thick	0	0	0	0
6311	thickness	thick	0	0	0	0
6312	thief	to deceive	0	0	0	0
6313	thieve (V)	thief	0	0	0	0
6314	thigh	foot;bone;below;side;behind	0	0	0	0
6315	thill	vehicle	0	0	0	0
6316	thimble	vessel;to sew	0	0	0	0
6317	thimbleful	to pinch	0	0	0	0
6318	thin	flat;thin;light;to flow;hunger;to tire;little;to pinch;middle;to destroy	0	0	0	35
6319	thin out (V)	middle	0	0	0	0
6320	thing	place;thing;to be;body;shape	0	0	0	0
6321	think (V)	to think;to make;heart;to know;to want;to hear;grief;to love	0	0	0	104
6322	thinking	heart	0	0	0	0
