CONCEPTICON_ID	CONCEPTICON_GLOSS	ENGLISH	ENGLISH_AOA_MEAN	ENGLISH_IMAGEABILITY_MEAN	ENGLISH_AOA_MEAN_MRC	ENGLISH_IMAGEABILITY_MEAN_MRC	ENGLISH_FREQUENCY_LOG_CELEX	ENGLISH_POS	LINE_IN_SOURCE
2715	DESPISE	despise	516.0			450.0		V	628
2716	BLAME (SOMEBODY)	blame	326.0	309.0	328.0	356.0		V	257
274	KNEAD	knead	439.0					V	1299
275	PEEL	peel	279.0	518.0		436.0		N	1700
2753	UNTIL	until	322.0	212.0				F	2508
2754	TOWARDS	towards	376.0	304.0				F	2445
2759	RECOMMEND	recommend	491.0			313.0		V	1902
2760	MAKE A JOKE	joke	364.0	459.0	289.0	483.0		V	1271
2762	BLOCK (THE WAY)	obstruct	495.0	394.0				V	1588
279	THATCH	thatch	467.0	472.0				V	2379
2790	HIGH OR TALL	high	247.0			463.0		A	1113
2805	BIRTH (ACCOUCHEMENT)	birth	317.0		328.0	532.0		N	253
2816	ECHO	echo	359.0	421.0	356.0	556.0		N	738
2817	EMU	emu	463.0	537.0				N	764
2826	LIE (FALSEHOOD)	lie	286.0	309.0	250.0	385.0		N	1346
2831	PENGUIN	penguin	392.0	620.0	512.0			N	1703
2837	SWAN	swan	295.0	652.0				N	2318
2841	WOMBAT	wombat	572.0	394.0				N	2647
2845	SIZE (OF OBJECT)	size	308.0	395.0		415.0		N	2143
2855	DECEMBER	December	295.0	572.0				N	581
2856	CHANGE (SOMETHING)	alter	351.0			413.0		V	76
2857	CHANGE (BECOME DIFFERENT)	change	332.0					V	369
2859	SMOKE (EMIT SMOKE)	smoke	348.0		228.0	615.0		V	2176
2860	BOLT (MOVE IN HASTE)	rush	412.0	364.0		404.0		N	1995
2862	CONNECT	connect	422.0	422.0				V	491
2863	DASH (OF VEHICLE)	dash	333.0	514.0				V	570
2864	DECREASE	decrease	454.0	346.0				V	586
2866	DROP (SOMETHING)	drop	231.0			417.0		V	718
2867	CALCULATE	calculate	473.0	428.0				V	337
2869	BOTHER (HARASS)	bother	336.0	352.0	322.0	369.0		V	279
2872	IMPROVE (SOMETHING)	improve	427.0			307.0		V	1196
2873	MOVE (AFFECT EMOTIONALLY)	move	282.0			413.0		V	1509
2875	RING (MAKE SOUND)	ring	331.0		208.0	601.0		V	1966
2882	ADD	add	225.0	515.0				V	27
2883	DISTURB	disturb	396.0	440.0				V	683
2886	PRODUCE	produce	454.0	340.0	431.0	396.0		V	1818
2887	THAW (DEW)	thaw	414.0	482.0	381.0	466.0		V	2380
289	MOLD	mould	476.0	398.0				V	1508
2892	MAKE ANGRY (ANNOY)	annoy	311.0	457.0				V	97
2893	NOTICE (SOMETHING)	notice	383.0	444.0	369.0	467.0		N	1571
2894	TUMBLE (FALL DOWN)	fall	210.0	519.0		547.0		V	838
2899	JOG (SOMETHING)	jog	551.0	510.0		504.0		V	1267
2900	PROTECT	protect	409.0	425.0				V	1835
2901	SWING (SOMETHING)	swing	237.0					V	2329
2902	BRAWL (FIGHT)	fight	284.0		261.0	543.0		V	871
2903	CHAT (WITH SOMEBODY)	chat	348.0	508.0				V	379
2904	RINSE	rinse	340.0	514.0		465.0		V	1967
2906	TRANSLATE	translate	532.0	405.0				V	2450
2907	ROT	wither	467.0			438.0		V	2643
2909	PREPARE	prepare	411.0	379.0				V	1799
2911	BACKWARD	backwards	294.0	451.0				F	183
2912	FORWARD	forward	311.0			329.0		F	932
2914	ONCE (IN THE PAST)	once	239.0			322.0		F	1613
2916	INSTANTLY (IMMEDIATELY)	instantly	432.0	325.0				ADV	1217
2919	STILL (CONTINUING)	still	310.0			345.0		F	2266
292	RUG	carpet	244.0			538.0		N	352
2920	SUDDENLY	suddenly	370.0	327.0				ADV	2299
2921	THEN	then	271.0			204.0		F	2388
2924	A LITTLE	bit	220.0	340.0		432.0		N	255
2925	HITHER (HERE TO)	hither	508.0	177.0				F	1126
2926	HARDLY	hardly	401.0			256.0		ADV	1078
2927	FROM HERE	hence	519.0	173.0				F	1104
2929	BENEFIT	benefit	496.0	348.0		445.0		N	237
2932	COLD (CHILL)	chill	376.0	381.0				N	398
2937	FAIRY TALE	tale	266.0			363.0		N	2337
2947	DAMAGE (INJURY)	damage	344.0	531.0	358.0	443.0		N	564
2950	MEANING	meaning	392.0	243.0				N	1444
2954	SLICE	slice	269.0	546.0	292.0	507.0		N	2161
2955	STATE (POLITICS)	state	467.0	277.0		511.0		N	2252
2960	LONGING (WISH)	desire	451.0	426.0		368.0		N	625
2968	REASON	reason	396.0	298.0	383.0	285.0		N	1894
2975	THOUGHT	thought	372.0	332.0	347.0	348.0		N	2403
2976	VIOLENCE	violence	441.0	546.0				N	2546
2979	WALK (MANNER)	walk	230.0	558.0	206.0	505.0		N	2558
298	SHRIEK	shriek	374.0	464.0	406.0	515.0		V	2111
2982	GIFT	present	308.0	426.0		481.0		A	1802
299	SCOLD	scold	392.0	426.0				V	2024
2991	SKI	ski	473.0	604.0		615.0		V	2146
2993	STROKE (OF PEN)	stroke	538.0	459.0		481.0		N	2278
2996	WEALTH	wealth	437.0			500.0		N	2583
2999	EVERYWHERE	everywhere	279.0	416.0				F	807
300	RATTLE	rattle	195.0	553.0	261.0	554.0		N	1886
3003	SOLID	solid	394.0	438.0				A	2194
3005	FAMILIAR	familiar	446.0	364.0				A	840
3006	SPACE (AVAILABLE)	space	387.0	460.0	319.0	538.0		N	2217
3020	BREAK (BREAKING)	break	230.0	537.0		398.0		V	289
303	ABSTAIN FROM FOOD	abstain	583.0	373.0				V	12
3033	SCARED	afraid	246.0			451.0		A	45
3044	BOVINE	cow	174.0		190.0	632.0		N	527
3055	SWINDLE	cheat	335.0	405.0		457.0		N	381
3058	GRAZE	graze	315.0	432.0		470.0		N	1026
3068	COOL DOWN	cool	279.0	417.0		429.0		V	508
3073	MANAGE	manage	426.0			303.0		V	1416
3077	SWALLOW (BIRD)	swallow	388.0	566.0	308.0	554.0		N	2315
3078	IRRIGATE	water	286.0	561.0	153.0	632.0		V	2577
3080	SPLIT OPEN	crack	305.0	492.0				N	530
3089	GIRAFFE	giraffe	342.0	628.0	407.0			N	986
3095	POSTMAN	postman	256.0	646.0				N	1785
3108	BOX (SOMEBODY OR SOMETHING)	box	340.0	504.0	192.0	591.0		V	283
3109	BRUSH (TEETH)	brush	236.0	561.0	214.0	570.0		V	308
3111	CONDUCT	conduct	448.0	464.0				V	481
3113	FILE (SOMETHING)	file	494.0	464.0		442.0		V	873
3114	GRATE (SOMETHING)	grate	324.0	494.0		424.0		N	1023
3118	IRON (CLOTHES)	iron	290.0	585.0	281.0	561.0		V	1246
3120	MOP (SOMETHING)	mop	331.0	502.0				V	1499
3121	OPERATE (MEDICINE)	operate	467.0					V	1617
3123	PHOTOGRAPH (SOMETHING)	photograph	385.0	541.0	317.0	618.0		V	1718
3126	POST (SOMETHING)	post	288.0	530.0	306.0	518.0		V	1784
3128	SHOWER (ACTION)	shower	484.0	568.0	342.0	615.0		V	2109
3129	SKATE	skate	357.0	562.0		563.0		V	2144
3130	SPILL (SOMETHING)	spill	249.0	517.0				V	2229
3131	SUNBATHE	sunbathe	410.0	599.0				V	2307
3134	TYPE (ON SOMETHING)	type	460.0	276.0	383.0	395.0		N	2478
3135	VACUUM (SOMETHING)	vacuum	439.0	599.0		479.0		V	2524
3142	BISON	bison	471.0			541.0		N	254
3143	POLAR BEAR	polar bear	379.0	616.0				N	1765
3144	GORILLA	gorilla	383.0			634.0		N	1013
3145	HIPPOPOTAMUS	hippopotamus	355.0	635.0				N	1121
3146	CHEETAH	cheetah	456.0	562.0				N	387
3147	HAMSTER	hamster	425.0			581.0		N	1069
3151	CUT (WITH AXE)	chop	297.0		317.0	575.0		V	406
3160	SLAP	slap	284.0	531.0		542.0		V	2156
3181	MUSTARD	mustard	331.0			599.0		N	1524
3199	TWIST (AROUND)	twist	338.0	521.0		529.0		V	2476
3204	INSULT	insult	452.0	378.0		477.0		N	1222
321	CHEW	chew	223.0			527.0		V	392
3230	DECEIVE	deceive	512.0	356.0				V	580
3238	ALLOW	let	425.0	383.0				V	1341
3247	KIWIFRUIT	kiwi	544.0	510.0				N	1298
326	CLOAK	gown	410.0	580.0		578.0		N	1015
3282	GROOM	groom	452.0	482.0				V	1044
3290	IMPEL	drive	330.0					V	717
3302	QUARREL (VERB)	argue	319.0			412.0		V	128
3303	PICTURE (PAINTING)	picture	232.0	600.0	219.0	581.0		N	1725
3304	PICTURE (PHOTOGRAPH)	photograph	333.0	623.0	317.0	618.0		N	1717
3306	NAIL	hammer	297.0	552.0	278.0	618.0		V	1068
3309	STRIKE (SOMETHING)	hit	230.0					V	1125
3311	FLOWING BODY OF WATER	river	254.0			633.0		N	1970
3312	SHORT (TIME)	brief	439.0	294.0		344.0		A	297
332	RAG	rag	295.0	475.0				N	1874
3325	PEARL	pearl	374.0			590.0		N	1699
3371	WASH (ONESELF)	wash	195.0	584.0	186.0	522.0		V	2573
3382	PEACOCK	peacock	364.0	612.0	518.0			N	1697
3384	WEASEL	weasel	458.0	518.0				N	2587
3404	TILE	tile	484.0	461.0				V	2421
3413	IN THIS WAY	thus	456.0			267.0		F	2416
3446	PINK	pink	277.0	577.0				N	1733
3447	BEGIN OR START	begin	271.0	356.0				V	224
3453	MANY PIECES	many	318.0			393.0		F	1419
3455	COMMEND	praise	402.0	414.0		467.0		V	1792
3458	SILENCE	silence	460.0	331.0	333.0	470.0		V	2126
3467	HELP (ASSISTANCE)	help	269.0	405.0	222.0	464.0		N	1099
3472	DANCE (MOVEMENT)	dance	295.0	553.0		510.0		N	568
353	STRIKE	strike	432.0	494.0				V	2277
3535	BE DEFEATED	beat	313.0	490.0		406.0		V	215
354	POUND	pound	340.0	504.0	308.0	553.0		N	1787
3543	SAW (SOMETHING)	saw	336.0	507.0	269.0	531.0		V	2018
3544	WAVE (VERB)	wave	213.0			542.0		V	2578
355	CUT DOWN	fell	231.0	455.0		431.0		V	860
3551	FETCH	fetch	284.0	459.0				V	863
3552	GREET	greet	413.0	494.0				V	1035
357	HANG UP	hang	341.0			537.0		V	1070
3616	FAINT (PASS OUT)	faint	408.0			466.0		V	834
3618	STAMP	stamp	269.0	494.0				V	2248
3629	HESITATE	hesitate	441.0			354.0		V	1109
363	DWELL (LIVE, RESIDE)	live	297.0			446.0		V	1367
3630	PLAN	plan	413.0	406.0		379.0		N	1742
3632	GENEROUS	generous	424.0			348.0		A	976
3635	ADULT	adult	290.0	655.0		526.0		N	33
3639	AVOID	avoid	422.0	340.0				V	165
3642	COMPLAIN	complain	402.0	444.0				V	466
3643	AGREE	agree	294.0	469.0				V	51
3649	PUNISH	punish	336.0			474.0		V	1854
365	SPLASH	splash	239.0	512.0				V	2234
3659	POLISH (SOMETHING)	polish	305.0	534.0	336.0	494.0		V	1769
3665	TRAVEL	travel	379.0	552.0		506.0		V	2451
3666	WANDER	wander	374.0			406.0		V	2562
367	RIDE	ride	243.0			483.0		V	1962
3674	ANTELOPE	antelope	446.0	596.0				N	101
3675	ZEBRA	zebra	370.0	648.0				N	2691
3676	SHREW	shrew	544.0	429.0				N	2110
3685	HISS	hiss	327.0	471.0				V	1124
369	OWE	owe	390.0					V	1654
3695	MOVEMENT	movement	346.0	433.0				N	1510
3700	LENGTHEN	lengthen	432.0	447.0				V	1338
3704	ODOR (SMELL)	smell	243.0	453.0		477.0		N	2172
3707	BEIGE	beige	452.0	476.0				N	228
3717	BADGER	badger	359.0	607.0				N	185
3718	GUINEA PIG	guinea pig	414.0	572.0				N	1057
3720	BUDGERIGAR	budgerigar	376.0	616.0				N	314
3734	CHIMPANZEE	chimpanzee	376.0	620.0				N	399
3739	MARTEN	marten	611.0	262.0				N	1427
3747	SHAPE	shape	297.0	471.0	303.0	471.0		N	2081
3749	HATE (LOATHING)	hate	333.0	395.0	278.0	462.0		N	1082
3750	KHAKI	khaki	469.0	518.0				N	1286
3752	LILAC	lilac	421.0	584.0				N	1355
3753	MAGENTA	magenta	568.0	424.0				N	1399
3761	EMOTIONAL	emotional	553.0			453.0		A	759
377	LOUD	loud	256.0			448.0		A	1384
378	PINCH	pinch	288.0	496.0				V	1731
379	BLUNT	dull	532.0	216.0		373.0		V	723
3797	OSTRICH	ostrich	427.0	574.0				N	1638
3809	SCREAM (PRODUCE A CRY)	scream	288.0		275.0	589.0		V	2033
3831	RENT (SOMETHING)	hire	471.0	347.0				V	1122
3833	PUT (IN A STANDING POSITION)	put	256.0			263.0		V	1860
3834	LOVE (AFFECTION)	love	251.0	503.0	303.0	569.0		N	1385
3843	BUT	but	233.0	208.0		206.0		F	332
3847	INTEREST (FEELING)	interest	407.0	385.0	411.0	359.0		N	1226
385	RESPECT (SOMEBODY)	respect	469.0	368.0	433.0	343.0		V	1948
3854	SADNESS	sadness	370.0	477.0				N	2002
3861	FAIL	fail	378.0	379.0		380.0		V	832
3867	ALCOHOLIC (PERSON)	alcoholic	583.0	585.0				N	64
3869	ANXIOUS	anxious	475.0			376.0		A	105
3876	DENTIST	dentist	295.0			622.0		N	609
3879	IMAGINE	imagine	374.0	413.0				V	1189
3882	ROSE	rose	301.0			623.0		N	1980
3888	SKUNK	skunk	501.0			652.0		N	2151
3899	ATTACKING	attack	387.0	547.0		501.0		V	152
3902	TRUST (SOMEBODY)	trust	409.0	347.0	400.0	356.0		N	2460
3903	SYMPATHIZE	sympathise	542.0	354.0				V	2332
3914	TURQUOISE	turquoise	484.0	545.0				N	2471
392	MAGIC	magic	308.0	482.0	281.0	458.0		N	1400
3951	PANDA	panda	452.0	600.0				N	1666
3962	DISCIPLINE	discipline	469.0	465.0		386.0		V	655
3966	CONCEPT	concept	592.0			258.0		N	478
3972	EXCITED	excited	328.0	507.0				A	814
3976	EXPLODE	explode	391.0					V	820
3984	THESE (PLURAL OF THIS)	these	260.0			267.0		F	2394
3985	THOSE (PLURAL OF THAT)	those	286.0			247.0		F	2401
399	PLANTAIN	banana	193.0		190.0	644.0		N	192
40	ENVY	envy	456.0	363.0	431.0	375.0		N	784
4008	SANDWICH	sandwich	260.0	644.0				N	2012
4031	IRON (PRESSING)	iron	308.0	557.0	281.0	561.0		N	1245
41	IGNORE	ignore	430.0			400.0		V	1184
419	SEVERE	severe	432.0			352.0		A	2074
421	RETREAT	retreat	467.0	408.0	431.0	408.0		V	1952
425	BE LATE	late	277.0			387.0		A	1318
43	LEAD (GUIDE)	guide	405.0	428.0	367.0	482.0		V	1054
44	INJURE	injure	385.0	460.0				V	1212
45	EVIL	evil	372.0			434.0		N	808
477	LATE	later	325.0	305.0				F	1319
483	COMPOUND	compound	589.0	338.0				N	469
484	CONDEMN	condemn	525.0			349.0		V	479
485	DISAPPEAR	disappear	346.0	469.0				V	651
487	SHY	shy	286.0	389.0				A	2115
488	MANNER	manner	448.0			342.0		N	1418
492	THREE	three	178.0			495.0		NUM	2407
493	FIVE	five	208.0			529.0		NUM	889
498	CALF OF LEG	calf	294.0			565.0		N	338
499	CURE	cure	392.0	461.0	350.0	397.0		V	555
5	GAZELLE	gazelle	523.0	525.0				N	972
500	CRUEL	cruel	303.0			422.0		A	546
501	LIFT	lift	277.0		311.0	482.0		V	1350
504	LEARN	learn	280.0			361.0		V	1329
509	CERTAIN	certain	372.0	268.0				A	363
522	WOLF	wolf	316.0	616.0		610.0		N	2646
523	BACK OF HEAD	rear	407.0			455.0		N	1893
526	HOWL	howl	324.0	507.0	269.0	536.0		V	1154
54	SHRINK	shrink	404.0	408.0				V	2112
550	DILUTE	dilute	486.0	433.0				V	643
554	HINDER	hinder	450.0	352.0				V	1117
564	YOUNG (OF MAN)	young	286.0			521.0		A	2680
57	ATOP	upon	260.0			334.0		F	2512
579	BATTLE	battle	319.0	580.0		597.0		N	209
58	LIQUID	liquid	368.0	542.0	343.0	589.0		A	1359
581	COME BACK	return	398.0	367.0		293.0		N	1953
583	KIND OR POLITE	kind	267.0	397.0		383.0		A	1290
584	DIFFICULT	hard	273.0			460.0		A	1076
586	GARDEN	garden	239.0	663.0	186.0	635.0		N	964
594	PIECE	piece	264.0	362.0		395.0		N	1727
597	PHYSICIAN	doctor	241.0	652.0		600.0		N	694
600	STRANGE	odd	316.0	373.0				A	1592
604	GLASS	glass	254.0	605.0		585.0		N	991
612	HEAT	heat	299.0	510.0	278.0	507.0		N	1093
615	HORSE	horse	208.0		267.0	624.0		N	1144
617	ICE	ice	253.0	630.0	261.0	635.0		N	1177
632	LIZARD	lizard	421.0			632.0		N	1368
648	PAPER	paper	225.0	595.0	229.0	590.0		N	1668
651	SEAL	seal	376.0	556.0	328.0	563.0		N	2043
653	PLANT (VEGETATION)	plant	293.0	561.0		605.0		N	1746
655	POISON	poison	370.0	510.0	364.0	513.0		N	1762
656	POLICE	police	292.0	674.0				N	1767
657	PRICE	price	355.0	442.0				N	1809
661	RELIGION	religion	383.0			434.0		N	1924
665	BEE	bee	193.0		228.0	623.0		N	220
667	ROAD	way	275.0			315.0		N	2580
672	EARLY	early	288.0			376.0		A	729
679	BRIGHT	bright	292.0			489.0		A	298
680	BREAK (DESTROY OR GET DESTROYED)	break	376.0	449.0		398.0		N	288
681	DESTROY	destroy	393.0			444.0		V	629
682	SIDE	side	295.0	331.0		386.0		N	2119
683	PERSON	person	322.0			562.0		N	1709
684	OWN	own	311.0	366.0		337.0		F	1655
685	DECIDE	decide	363.0	327.0				V	583
686	EASY	easy	267.0			321.0		A	735
687	NOTHING	nothing	273.0	319.0				F	1570
689	BETWEEN	between	286.0	418.0				F	244
692	BRING	bring	247.0	346.0				V	300
693	FROM	from	251.0			239.0		F	947
694	GET	get	251.0			264.0		V	983
695	GO	go	221.0	434.0		364.0		V	1000
696	STIR	stir	299.0					V	2267
698	WISE	wise	359.0			412.0		A	2640
699	SAD	sad	258.0			419.0		A	2000
7	GATHER	pick	273.0			513.0		V	1723
703	SOON	soon	234.0			278.0		F	2204
704	CLEAN	clean	213.0	546.0		454.0		A	426
705	GO UP (ASCEND)	ascend	448.0	506.0				V	137
707	REMEMBER	remember	327.0	391.0				V	1926
709	TEACH	teach	304.0			429.0		V	2357
712	RICH	wealthy	452.0	465.0				A	2585
713	STEAL	steal	327.0	486.0		448.0		V	2257
715	SHOUT	shout	247.0			484.0		V	2107
716	GROAN	groan	399.0		342.0	506.0		V	1042
717	SWEET	sweet	172.0	582.0		493.0		N	2324
718	PAY	pay	322.0	492.0				N	1693
719	FIND	find	258.0	432.0	272.0	370.0		V	876
722	ATTACK	attack	385.0	546.0		501.0		N	151
723	PLACE (POSITION)	place	394.0	340.0	269.0	377.0		V	1739
726	WHILE	while	336.0			302.0		F	2618
727	WHICH	which	301.0			257.0		F	2615
728	FIRST	first	235.0			388.0		NUM	884
731	BEVERAGE	drink	166.0	573.0	211.0	553.0		N	715
732	YOUR (SINGULAR)	your	256.0			289.0		F	2683
733	EARN	earn	397.0			437.0		V	730
734	MAKE	made	292.0			351.0		V	1398
737	LIGHT (IGNITE)	light	295.0			542.0		V	1351
738	THING	thing	247.0			358.0		N	2397
739	FEED	feed	227.0					V	857
743	END (OF TIME)	end	239.0	471.0		462.0		N	766
746	SHOP	shop	221.0	593.0	236.0	561.0		N	2093
749	ENTER	enter	334.0	480.0				V	780
752	STORE	store	394.0	408.0		506.0		V	2270
754	HURRY	hurry	299.0	498.0				V	1166
755	DENY	deny	410.0	335.0				V	611
76	YOUNG MAN	man	176.0	620.0		567.0		N	1415
762	OUTSIDE	outside	253.0			419.0		F	1649
764	SUIT	suit	368.0	568.0		536.0		N	2303
769	ROOF	roof	519.0	413.0		604.0		V	1978
773	HAVE	have	253.0			271.0		V	1085
779	PART	part	324.0	284.0	314.0	340.0		F	1678
78	THAT	that	248.0			225.0		F	2378
780	OUR	our	254.0			315.0		F	1643
781	FEAR (FRIGHT)	fear	303.0	494.0		394.0		N	855
782	DEFEAT	defeat	416.0	383.0		402.0		N	590
784	SNOW	snow	206.0	643.0		597.0		N	2180
785	STRONG	strong	280.0			463.0		A	2280
787	SAIL	sail	317.0			597.0		V	2008
789	PEOPLE	people	290.0	568.0	281.0	548.0		N	1705
790	READY	ready	260.0	317.0				A	1889
812	SLAVE	slave	417.0	504.0	386.0	564.0		N	2158
813	DO	do	439.0	382.0		247.0		N	691
814	DRESS UP	dress	231.0		222.0	595.0		V	712
817	THEY	they	232.0			312.0		F	2395
82	ANGER	anger	288.0	566.0		488.0		N	90
825	AWAKE	awake	326.0	514.0				V	167
83	FORBID	forbid	394.0			367.0		V	915
834	BUTTOCKS	bottom	185.0			436.0		N	280
836	SCREWDRIVER	screwdriver	342.0			617.0		N	2034
837	BLUE	blue	206.0			569.0		N	260
84	JUST	just	359.0			221.0		F	1280
843	SPIDER	spider	254.0			597.0		N	2228
844	KIND (THING)	kind	361.0	246.0		383.0		N	1291
845	MURDER	murder	426.0	562.0	381.0	549.0		V	1517
846	TIGER	tiger	331.0			606.0		N	2420
85	GIVE BACK	return	387.0	422.0		293.0		V	1954
850	SQUARE	place	329.0	406.0	269.0	377.0		N	1738
860	CAUSE	cause	416.0	228.0	408.0	282.0		V	361
861	JUDGE	judge	448.0	566.0		558.0		N	1275
864	PUMPKIN	pumpkin	413.0	578.0	369.0			N	1850
873	TAX	tax	546.0	421.0	469.0	446.0		N	2352
876	ARCH	arch	353.0	628.0	367.0	557.0		N	121
879	COUGH	cough	226.0					V	516
880	REPEAT	repeat	425.0	382.0	367.0	351.0		N	1935
882	PARROT	parrot	337.0	622.0				N	1676
884	SHARE	share	299.0	402.0				N	2082
885	OPPOSITE	opposite	407.0	406.0				A	1622
889	FLAME	flame	252.0	617.0	261.0	598.0		N	890
892	TIME	time	282.0	405.0		413.0		N	2422
894	TOAD	toad	368.0			591.0		N	2432
895	TORTOISE	tortoise	331.0			539.0		N	2442
897	SWALLOW	swallow	284.0	531.0	308.0	554.0		V	2316
9	ANNOUNCE	announce	414.0	424.0				V	96
900	TRAIN	train	443.0	406.0		593.0		V	2447
906	TREE	tree	213.0		203.0	622.0		N	2455
908	DRUM	drum	319.0	502.0		599.0		V	720
909	GARBAGE	rubbish	301.0	578.0				N	1990
910	DEATH	death	342.0			498.0		N	576
912	COYOTE	coyote	572.0	371.0				N	529
913	CROW	crow	279.0	591.0	308.0	578.0		N	545
914	SCULPTOR	sculptor	564.0	510.0				N	2039
915	SINK (BASIN)	sink	236.0	547.0	219.0	599.0		N	2137
92	SPOIL (SOMEBODY OR SOMETHING)	spoil	323.0	387.0				V	2237
923	LOVE	love	297.0		303.0	569.0		V	1386
928	EMBRACE	hug	245.0					V	1157
930	VILLAGE	town	310.0			553.0		N	2446
935	WAR	war	366.0	596.0	314.0	551.0		N	2565
944	SALMON	salmon	398.0	609.0				N	2011
952	WEATHER	weather	292.0	564.0	292.0	537.0		N	2588
953	RAPE	rape	624.0	492.0		565.0		V	1880
954	WELL	well	288.0	432.0		522.0		F	2597
957	WHALE	whale	368.0	634.0		623.0		N	2604
960	WIND	wind	239.0	557.0		535.0		N	2637
962	WOMAN	female	338.0	636.0				N	861
963	BOOK	book	174.0	655.0	214.0	591.0		N	272
965	WORLD	world	340.0			560.0		N	2656
969	CIGARETTE	cigarette	264.0		362.0	645.0		N	417
97	THROUGH	through	357.0			320.0		F	2412
971	MUST	must	273.0			247.0		V	1523
972	BE ABLE	can	197.0	416.0		369.0		V	344
976	WEAR	wear	260.0	483.0		328.0		V	2586
979	FARMER	farmer	273.0	617.0				N	845
98	ALL	all	180.0			332.0		F	69
984	WORK (LABOUR)	work	288.0	507.0		458.0		N	2654
987	REMAIN	stay	311.0	293.0		321.0		V	2255
991	FRY	fry	325.0	562.0				V	954
999	JOINT	joint	402.0	496.0				N	1270
