CONCEPTICON_ID	CONCEPTICON_GLOSS	ENGLISH	ENGLISH_VALENCE_MEAN	ENGLISH_AROUSAL_MEAN	ENGLISH_DOMINANCE_MEAN	ENGLISH_VALENCE_MEAN_MALE	ENGLISH_VALENCE_MEAN_FEMALE	ENGLISH_AROUSAL_MEAN_MALE	ENGLISH_AROUSAL_MEAN_FEMALE	ENGLISH_DOMINANCE_MEAN_MALE	ENGLISH_DOMINANCE_MEAN_FEMALE	ENGLISH_VALENCE_MEAN_YOUNG	ENGLISH_VALENCE_MEAN_OLD	ENGLISH_AROUSAL_MEAN_YOUNG	ENGLISH_AROUSAL_MEAN_OLD	ENGLISH_DOMINANCE_MEAN_YOUNG	ENGLISH_DOMINANCE_MEAN_OLD	ENGLISH_VALENCE_MEAN_HIGH	ENGLISH_VALENCE_MEAN_LOW	ENGLISH_AROUSAL_MEAN_HIGH	ENGLISH_AROUSAL_MEAN_LOW	ENGLISH_DOMINANCE_MEAN_HIGH	ENGLISH_DOMINANCE_MEAN_LOW	LINE_IN_SOURCE
1596	LOCK	lock	4.56	3	4.11	3.88	5.1	2.86	3.08	3.36	5.29	3.91	5.57	2	3.82	4.09	4.14	5.17	4.25	3.25	2.83	3.78	4.44	7188
1597	AIRPLANE	plane	5.72	4.91	5.07	6	5.59	5	4.83	4.33	5.71	6.06	5.5	4.36	5.45	5.05	5.08	5.22	6.14	4.83	5	4.62	5.57	9111
1598	NORTH	north	5.72	2.15	5	4.75	6.5	2.14	2.15	4.45	5.86	5.27	6.43	1.44	2.73	4.91	5.14	6.17	5.5	2.38	2	4.44	5.56	8246
1599	WORD	word	5.77	4	6.22	6.33	5.4	3	4.5	6.44	6.12	5.71	5.57	4.33	3.75	6.9	5.38	5.38	6	3.8	4.5	5.5	6.8	13808
16	SLED	sled	6.35	3.25	5.6	6.4	6.33	3.09	3.44	5.12	6.44	6.43	6.3	2.78	3.64	5.5	6	6.38	6.33	4.11	2.55	6.33	5.37	11287
160	SET (HEAVENLY BODIES)	set	5.23	3.1	5.81	5.17	5.27	2.86	3.21	5.62	6	5.07	5.57	3.56	2.75	5.78	5.86	5.38	5.14	3.2	2.83	5.57	6	10962
1600	SKIRT	skirt	6.14	4.88	5.86	6.25	6.08	5.31	4.36	6.31	5.12	6.75	6	5.71	3.7	6.75	4.67	6.73	5.5	5.86	4.47	5.82	5.9	11259
1601	WEAK	feeble	3.87	3.68	3.53	4.31	3.64	4	3.5	2.2	5.43	4.29	3.35	4	3.42	3	3.9	3.25	4.15	3.43	4.12	3.56	3.5	4539
1603	MOSQUE	mosque	4.11	3	4.04	4.6	3.92	3	3	4.12	3.89	4.14	4.09	2.44	3.45	4	4.2	4.56	3.67	3.22	2.82	3	4.37	7918
1605	SKULL	skull	3.63	4.98	4.19	4	3.46	4.9	5.04	3.78	4.5	4	3.22	5.4	4.45	3.09	5.4	3.91	3.25	5.56	4.66	5.3	3.18	11262
1606	INSIDE	interior	5.79	3.86	5.54	4.5	6.38	4.5	3.1	5.75	5.44	6	5.56	4.44	3.46	5.59	5.5	5.91	5.62	3.85	3.89	4.75	5.94	6518
1607	HATE	hate	1.96	6.26	4.47	2.35	1.64	6	6.38	4.39	4.58	2.12	1.74	5.76	6.6	4.28	4.73	1.76	2.1	6.5	5.94	4.56	4.35	5635
1608	LISTEN	listen	6.91	3.76	5.56	6.33	7.2	3.43	3.93	5.33	6	7.14	6.57	3.78	3.75	5.4	5.75	7	6.86	3.93	3.33	6	5.2	7145
1609	IDEA	idea	7.05	4.66	6.11	7.86	6.67	4.67	4.6	5.6	6.54	7.27	6.82	4.29	5	5.91	6.33	7.11	7	5.17	4.26	6.38	5.87	6076
161	MISS (A TARGET)	miss	4.1	3.9	5.12	3.67	4.21	2.71	4.5	5.38	4.88	3.92	4.29	3.67	4.08	6.11	3.86	4.12	4.08	3.67	4.5	4.43	5.67	7777
1610	PROSTITUTE	harlot	4.58	5.6	4.25	2.67	4.73	6.3	4.9	4.4	4.1	3.67	4.75	6	5.38	3.88	4.5	4	4.92	4.9	6.3	3.91	4.67	5614
1611	INVITE	invite	5.68	5.1	6.95	5.15	6.44	5.43	4.92	6.71	7.08	5.58	5.8	4.44	5.64	6.7	7.22	5	6.25	4.62	6	6.92	7	6596
1612	LETTER	letter	5.68	3.19	5.97	5.67	5.73	3	3.29	6.13	5.8	6.67	5.25	3.6	2.82	5.86	6.12	6.43	5.25	2.62	3.54	5.87	6.07	7042
1613	COLOR	color	7.05	3.18	5.95	6.17	7.46	3.17	3.2	5.55	6.36	6.6	7.56	3.11	3.23	5.79	6.27	7.09	7	3.08	3.33	6.16	5.8	2337
1614	SUMMIT	summit	5.5	4.35	4.45	5.5	5.5	4.64	4	4.5	4.44	5.2	5.75	3.55	5.33	4.31	4.67	5.9	5.17	5	4	4.5	4.42	12065
1615	ESCAPE	escape	5.5	4.55	5.44	5.62	5.4	5.29	4.15	5.64	5.14	5.64	5.29	4.56	4.55	5.36	5.57	5.5	5.5	4.62	4.5	5	5.89	4212
1616	CLOTH	cloth	6.2	2.58	5.4	5.62	6.58	3.5	2.28	5.45	5.33	6.45	5.89	2.9	2.36	5.08	6	5.57	6.54	1.38	3.19	5.5	5.33	2231
1617	GRANDCHILD	grandchild	7	3.9	5.68	6.67	7.13	3.25	4.33	5.5	5.9	6.33	7.5	3.11	4.55	5.14	5.93	6.55	7.5	4.57	3.54	5.3	6	5330
1618	GRANDSON	grandson	6.22	3.36	5.39	5.83	6.42	3.09	3.64	5.64	5.24	5.7	6.88	2.82	3.91	5.5	5.2	6.5	6.08	3	3.57	5.33	5.44	5340
1619	GRANDDAUGHTER	granddaughter	6.86	4.6	5.33	6.5	7.08	4	4.8	5.36	5.32	6.77	7	4	5.5	4.9	5.88	7	6.73	3.78	5.27	5.14	5.45	5333
162	HICCOUGH	hiccup	4.5	3.95	3.72	4	4.62	3.25	4.12	4.89	3.06	5.12	4.08	3.5	4.36	4	3.36	4.78	4.27	4.27	3.6	2.14	4.33	5775
1620	SON	son	6.91	4.43	5	6.67	7.07	4.29	4.5	4.67	5.12	6.64	7.57	3	5.5	5.1	4.88	7.25	6.71	4.47	4.33	5.12	4.9	11478
1621	SNEEZE	sneeze	4	4.81	3.2	4.67	3.11	4.57	4.93	3.8	2.8	2.75	4.29	4.3	5.27	2.14	3.61	4.33	3.75	5	4.69	3.81	2.11	11393
1622	SHIRT	shirt	5.56	2.3	5.67	4.38	6.5	1.86	2.54	5.55	5.86	5	6.43	1.67	2.82	6.09	5	6.67	5	2	2.5	5.56	5.78	11058
1623	SPEAK	speak	5.91	4.19	5.89	6	5.87	3.57	4.5	5.44	6.25	5.57	6.57	3.67	4.58	5.4	6.5	6.25	5.71	4	4.67	5.88	5.9	11552
1624	EMPTY	empty	3.78	2.25	3.61	3.25	4.2	1.86	2.46	3.09	4.43	3.55	4.14	1.67	2.73	3.73	3.43	4	3.67	2.38	2.17	2.89	4.33	4069
1625	DEAD	dead	2.02	3.91	2.66	2.05	2	4	3.93	2.61	2.55	1.87	2.21	4.8	3.25	2.41	3.06	2.06	2	4	3.9	1.44	2.97	3111
1626	EXPLAIN	explain	5.41	4	6.22	5.5	5.33	3.57	4.21	6.11	6.38	5.36	5.43	3.89	4.08	6.1	6.38	5.62	5.29	3.8	4.5	6.25	6.2	4354
1627	CHAIN	chain	4.79	4.05	4.2	4.67	4.81	4.5	3.87	4.67	4	4.5	5.11	4.14	4	4.1	4.3	4.73	4.88	4.08	4	4.33	4	1922
1628	SQUIRREL	squirrel	5.71	4.48	5.62	4.8	6	5.17	3.73	5.27	5.67	5.67	5.78	4.69	4	5.55	5.7	5.38	5.92	4	4.58	6	5.43	11694
1629	EVENING	evening	7.09	3.1	5.22	6.83	7.2	3.14	3.07	4.67	5.75	6.86	7.57	3.33	2.92	5.7	4.62	6.12	7.64	2.87	3.67	4.38	5.9	4253
163	BLACK	black	5.4	3.58	5.48	4.64	6.33	4	3.45	5.31	5.57	6.45	4.11	3.36	3.71	5.48	5.48	4.6	6.2	3.41	3.71	5.39	5.54	1179
1631	FAST	swift	5.83	4.88	6.24	6.22	5.52	5.06	4.78	6.06	6.62	6.03	5.27	5.06	4.78	6.39	6.14	5.68	5.95	5.35	4.48	6	6.5	12189
1632	FLOOR	floor	5.14	3.33	6.39	5	5.2	3	3.5	6.89	5.75	5.07	5.29	3.67	3.08	7.1	5.5	5.25	5.07	3.73	2.33	6.25	6.5	4756
1633	FLAT	flat	4.43	3.04	4	4.4	4.44	3.75	2.27	3.82	3.78	4	5	3.25	2.57	4.09	3.9	4.5	4.38	4	2.84	5.14	3.43	4713
1634	HUNDRED	hundred	6.5	3.7	5.67	6.12	6.8	3.29	3.92	5.91	5.29	6	7.29	3.44	3.91	6	5.14	7	6.25	4.12	3.42	4.89	6.44	6006
1635	OBEY	obey	5.13	4.1	4.43	5.03	5.22	3.79	4.32	4	4.82	5.04	5.28	3.65	4.5	3.98	4.88	5.41	4.91	4.21	3.98	4.1	4.8	8332
1638	TRUTH	truth	7.19	3.88	6.95	6.77	7.62	3.32	4.45	6.42	7.39	6.86	7.52	4.12	3.72	6.54	7.7	7.24	7.15	3.35	4.53	7.31	6.65	12866
1639	BEER	beer	5.67	4.3	5.33	5.62	5.7	4.71	4.08	5.09	5.71	5.73	5.57	4.44	4.18	5.73	4.71	5.83	5.58	5.12	3.75	5	5.67	1028
164	KANGAROO	kangaroo	6.45	4.27	5.37	7	6.15	4.3	4.25	5.87	4.73	6.45	6.44	4.78	3.92	5.47	5.22	6.14	6.62	5.33	3.88	5.53	5.17	6768
1640	SIBLING	sibling	7.27	5.16	4.81	7.4	7.25	5.75	4.73	4.5	5.09	7.25	7.3	4.4	6	5	4.56	7.45	7.09	6	4	4.58	5.11	11136
1641	SILK	fabric	6.05	2.4	5.8	5.91	6.19	2.17	2.54	5.29	6.08	6.36	5.71	2.57	2.33	5.33	7.2	6.06	6.04	2.89	2	5.9	5.7	4417
1642	NIECE	niece	6.52	3.95	5.36	6.5	6.56	3.57	4.14	4.8	5.73	6	6.65	4.5	3.45	5.86	5.17	6.11	6.83	3.5	4.23	5	6	8183
1643	COUSIN	cousin	6.11	2.6	5.28	5.25	6.8	3	2.38	5	5.71	5.36	7.29	1.78	3.27	5.73	4.57	7.67	5.33	3.12	2.25	5.22	5.33	2822
1644	RELATIVES	relative	5.9	3.86	4.81	5.67	6.08	3.67	3.87	3.2	5.31	5.11	6.5	5	3.53	5	4.64	6.22	5.67	3.92	3.78	4.8	4.82	10111
1645	SHORT	short	5.67	2.62	4.39	5.62	5.7	2.71	2.57	3.82	5.29	5.64	5.71	1.67	3.33	4.55	4.14	6.17	5.42	3.33	2.08	4.22	4.56	11083
1646	GIRL	girl	7.15	5.23	5.27	7.44	6.91	6.4	4.25	4.6	5.83	7.2	7	5.8	4.47	6.18	4.36	6.76	7.42	5.27	5.21	4.64	5.91	5195
1647	FOAL	pony	6.71	4.29	5.9	6.25	7	3.67	4.5	6.64	5	6.75	6.67	5.7	3.29	6	5.71	6.14	7	3.88	4.5	5.12	6.42	9236
1648	ANVIL	anvil	5.05	4.4	5.38	5.18	4.89	4.86	4.15	5	5.77	5	5.11	4.91	3.78	5.41	5.33	4.8	5.3	3.75	4.83	5.5	5.31	483
165	WALLABY	wallaby	5.9	2.91	5.33	6.4	5.45	2.57	3.07	5.06	5.8	6.09	5.7	2	3.18	5.43	5.23	6.38	5.62	3.17	2.6	5.08	5.57	13533
1650	WATCH	watch	5.45	3.37	6.55	5.36	5.5	3.75	3.04	6.86	6.38	5.61	5.26	3.42	3.33	6.07	8	5.83	5.17	4.06	2.96	6.7	6.4	13580
1653	BLIND	blind	2.8	3.73	3.04	2.62	2.92	3.5	3.86	3.06	3.03	3	2.4	3.5	3.92	3.36	2.74	2.47	3.1	3.57	4	2.89	3.15	1224
1654	LIGHTNING	lightning	5.34	6.75	4	5.54	5	6.75	6.75	4	4	5.71	5.05	6.75	6.75	3.85	4.22	6.19	4.73	6.9	6.6	3.25	4.43	7096
1655	BLINK	wink	6.62	4.75	6.05	6.63	6.61	5.4	4.1	6.33	5.93	6.65	6.58	5.14	4.54	6.3	5.8	6.83	6.46	4.1	5.4	6.25	5.75	13749
1657	TRUE	real	7.09	4.05	5.89	6.17	7.47	4.57	3.79	5.56	6	6.79	7.71	3.78	4.25	6.4	5.25	6.62	7.36	4	4.17	5.62	6.1	9906
1659	DOLL	doll	5.88	3.51	5.66	5.71	6.1	4.07	3.21	5.1	6.03	6.4	5.74	4	3.16	5.67	5.75	6	5.79	3.89	3.21	5.39	5.82	3705
166	MAINLAND	mainland	5.3	3.67	5.71	5.8	5.13	3.8	3.62	5.15	6.36	5.3	5.3	4.29	3.27	5.38	6.38	6.5	4.79	2.83	4.08	5.11	6.07	7358
1663	BED	bed	7.16	3	6.73	7.25	7.09	3.71	2.64	6.48	6.96	6.62	7.48	2.6	3.36	6.84	6.64	7.08	7.26	3.12	2.92	6.42	7.1	1015
1664	RAFT	raft	5.7	4.55	5.76	5.89	5.55	5.1	4.08	4.88	6.31	5.79	5.5	4.88	4.36	5.62	5.85	5.8	5.6	4.9	4.25	5.44	6	9817
1665	BEAT	beat	4.38	5.52	5.59	5.17	4.21	5.71	5.43	6.22	4.88	4.85	3.86	5.22	5.75	6	5.12	4.38	4.38	5.6	5.33	5.75	5.44	1007
1666	MUTE	mute	3.95	2.45	4.18	4.14	3.85	3.33	1.73	5.17	3.81	4.2	3.56	2.62	2.33	4.73	3	3.56	4.27	2.38	2.5	3.64	4.73	8032
1667	HOLE	hole	5.28	2.95	3.72	4.62	5.8	3.71	2.54	4.18	3	5	5.71	2.67	3.18	3.73	3.71	5.67	5.08	3.88	2.33	3.78	3.67	5842
1668	GRIEF	sorrow	2.95	3.55	3.8	3.89	2.25	3.17	3.67	4.2	3.67	3.78	2.33	3.8	3.47	4.3	3.3	2.89	3	3.46	3.67	3.44	4.09	11496
1669	ANCESTORS	ancestor	6.37	3.73	4.81	6.57	6.25	4	3.5	5.47	4.18	5.9	6.89	3	4.23	4.94	4.89	5.33	6.85	4.83	3.31	4.8	4.83	402
167	MAIL	mail	6.28	3.81	5.26	5.94	6.5	3.14	4.14	4.65	5.65	6.29	6.33	4.5	3.18	4.59	6.38	6.26	6.29	2.88	4.38	5.84	4.79	7351
1671	TOWER	tower	5.24	3.86	5.45	5.64	5.17	4.16	3.61	5.35	5.57	5.33	5.14	4.74	3.13	5.19	5.64	5.05	5.45	3.62	4	5.44	5.46	12681
1672	WRITE	write	6.45	3.81	5.28	5.5	6.67	3.71	3.86	5.11	5.25	5.93	7.14	4.11	3.58	4.6	6.12	6.62	6.36	3.87	3.67	5	5.5	13857
1673	ARM	arm	5.44	3.44	6.02	5	5.78	4.25	2.96	5.48	6.6	5.6	5	2.89	3.81	5.37	7.06	5.53	5.36	4.04	2.7	6.56	5.89	583
1674	POOR	poor	3.67	4.67	4	3.83	3.57	4	5	3.75	4.25	4	3	4.11	5.08	4.33	3.57	3.62	3.69	4.87	4.17	3.57	4.33	9243
1675	PROMISE	promise	6.64	3.9	6.47	5.67	7	2.86	4.43	6.29	6.62	6.5	6.86	3.78	4	6.25	6.71	6.25	6.86	3.8	4.17	6.14	6.75	9544
1678	HUT	shelter	6.5	3.25	6.11	5.88	6.92	3.89	2.87	6.43	5.79	6.89	6.18	3.33	3.17	5.64	6.57	6.4	6.6	3.25	3.25	5.94	6.33	11031
1679	LOAD	burden	3.05	3.96	3.14	3.6	2.88	4.5	3.36	3.09	2.89	2.75	3.44	4.25	3.29	3.45	2.8	2.62	3.31	3.5	4.05	3	3.21	1610
168	REST	relax	7.82	2.38	6.94	7.33	8	2	2.57	6	7.88	7.36	8.71	3.44	1.58	7	6.88	7.5	8	2	3.33	6.62	7.2	10113
1680	HELMET	helmet	5.26	3.71	5.52	5	5.31	3.88	3.62	5	5.86	5.33	5.2	4	3.5	5.87	4.88	5	5.71	3.45	4	5	5.92	5732
1681	WAIST	waist	5.32	4	6.05	4.33	5.27	3.4	4.6	6.2	5.9	5.5	4.92	4.43	3.77	5.38	6.5	5	5.5	4.2	3.8	6.09	6	13522
1682	GUILTY	guilty	3.09	4.65	4.5	3.27	2.92	5	4.5	5.22	3.87	3.18	3.03	4.57	4.69	4.79	3.95	3.16	3	4.91	4.33	4.62	4.41	5474
1683	BUSH	bush	4.75	2.67	5	3.75	5	3	2.59	5.11	4.94	4.25	5.08	3	2.36	4.93	5.09	4.44	5	2.91	2.4	3.86	5.44	1632
1687	PRAISE	praise	7.65	5.45	6.57	8	7.46	5.44	5.45	6.5	6.6	7.4	8	4.88	5.83	6.53	6.67	7.78	7.55	5.88	5.17	7.2	6	9336
1688	FATE	fate	5.38	5.2	5.53	5.08	5.88	4.43	5.62	5.43	5.58	5.42	5.33	4.67	5.64	6.2	4.78	5.67	5.17	4.92	5.71	5.08	6.29	4497
1690	FENCE	fence	5.05	2.7	5.2	5	5.13	3.2	2.2	6.2	4.2	4.5	5.42	2.29	2.92	4.25	5.83	4.71	5.25	3.1	2.3	6	4.22	4560
1691	FLEXIBLE	flexible	6.74	4.45	6.68	5.33	7.38	5.82	3.09	7.09	6.41	6.82	6.62	5.55	3.36	6.17	7.6	7.33	6.46	5.12	4.07	6.83	6.56	4736
1696	SURRENDER	surrender	3.73	4.58	3.88	3.44	3.92	4.3	4.75	4.78	3.33	3	4.14	5.15	4	4.17	3.58	3.5	3.92	4.91	4.33	4.36	3.46	12142
1698	CURVED	curved	5.24	3.91	5.7	4.9	5.55	5	3.4	6	5.2	5.36	5.1	2.2	4.41	6.14	5.23	5.62	5	4.75	2.9	4.69	6.64	3022
1702	HOLY	sacred	6.95	5	5.12	7	6.9	5.73	4.33	4.64	5.64	7.1	6.82	5.82	4.25	4.76	6.12	6.5	7.23	3.5	5.8	5.56	4.88	10578
1703	SIX	six	4.85	3.18	5.58	4.4	5	3.75	3	5.62	5.55	5.1	4.6	4.43	2.3	5.31	6.12	6.17	4.29	1.6	3.83	5.22	5.8	11223
1704	SEVEN	seven	4.9	3.8	5.64	5	4.85	4.38	3.17	6.08	5	5	5.08	4.29	3.18	6.25	4.9	5.36	4.4	4.75	3.35	5.75	5.5	10967
1705	EIGHT	eight	5.37	3.48	5.26	4.67	5.5	4.25	3	4.44	5.79	5.33	5.4	3.44	3.5	5.13	5.5	5.67	4.86	3.36	3.6	5	5.46	3969
1706	ELEVEN	eleven	5	3.05	5.2	4.67	5.06	3	3.07	6.17	4.79	5	5	2.14	3.5	5.2	5.2	5.36	4.5	3.17	2.89	5.25	5.12	4007
1707	TWELVE	twelve	5.32	3.42	5.86	5	5.44	4	3	5.4	6.27	5.25	5.4	3.5	3.33	5.58	6.22	5.55	5.09	4	2.62	6.42	5.11	12925
1708	THIRTEEN	thirteen	5.11	4.36	4.46	4.17	5.54	5.33	3.2	3.38	5	5.1	5.11	5.44	3.62	4.24	5	5.27	4.88	4.38	4.33	4.12	4.62	12500
1709	FIFTEEN	fifteen	4.94	3.65	4.76	6	4.54	4.09	3.11	4.69	4.89	4.14	5.45	2.67	4.45	4.65	5.2	5	4.89	3.33	3.91	4.83	4.74	4606
1710	TWENTY	twenty	6.25	3.67	5.14	6.75	5.92	3.75	3.58	5.62	4.44	7.12	5.73	4.08	3.18	5.83	4.3	6.7	5.8	4.62	3.19	5.08	5.2	12926
1711	TELL	tell	5.27	3.86	4.94	5	5.33	2.86	4.36	5.89	4	5.36	5	3.67	4	5.1	4.75	5.12	5.36	3.73	4.17	5.62	4.4	12390
1712	OATH	oath	6.4	4	6.47	6.75	6.17	4.67	3.83	5	7.33	6.53	6	3.93	4.2	7	6	6	6.73	4	4	7.38	5.82	8326
1713	EIGHTEEN	eighteen	5.72	3.83	5.71	6.36	4.71	3.5	3.93	4.75	6.56	6.75	4.9	4.71	3.27	4.17	6.55	5.5	5.83	4.14	3.64	5.3	6.29	3970
1714	NINETEEN	nineteen	5.63	3.86	5.09	6.45	4.71	4.71	3.43	4.29	5.44	5.25	5.91	3.67	4	5.18	5	6.86	4.92	4.4	3.36	5.4	4.85	8203
1715	THIRTY	thirty	4.74	3.57	5.7	4.8	4.62	3.83	3.47	5.7	5.69	4.29	4.91	4.14	3.29	5.91	5.5	4.86	4.67	3.8	3.36	5.56	5.79	12501
1716	FORTY	forty	5	3.32	5.89	5.29	4.85	3.1	3.5	6.13	5.55	4.45	5.67	3.22	3.38	6	5.67	4.71	5.15	4.5	2.88	5.8	6	4889
1717	FIFTY	fifty	4.74	3.45	5.9	5.12	4.53	3.8	3.17	5.86	5.92	5.5	3.91	3.18	3.73	5.8	6.2	4.92	4.55	3.25	3.7	6.1	5.7	4607
1718	SIXTY	sixty	4.7	3.9	4.77	5.2	4.53	3.88	3.92	4.67	4.9	5.5	4.17	4.11	3.73	3.86	5.2	4	5.56	4.86	3.38	4.2	5.25	11226
1719	BURY	bury	1.95	5.55	4.79	2.15	1.67	5.29	5.69	5.71	4.25	2.17	1.7	5.11	5.91	4.9	4.67	2.1	1.83	6	4.71	4.58	5.14	1629
1720	SIGN	sign	5.27	3.19	5.38	4.83	5.47	2.57	3.5	4.75	6	5.5	4.86	3.11	3.25	6	4.75	5.62	5.07	3.07	3.5	4.38	6.38	11161
1721	SEVENTY	seventy	4.55	3.48	5.19	4.44	4.64	3.91	3.08	4.62	5.54	4.79	4	3.22	3.64	4.62	5.54	4	5.1	3.2	3.69	5.44	5	10969
1722	EIGHTY	eighty	5.43	3.41	4.41	5.44	5.42	2.67	3.53	3.83	4.62	5.22	5.58	4.4	3.12	3.91	4.91	5	5.75	3.31	3.56	4.7	4.17	3971
1724	NINETY	ninety	4.65	3.28	5.36	5.6	4.33	4	2.92	5.2	5.5	5.6	3.7	3.4	3.12	5.09	5.64	4.25	4.92	4.11	2.44	5.73	5	8204
1725	CORRECT (RIGHT)	correct	6.94	3.48	7.06	5.62	8	2.86	3.79	7	7.14	6.45	7.71	3.33	3.58	6.91	7.29	7.33	6.75	4.44	2.75	6.33	7.78	2757
1726	WET	wet	5.64	5	6.11	6.23	4.78	6.14	4.38	5.86	6.25	6.33	4.8	4.78	5.18	7.2	4.89	5.3	5.92	4.54	5.86	6	6.29	13653
1727	THRESHOLD	threshold	5.53	3.09	4.61	5.17	5.69	3.18	3	4.09	4.94	5.82	5.12	3.73	2.45	4.44	4.9	4.67	5.92	3.12	3.07	5	4.31	12519
1728	ROTTEN	rotten	2.43	4.9	3.37	2	2.67	4.21	5.27	3.5	3.31	2.42	2.45	4.94	4.87	3.57	3.15	2.75	2.09	5.19	4.58	3.6	3.17	10497
1730	CHEEK	cheek	5.9	3.47	5.38	6.83	5.53	3.88	3.18	5.67	5	6.11	5.75	3.22	3.7	4.71	5.71	5.64	6.2	2.86	3.83	5.67	5.17	1998
1732	SKY	sky	7.32	2.74	5.61	6.67	7.44	2.91	2.58	4.94	6	7.7	6.89	3.36	2.17	5.35	5.91	7.55	7	2.75	2.73	5.56	5.65	11264
1733	RAINBOW	rainbow	7.3	3.94	6.11	6.38	8.02	4.04	3.89	5.67	6.55	6.97	7.91	4.11	3.8	6.13	6.08	7.53	7.13	3.45	4.5	5.94	6.32	9831
1735	TEAR (SHRED)	tear	3.14	4.8	5.68	3.38	2.78	4.71	4.85	5.86	5.58	3.33	2.9	5.22	4.45	5.6	5.78	3.5	2.83	4.46	5.43	5.92	5.29	12353
1737	OKRA	okra	5.55	3.27	6.24	4.67	6.27	3.2	3.33	4.75	7.15	5.14	6.5	3.12	3.36	5.88	6.46	5.7	5.4	2.8	3.67	6.22	6.25	8403
1739	DECORATE	decorate	6.26	4.33	6.95	6.38	6.07	3.57	5	5.86	7.54	6.41	6.14	3.57	5	6.6	8	6.19	6.32	4.7	4	7.4	6.5	3169
174	PROUD	proud	7	5.55	7.09	5	7.38	5.71	5.5	6.65	7.33	7.2	6.78	5.8	5.36	6.85	7.38	7.55	6.25	6.33	5.42	7.06	7.1	9601
1740	PINE	pine	6.58	3.25	4.95	6.92	5.83	4.8	2.73	4.78	5.09	6.44	6.7	4.57	2.54	5.78	4.27	6.6	6.56	2.8	3.7	4.77	5.29	9059
1743	JOIN	unite	6.4	3.19	6.85	6.43	6.38	3.78	2.75	5.93	8	6.09	6.78	4.33	2.33	6.88	6.67	6.43	6.38	3.17	3.2	7.13	6.5	13121
1744	SPLEEN	spleen	4.47	3.55	4.92	5.14	4.08	3.6	3.5	5.21	4.7	4.27	4.75	3.67	3.46	5.06	4.88	3.67	4.85	4.5	3.19	5.29	4.45	11619
1745	HIP	hip	5.86	3.8	5.36	6.17	5.73	3.5	4	4.67	6.2	5.89	5.83	3.78	3.82	5	5.53	6.27	5.4	4.14	3.62	5.7	5.08	5808
1746	BLADDER	bladder	4.58	3.78	5.53	4.67	4.5	3.57	3.93	5.4	5.67	4.44	4.7	4.7	3.08	5.25	6	4.57	4.58	4.67	3.65	6.18	4.62	1193
1747	CUSTOM	ritual	4.52	4.1	5	3.83	4.8	3.25	4.67	4.75	5.3	4.22	4.75	3.44	4.64	5.86	4.6	4.73	4.3	4.14	4.08	5.4	4.67	10428
1748	RIDGE	ridge	4.62	3.52	5.28	4.44	4.75	3.73	3.33	5	5.62	4.43	4.69	4.55	2.58	4.43	5.82	4.62	4.62	3.75	3.27	5.89	4.67	10390
1749	TAKE	take	4.82	4.52	4.83	4.67	4.93	4.14	4.71	4.22	5.38	5	4.57	4.44	4.58	4.5	5.25	5.25	4.57	4.4	4.83	4.88	4.8	12275
175	BLOW (OF WIND)	blow	6.1	4.48	5	7	5.71	4	4.71	4.33	5.75	6.54	5.29	4.44	4.5	5.44	4.5	5.62	6.38	4.47	4.5	4.38	5.56	1264
1750	CHOOSE	choose	6	3.6	6.83	5.12	6.7	2.71	4.08	7.09	6.43	5.45	6.86	2.22	4.73	7.09	6.43	6.67	5.67	4.5	3	6.22	7.44	2066
1751	BIRTHMARK	birthmark	4.6	3	4.24	4	4.71	2.57	3.33	4.12	4.29	4.14	4.85	2.71	3.25	4.64	3.73	3.91	5.44	2.9	3.1	4.86	4	1157
1752	LEAVE	depart	4.05	3.9	4.36	4.43	3.85	3.44	4.27	5.83	3.81	4.2	4	3.25	4.33	4.73	3.57	4	4.09	4.25	3.67	3.91	4.82	3287
1753	TOP	top	6	4.33	6.25	6.17	5.87	4.14	4.43	6.12	6.38	6.07	5.71	4.11	4.5	6.38	6.12	6.38	5.79	4.07	5	5.62	6.88	12645
1754	BRACELET	bracelet	6.48	3.96	5	5.8	7	3.44	4.27	4.46	5.54	6.5	6.46	3.75	4.17	4.42	5.5	6.18	6.75	3.25	4.67	5.07	4.91	1423
1755	UNDRESS	undress	6.14	5.96	5.37	7.62	5	6.38	5.57	4.71	5.82	6.88	5.5	6.44	5.64	4.71	5.75	6.27	6	6.64	4.89	7	5.06	13060
1756	WIDOW	widow	2.28	3.5	4.12	1.6	2.54	3.45	3.56	4.25	3.89	2	2.45	2.56	4.27	3.9	5	2.11	2.44	4	3.09	3.33	4.37	13705
1757	TIRED	tired	4.29	3.67	5.06	4.5	4.21	3.14	3.93	5.5	4.62	4.69	3.57	4.78	2.83	6.11	3.71	3.75	4.62	3.53	4	3.71	6.11	12592
1763	CLUB	club	6.5	3.76	5.11	6	6.87	3.29	4	5.11	5.5	6.79	6.29	3.78	3.75	5.5	4.62	7	6.21	3.93	3.33	5.38	4.9	2243
1764	OBSCURE	obscure	5.15	3.1	4.48	4.75	5.25	3.5	3	5.33	4	4.5	5.58	3.6	2.64	4.5	4.45	5.11	5.18	3.36	2.8	3	5.06	8347
1766	FINISH	finish	6.41	3.81	6.44	6.67	6.33	3.29	4.07	5.88	7	6.36	6.57	4.44	3.33	5.88	7	6.38	6.43	3.87	3.67	6.25	6.62	4641
