CONCEPTICON_ID	CONCEPTICON_GLOSS	ENGLISH	CONCRETENESS_MEAN	CONCRETENESS_SD	DUNNO	FREQUENCY_SUBTITLE	POS	LINE_IN_SOURCE
777	FLUTE	flute	5	0	0	108	Noun	8618
503	FROG	frog	5	0	0	603	Noun	8620
1502	GOAT	goat	5	0	0	537	Noun	8621
920	GRAPE	grape	5	0	0	204	Noun	8623
3028	GRAVEL	gravel	5	0	0	73	Noun	8624
1020	HANDKERCHIEF	kerchief	4.85	0.61	1	19	Noun	9665
330	HEADBAND	headband	5	0	0	21	Noun	8631
1393	HORN (ANATOMY)	horn	5	0	0	1075	Noun	8632
615	HORSE	horse	5	0	0	4737	Noun	8633
1252	HOUSE	house	5	0	0	26214	Noun	8636
1462	POT	jar	5	0	0	424	Noun	8639
1371	KNEE	knee	5	0	0	749	Noun	8643
1464	LADDER	ladder	5	0	0	472	Noun	8644
628	LEAF	leaf	5	0	0	265	Noun	8646
3091	LEMON	lemon	5	0	0	613	Noun	8647
1139	LEOPARD	panther	4.93	0.26	0	131	Noun	9043
2398	MANGO	mango	5	0	0	84	Noun	8653
890	MULE	mule	5	0	0	358	Noun	8659
1333	NECK	neck	5	0	0	3035	Noun	8660
2581	OCTOPUS	octopus	5	0	0	99	Noun	8664
882	PARROT	parrot	5	0	0	167	Noun	8667
2831	PENGUIN	penguin	5	0	0	147	Noun	8669
1222	PENIS	penis	5	0	0	684	Noun	8670
1337	PIG	hog	4.66	0.67	0	261	Noun	10984
1044	PILLOW	cushion	4.68	0.67	0	110	Noun	10818
256	FOOD	pizza	5	0	0	1709	Noun	8675
1227	BOARD	plank	5	0	0	104	Noun	8676
2510	PORCUPINE	porcupine	5	0	0	33	Noun	8679
2048	QUILT	quilt	5	0	0	39	Noun	8680
1664	RAFT	raft	5	0	0	240	Noun	8681
3712	RAINCOAT	raincoat	5	0	0	84	Noun	8683
871	RATTLESNAKE	rattlesnake	5	0	0	86	Noun	8684
671	SAND	sand	5	0	0	1035	Noun	8687
950	SEAGULL	gull	4.08	1.52	4	56	Noun	14029
2771	SHAWL	shawl	5	0	2	70	Noun	8691
730	SNAKE	snake	5	0	0	1140	Noun	8693
945	SPEAR	spear	5	0	1	232	Noun	8696
34	STAIRS	stairs	5	0	0	1212	Noun	8698
3138	STRAWBERRY	strawberry	5	0	0	282	Noun	8699
846	TIGER	tiger	5	0	0	945	Noun	8705
894	TOAD	toad	5	0	0	290	Noun	8706
986	TOMATO	tomato	5	0	0	301	Noun	8707
272	TONGS	tongs	5	0	0	40	Noun	8708
2579	TOOTHBRUSH	toothbrush	5	0	0	255	Noun	8709
906	TREE	tree	5	0	0	3315	Noun	8712
112	TURTLE	turtle	5	0	0	869	Noun	8713
154	UDDER	udder	5	0	1	11	Noun	8714
3105	UMBRELLA	umbrella	5	0	0	382	Noun	8715
3746	VASE	vase	5	0	0	196	Noun	8718
948	WATER	water	5	0	0	11478	Noun	8723
3730	APRICOT	apricot	4.97	0.18	0	32	Noun	8726
1673	ARM	arms	4.97	0.18	0	3050	Noun	8727
977	ARROW	arrow	4.97	0.19	0	400	Noun	8728
1011	BRIDGE	bridge	4.97	0.19	1	2331	Noun	8734
603	COAT	coat	4.97	0.19	0	2146	Noun	8742
1850	COTTON	cotton	4.97	0.19	0	723	Noun	8743
744	EGG	egg	4.97	0.18	0	1328	Noun	8746
1146	AUBERGINE	eggplant	4.97	0.19	0	56	Noun	8747
322	FIG	fig	4.97	0.19	1	62	Noun	8749
1594	FLOUR	flour	4.97	0.19	0	161	Noun	8750
867	GLOVE	mitten	4.89	0.32	1	23	Noun	9331
3144	GORILLA	gorilla	4.97	0.19	0	283	Noun	8752
1040	HAIR	hair	4.97	0.19	0	7831	Noun	8754
1365	KITCHEN	kitchen	4.97	0.19	0	2974	Noun	8759
820	LAMB	lamb	4.97	0.18	0	542	Noun	8760
625	LAMP	lamp	4.97	0.19	0	657	Noun	8761
3729	LETTUCE	lettuce	4.97	0.19	0	173	Noun	8763
2640	LARVA	larva	4.52	0.82	0	13	Noun	11851
1171	MIRROR	mirror	4.97	0.18	0	1233	Noun	8768
1772	ELK	moose	4.97	0.19	0	282	Noun	8769
3120	MOP (SOMETHING)	mop	4.97	0.18	0	211	Noun	8770
638	MOTORCYCLE	motorcycle	4.97	0.19	0	455	Noun	8771
1143	OVEN	oven	4.97	0.18	0	453	Noun	8772
327	PONCHO	poncho	4.97	0.19	0	44	Noun	8774
829	RAFTER	rafter	4.97	0.19	1	3	Noun	8775
658	RAIN (PRECIPITATION)	rain	4.97	0.18	0	2494	Noun	8776
3066	SCARF OR TURBAN	turban	4.76	0.58	0	66	Noun	10315
1381	SHOE	shoe	4.97	0.18	0	1550	Noun	8781
1901	SHOVEL	shovel	4.97	0.18	0	349	Noun	8782
2668	SKELETON	skeleton	4.97	0.19	0	261	Noun	8783
843	SPIDER	spider	4.97	0.18	0	515	Noun	8787
1346	THROAT	throat	4.97	0.19	0	1837	Noun	8791
219	TOILET	lavatory	4.81	0.69	0	49	Noun	9918
2042	WALNUT	walnut	4.97	0.18	0	100	Noun	8795
1931	BEESWAX	wax	4.97	0.19	0	461	Noun	8796
968	ACORN	acorn	4.96	0.19	0	37	Noun	8798
1597	AIRPLANE	plane	4.92	0.4	0	4872	Noun	9143
1581	ALLIGATOR	alligator	4.96	0.19	0	178	Noun	8800
1648	ANVIL	anvil	4.96	0.2	1	32	Noun	8802
2605	ASPARAGUS	asparagus	4.96	0.19	0	50	Noun	8805
73	BEAK	beak	4.96	0.19	0	107	Noun	8808
678	BEARD	beard	4.96	0.19	0	643	Noun	8810
2246	BELL	bell	4.96	0.19	0	2006	Noun	8811
2809	BLUEBERRY	blueberry	4.96	0.19	0	131	Noun	8817
1754	BRACELET	bracelet	4.96	0.19	0	398	Noun	8819
2052	BUCKET	bucket	4.96	0.2	0	511	Noun	8820
757	BUTTON	button	4.96	0.2	0	1441	Noun	8823
292	RUG	carpet	4.96	0.19	0	594	Noun	8827
1938	FORTRESS	castle	4.96	0.19	0	1099	Noun	8828
1155	CAVE	cave	4.96	0.19	0	713	Noun	8829
3734	CHIMPANZEE	chimp	4.96	0.2	1	153	Noun	8832
1575	COCKROACH	roach	4.96	0.2	1	135	Noun	8903
1007	COW	cow	4.96	0.19	0	1301	Noun	8837
912	COYOTE	coyote	4.96	0.19	0	185	Noun	8838
1479	DOLPHIN	dolphin	4.96	0.19	0	141	Noun	8845
908	DRUM	drum	4.96	0.19	0	432	Noun	8849
18	EARLOBE	earlobe	4.96	0.2	0	17	Noun	8851
770	EARRING	earring	4.96	0.19	0	138	Noun	8852
675	FAECES (EXCREMENT)	shit	4.33	1.03	0	24207	Noun	12892
2940	GATE	gate	4.96	0.19	0	1634	Noun	8858
3261	HORNET	hornet	4.96	0.19	0	68	Noun	8864
1589	HUMMINGBIRD	hummingbird	4.96	0.19	0	31	Noun	8865
622	ISLAND	island	4.96	0.19	0	2018	Noun	8868
798	JAW	jawbone	4.96	0.19	0	21	Noun	8869
1029	JEWEL	jewel	4.96	0.2	0	369	Noun	8870
270	JUG	jug	4.96	0.19	0	134	Noun	8871
489	KIDNEY	kidney	4.96	0.19	0	494	Noun	8873
2319	LID (COVER, CAP)	lid	4.96	0.19	0	251	Noun	8875
2540	LIME (MATERIAL)	lime	4.96	0.19	0	168	Noun	8877
1386	LION	lion	4.96	0.19	0	783	Noun	8879
478	LIP	lip	4.96	0.19	0	548	Noun	8880
1803	WOOD	log	4.96	0.19	0	610	Noun	8881
994	BOW	longbow	4.96	0.21	3	7	Noun	8883
2005	MASK	mask	4.96	0.19	0	1010	Noun	8885
639	MOUNTAIN	mountain	4.96	0.2	0	1805	Noun	8888
1165	MOUSTACHE	moustache	4.96	0.19	0	193	Noun	8889
1961	NECKLACE	necklace	4.96	0.19	0	497	Noun	8891
973	NOODLE	noodles	4.96	0.19	0	309	Noun	8895
472	PELICAN	pelican	4.96	0.19	0	89	Noun	8898
2600	PYRAMID	pyramid	4.96	0.2	0	204	Noun	8900
1563	PYTHON	python	4.96	0.19	1	79	Noun	8901
745	SHELF	shelf	4.96	0.19	0	355	Noun	8908
1378	SPOON	spoon	4.96	0.19	0	388	Noun	8914
859	STOVE	stove	4.96	0.19	0	387	Noun	8916
1145	SWAMP	swamp	4.96	0.19	1	458	Noun	8919
1220	TAIL	tail	4.96	0.19	0	1219	Noun	8920
1380	TOOTH	teeth	4.96	0.19	0	2440	Noun	8922
1379	TELEPHONE	phone	4.86	0.44	0	13756	Noun	9569
1316	TENT	tent	4.96	0.19	0	892	Noun	8924
3104	THERMOMETER	thermometer	4.96	0.2	0	112	Noun	8925
1781	THUMB	thumb	4.96	0.19	0	603	Noun	8927
1517	WASP	wasp	4.96	0.19	0	73	Noun	8937
957	WHALE	whale	4.96	0.2	0	574	Noun	8938
2440	PINEAPPLE	pineapple	4.94	0.4	4	130	Noun	8941
1622	SHIRT	shirt	4.94	0.38	1	2365	Noun	8942
88	BEEHIVE	hive	4.83	0.46	0	50	Noun	9768
869	BLADE	blade	4.93	0.26	0	663	Noun	8951
1844	BOAT	boat	4.93	0.37	0	4885	Noun	8953
2617	BULB	bulb	4.93	0.27	1	200	Noun	8960
1791	BUTTERFLY	butterfly	4.93	0.26	0	281	Noun	8962
1871	CAMEL	camel	4.93	0.25	0	256	Noun	8963
3284	GRAVEYARD	graveyard	4.83	0.38	0	272	Noun	9759
1592	CHEST	chest	4.93	0.27	0	2090	Noun	8969
2512	CHICK	chick	4.93	0.27	0	1334	Noun	8970
1399	CLAY	clay	4.93	0.26	0	612	Noun	8974
3257	CLITORIS	clitoris	4.93	0.25	0	54	Noun	8976
3086	COMPUTER	computer	4.93	0.26	0	3011	Noun	8980
2946	CRADLE	cradle	4.93	0.26	0	145	Noun	8983
467	CRAYFISH	crayfish	4.93	0.27	1	2	Noun	8985
913	CROW	crow	4.93	0.26	0	227	Noun	8986
474	DRESS	dress	4.93	0.26	0	4447	Noun	8993
3088	ENVELOPE	envelope	4.93	0.26	0	513	Noun	8996
1258	FINGERNAIL	fingernail	4.93	0.26	0	68	Noun	8997
10	FIREWOOD	firewood	4.93	0.37	0	77	Noun	8999
1473	FIST	fist	4.93	0.27	0	375	Noun	9001
606	GRASS	grass	4.93	0.26	0	856	Noun	9005
3719	MARMOT	groundhog	4.93	0.26	0	76	Noun	9006
1797	HEDGEHOG	hedgehog	4.93	0.25	0	15	Noun	9011
614	HILL	hill	4.93	0.27	0	1915	Noun	9012
3145	HIPPOPOTAMUS	hippo	4.93	0.27	0	72	Noun	9013
2824	KNUCKLE	knuckle	4.93	0.26	0	66	Noun	9022
2625	MAP	map	4.93	0.25	0	1623	Noun	9026
3181	MUSTARD	mustard	4.93	0.25	0	329	Noun	9032
1382	NEEDLE (FOR SEWING)	needle	4.93	0.27	0	608	Noun	9034
2430	OFFICE	office	4.93	0.27	0	10399	Noun	9037
1484	OIL (ORGANIC SUBSTANCE)	oil	4.93	0.26	0	2095	Noun	9038
309	OPOSSUM	opossum	4.93	0.26	0	4	Noun	9040
735	OWL	owl	4.93	0.26	0	286	Noun	9041
648	PAPER	paper	4.93	0.38	0	5271	Noun	9044
922	PEAR	pear	4.93	0.38	0	68	Noun	9045
3304	PICTURE (PHOTOGRAPH)	photo	4.93	0.27	0	1165	Noun	9050
2564	PIGLET	piglet	4.93	0.38	0	108	Noun	9052
120	PITCHER	pitcher	4.93	0.27	0	165	Noun	9055
1136	RABBIT	rabbit	4.93	0.26	0	1068	Noun	9062
1218	ROPE	ropes	4.78	0.58	0	303	Noun	10170
2833	RUM	rum	4.93	0.26	0	382	Noun	9068
1110	SHARK	shark	4.93	0.37	0	764	Noun	9071
1482	SHOULDER	shoulder	4.93	0.27	0	1336	Noun	9073
1543	SNAIL	snail	4.93	0.27	0	90	Noun	9076
788	SOAP	soap	4.93	0.26	0	775	Noun	9078
1002	STATUE	statute	3.88	1.51	1	97	Noun	14972
1535	SWORD	sword	4.93	0.37	0	1335	Noun	9084
1389	TOE	toe	4.93	0.25	0	647	Noun	9092
1205	TONGUE	tongue	4.93	0.27	0	1589	Noun	9093
2403	TOY	toy	4.93	0.38	1	859	Noun	9095
809	TROUSERS	pants	4.86	0.58	0	2996	Noun	9563
1142	URINE	urine	4.93	0.27	0	332	Noun	9098
2447	WOODPECKER	woodpecker	4.93	0.38	0	50	Noun	9103
1361	TOOL	wrench	4.93	0.38	1	202	Noun	9105
799	WRIST	wrist	4.93	0.37	1	527	Noun	9106
1197	BABOON	baboon	4.92	0.27	0	87	Noun	9112
3083	BALLOON	balloon	4.92	0.27	0	442	Noun	9113
1368	BREAD	bread	4.92	0.28	0	1445	Noun	9117
1248	EYE	eyes	4.85	0.46	0	11299	Noun	9651
1680	HELMET	helmet	4.92	0.27	0	483	Noun	9128
3139	LADYBUG	ladybug	4.92	0.28	0	20	Noun	9129
184	MAST	mast	4.92	0.27	1	83	Noun	9132
635	MILK	milk	4.92	0.39	7	2169	Noun	9133
336	PADLOCK	padlock	4.92	0.4	0	35	Noun	9139
794	PEN	pen	4.92	0.42	11	1261	Noun	9140
64	PIN	pin	4.92	0.4	0	835	Noun	9142
1935	ANUS	rectum	4.92	0.27	0	25	Noun	9147
751	SHRUB	shrub	4.92	0.27	1	14	Noun	9149
277	SPINDLE	spindle	4.92	0.28	1	21	Noun	9151
753	PUPIL (STUDENT)	student	4.92	0.28	0	2195	Noun	9155
1321	BOTTLE	bottle	4.91	0.44	5	2588	Noun	9160
607	GRASSHOPPER	grasshopper	4.91	0.43	1	47	Noun	9161
668	ROCK	rock	4.91	0.29	0	4394	Noun	9163
1522	SOCK	sock	4.91	0.43	7	458	Noun	9165
2468	BAG	bag	4.9	0.55	0	4796	Noun	9169
1860	BEAD	bead	4.9	0.31	0	57	Noun	9172
2505	BEDROOM	bedroom	4.9	0.3	0	1872	Noun	9173
772	BELT	belt	4.9	0.56	0	1242	Noun	9174
1394	BONE	bone	4.9	0.56	0	1329	Noun	9176
963	BOOK	book	4.9	0.31	0	9026	Noun	9177
1465	BOX	case	3.93	1.28	1	14403	Noun	14636
1531	BRANCH	limb	4.64	0.68	0	238	Noun	11104
1070	BUS	bus	4.9	0.54	0	3783	Noun	9183
1683	BUSH	bush	4.9	0.31	0	720	Noun	9184
1245	BUTTER	butter	4.9	0.55	0	1042	Noun	9185
2619	CARD	card	4.9	0.56	0	4357	Noun	9186
1349	CHURCH	church	4.9	0.41	0	3553	Noun	9191
1616	CLOTH	cloth	4.9	0.31	0	311	Noun	9192
2348	CRAB	crab	4.9	0.56	0	352	Noun	9195
2587	DARTS	darts	4.83	0.48	0	100	Noun	9752
481	DISH	dish	4.9	0.4	0	584	Noun	9198
3258	FALCON	falcon	4.9	0.31	0	169	Noun	9203
1201	FEATHER	plume	4	1.21	3	24	Noun	14431
206	FIREFLY	firefly	4.9	0.41	0	28	Noun	9206
1301	FOOT	foot	4.9	0.41	0	3311	Noun	9207
123	FOREHEAD	forehead	4.9	0.4	0	400	Noun	9208
1302	FORK	fork	4.9	0.55	0	450	Noun	9209
2292	GLASSES	glasses	4.9	0.31	0	1689	Noun	9211
3090	GUITAR	guitar	4.9	0.4	0	795	Noun	9213
2590	HARMONICA	harmonica	4.9	0.4	1	89	Noun	9216
1514	HEN	hen	4.9	0.41	0	163	Noun	9217
1250	JAGUAR	jaguar	4.9	0.56	0	121	Noun	9219
1352	KNIFE	knife	4.9	0.41	0	2387	Noun	9225
2657	LADLE	ladle	4.9	0.31	0	38	Noun	9226
3093	LIPSTICK	lipstick	4.9	0.31	0	449	Noun	9227
634	MEAT	meat	4.9	0.3	0	2226	Noun	9229
1350	MONKEY	monkey	4.9	0.31	0	1709	Noun	9230
1313	MOON	moon	4.9	0.31	0	2548	Noun	9231
886	PARAKEET	parakeet	4.9	0.41	0	55	Noun	9237
2025	PEA	pea	4.9	0.56	0	199	Noun	9238
2043	PEACH	peach	4.9	0.31	0	324	Noun	9239
2035	POND	pond	4.9	0.41	0	323	Noun	9242
1647	FOAL	pony	4.9	0.4	0	413	Noun	9243
864	PUMPKIN	squash	4.7	0.78	0	223	Noun	10706
151	RAZOR	razor	4.9	0.41	0	351	Noun	9250
2591	RHINOCEROS	rhino	4.9	0.3	0	106	Noun	9251
801	RIB	rib	4.9	0.31	0	301	Noun	9252
836	SCREWDRIVER	screwdriver	4.9	0.31	0	128	Noun	9258
1331	SHEEP	sheep	4.9	0.41	0	685	Noun	9259
3099	SOFA	couch	4.71	1.05	0	1197	Noun	10582
3032	STARFISH	starfish	4.9	0.4	0	38	Noun	9261
2058	STOOL	stool	4.9	0.31	0	179	Noun	9264
1775	TABLE	desk	4.87	0.51	0	2239	Noun	9458
800	THIGH	thigh	4.9	0.4	0	191	Noun	9267
943	WATERFALL	waterfall	4.9	0.55	0	95	Noun	9271
3288	WEED	weeds	4.83	0.38	0	121	Noun	9816
1219	WORM	worm	4.9	0.4	0	516	Noun	9273
1873	ANTHILL	anthill	4.89	0.31	0	29	Noun	9276
3725	AVOCADO	avocado	4.89	0.58	0	62	Noun	9277
747	BICYCLE	bicycle	4.89	0.58	0	337	Noun	9281
245	BROOM	broom	4.89	0.42	0	243	Noun	9287
3357	CUPBOARD	cabinet	4.89	0.32	0	425	Noun	9288
1111	CAR	car	4.89	0.31	0	24636	Noun	9289
122	CART	cart	4.89	0.42	0	461	Noun	9290
2099	CHILD	children	4.89	0.32	0	8930	Noun	9293
1510	CHIN	chin	4.89	0.32	0	647	Noun	9294
1867	COIN	coin	4.89	0.42	0	497	Noun	9297
767	CORPSE	corpse	4.89	0.42	0	515	Noun	9298
2350	EARTHWORM	earthworm	4.89	0.57	0	7	Noun	9301
232	FLEA	flea	4.89	0.32	0	169	Noun	9305
2368	GARLIC	garlic	4.89	0.32	0	306	Noun	9310
139	GUMS	gum	4.89	0.31	0	683	Noun	9314
2019	HAMMOCK	hammock	4.89	0.58	0	71	Noun	9316
152	HOOF	hoof	4.89	0.42	0	88	Noun	9317
617	ICE	ice	4.89	0.32	1	4057	Noun	9319
620	INSECT	insect	4.89	0.42	0	161	Noun	9320
1499	JUICE	juice	4.89	0.57	0	1371	Noun	9322
1472	KEY	key	4.89	0.42	0	4430	Noun	9323
2959	LEASH	leash	4.89	0.31	0	219	Noun	9325
3677	MONGOOSE	mongoose	4.89	0.31	1	33	Noun	9332
1221	NOSE	nose	4.89	0.58	0	3557	Noun	9335
1178	NOSTRIL	nostril	4.89	0.42	0	35	Noun	9336
2364	PEANUT	peanut	4.89	0.42	0	630	Noun	9341
3123	PHOTOGRAPH (SOMETHING)	photograph	4.89	0.32	0	579	Noun	9343
2049	CONGEE	porridge	4.89	0.31	1	42	Noun	9348
2969	RIBBON	ribbon	4.89	0.42	0	258	Noun	9353
666	RIVER	river	4.89	0.32	0	2829	Noun	9354
1503	SALIVA	spittle	4.52	0.89	4	12	Noun	11884
1274	SALT	salt	4.89	0.32	0	995	Noun	9357
2586	SEAHORSE	seahorse	4.89	0.42	0	7	Noun	9358
3128	SHOWER (ACTION)	shower	4.89	0.42	0	2097	Noun	9361
2200	SNOUT	snout	4.89	0.42	0	43	Noun	9365
1628	SQUIRREL	squirrel	4.89	0.42	0	279	Noun	9368
819	STOMACH	stomach	4.89	0.42	0	1725	Noun	9369
146	SUGAR CANE	sugar cane	4.82	0.39	0	0	#N/A	29424
2386	TURKEY	turkey	4.89	0.32	0	1153	Noun	9383
924	VEGETABLES	vegetable	4.89	0.32	0	291	Noun	9386
930	VILLAGE	village	4.89	0.31	0	1712	Noun	9387
985	VINEGAR	vinegar	4.89	0.31	0	86	Noun	9388
2665	WART	wart	4.89	0.31	0	63	Noun	9390
2766	WATERMELON	watermelon	4.89	0.42	0	112	Noun	9391
1077	WHEAT	wheat	4.89	0.42	0	293	Noun	9393
3385	ALUMINIUM	aluminum	4.88	0.33	0	115	Noun	9397
1820	BEAR	bear	4.88	0.43	0	2928	Noun	9400
665	BEE	honeybee	4.86	0.44	0	10	Noun	9542
1639	BEER	beer	4.88	0.33	0	3850	Noun	9402
969	CIGARETTE	cigarette	4.88	0.43	0	1357	Noun	9408
1853	DOVE	turtledove	4.61	0.96	2	17	Noun	11367
1190	HARE	jackrabbit	4.66	0.97	0	33	Noun	10987
771	HAT	hat	4.88	0.6	0	3273	Noun	9422
942	HONEY	honey	4.88	0.33	0	15325	Noun	9424
624	LAKE	lake	4.88	0.44	0	1836	Noun	9427
1282	FAT (FROM ANIMALS)	lard	4.88	0.33	1	86	Noun	9428
1965	LOINCLOTH	sarong	4.5	1.14	4	7	Noun	11983
1509	MOSQUITO	gnat	4.83	0.61	127	22	Noun	9758
2578	PENCIL	pencil	4.88	0.6	0	503	Noun	9434
1124	PIPE	pipe	4.88	0.33	0	989	Noun	9435
1874	SAUSAGE	sausage	4.88	0.33	0	397	Noun	9437
341	SICKLE	sickle	4.88	0.33	0	28	Noun	9439
805	SPINE	spine	4.88	0.44	0	293	Noun	9441
974	TOBACCO	tobacco	4.88	0.34	0	356	Noun	9443
2046	APRON	apron	4.87	0.43	0	136	Noun	9447
2584	BENCH	bench	4.87	0.43	0	493	Noun	9448
1530	BOWL	bowl	4.87	0.73	0	1094	Noun	9449
3726	BROCCOLI	broccoli	4.87	0.51	0	116	Noun	9450
1296	WALKING STICK	cane	4.87	0.43	0	425	Noun	9451
2247	CATERPILLAR	caterpillar	4.87	0.43	0	57	Noun	9453
990	CREEK (TIDAL)	creek	4.87	0.43	0	454	Noun	9456
32	EARWAX	earwax	4.87	0.57	0	9	Noun	9460
1560	FACE	face	4.87	0.43	0	14747	Noun	9461
1074	FISHHOOK	fishhook	4.87	0.43	0	2	Noun	9463
342	HAY	hay	4.87	0.43	0	325	Noun	9465
760	KNOT	knot	4.87	0.43	0	188	Noun	9469
2244	METAL	metal	4.87	0.35	0	992	Noun	9473
2445	PAPAYA	papaya	4.87	0.43	0	56	Noun	9474
2365	RADISH	radish	4.87	0.73	0	31	Noun	9476
797	TESTICLES	scrotum	4.87	0.57	0	29	Noun	9477
740	SHIP	ship	4.87	0.34	0	5043	Noun	9478
1228	EARTH (SOIL)	soil	4.87	0.43	0	397	Noun	9482
2343	STEEL	steel	4.87	0.35	0	941	Noun	9484
862	SUGAR	sugar	4.87	0.47	2	1926	Noun	9485
893	TIN (METAL)	tin	4.87	0.57	0	441	Noun	9487
895	TORTOISE	tortoise	4.87	0.43	0	57	Noun	9488
420	FOREST	jungle	4.66	0.77	0	1151	Noun	10988
2603	ACCORDION	accordion	4.86	0.59	1	67	Noun	9491
587	ANT	ant	4.86	0.52	0	273	Noun	9492
181	ANTEATER	anteater	4.86	0.44	1	11	Noun	9493
1927	BAMBOO	bamboo	4.86	0.74	0	80	Noun	9497
2548	BARREL	barrel	4.86	0.44	0	542	Noun	9498
946	BLOOD	blood	4.86	0.44	0	9492	Noun	9500
1273	CANDLE	candle	4.86	0.45	0	409	Noun	9503
1970	CANOE	canoe	4.86	0.58	0	182	Noun	9504
2620	CARRIAGE	carriage	4.86	0.36	1	381	Noun	9505
2011	COFFIN	coffin	4.86	0.58	0	461	Noun	9513
1936	DEER	deer	4.86	0.59	0	444	Noun	9520
3687	DESERT	desert	4.86	0.35	0	1427	Noun	9521
25	DIRT	dirt	4.86	0.36	0	1310	Noun	9523
1360	DUCK	duck	4.86	0.52	0	1263	Noun	9528
2622	ENGINE	engine	4.86	0.58	0	1626	Noun	9529
411	GOURD	gourd	4.86	0.45	2	24	Noun	9535
1383	GRANDFATHER	grandfather	4.86	0.36	0	1241	Noun	9536
3147	HAMSTER	hamster	4.86	0.59	0	109	Noun	9539
980	HEEL	heel	4.86	0.36	0	377	Noun	9541
2501	RICE HUSK	husk	4.86	0.44	0	21	Noun	9544
2770	JACKET	jacket	4.86	0.58	0	1704	Noun	9545
164	KANGAROO	kangaroo	4.86	0.76	0	118	Noun	9546
3247	KIWIFRUIT	kiwi	4.86	0.52	0	40	Noun	9548
2397	LOBSTER	lobster	4.86	0.45	0	374	Noun	9550
2819	GRASSLAND	meadow	4.86	0.58	0	116	Noun	9551
640	MUD	mud	4.86	0.44	0	756	Noun	9553
539	NEST	nest	4.86	0.35	0	566	Noun	9556
645	OCEAN	ocean	4.86	0.35	0	1545	Noun	9557
2366	ONION	onion	4.86	0.59	0	216	Noun	9558
15	OTTER	otter	4.86	0.74	0	69	Noun	9559
1169	OX	ox	4.86	0.45	1	397	Noun	9560
31	PAN	pan	4.86	0.44	0	627	Noun	9561
961	PEBBLES	pebble	4.86	0.59	0	65	Noun	9567
3732	POMEGRANATE	pomegranate	4.86	0.59	0	13	Noun	9571
1891	PUMA	puma	4.86	0.44	0	7	Noun	9573
2543	RAVEN	raven	4.86	0.74	0	159	Noun	9575
926	RICE	rice	4.86	0.59	0	769	Noun	9578
186	SHIN	shin	4.86	0.45	0	157	Noun	9587
329	STOCKING	stocking	4.86	0.35	0	134	Noun	9594
3141	TAMBOURINE	tambourine	4.86	0.74	1	45	Noun	9600
2662	TOENAIL	toenail	4.86	0.45	0	44	Noun	9604
1021	TOWEL	towel	4.86	0.36	0	722	Noun	9606
775	TRUMPET	trumpet	4.86	0.52	0	210	Noun	9609
343	VINE	vine	4.86	0.44	0	107	Noun	9613
933	WALL (OF HOUSE)	wall	4.86	0.45	0	3605	Noun	9614
710	WHEEL	wheel	4.86	0.45	0	1380	Noun	9617
1375	WINDOW	window	4.86	0.52	0	4386	Noun	9618
1257	WING	wing	4.86	0.36	0	1032	Noun	9621
964	WOOL	wool	4.86	0.59	0	161	Noun	9622
3675	ZEBRA	zebra	4.86	0.58	0	128	Noun	9623
853	ALTAR	altar	4.85	0.61	0	259	Noun	9624
138	BATHE	bath	4.85	0.6	0	1587	Noun	9629
1008	BULL	bull	4.85	0.53	0	1403	Noun	9631
1188	CHARCOAL	charcoal	4.85	0.77	0	90	Noun	9637
1994	COLLARBONE	clavicle	4.5	1.1	1	50	Noun	11921
2009	DOG	dog	4.85	0.46	0	9835	Noun	9647
1173	EYEBROW	eyebrow	4.85	0.77	0	71	Noun	9650
1768	FOAM	foam	4.85	0.46	0	179	Noun	9652
1646	GIRL	girl	4.85	0.46	0	28413	Noun	9654
2597	HARP	harp	4.85	0.46	0	134	Noun	9658
2041	HEMP	hemp	4.85	0.46	0	17	Noun	9661
3279	MANTIS	mantis	4.85	0.61	1	23	Noun	9671
289	MOLD	mold	4.85	0.46	0	219	Noun	9675
2830	OYSTERS	oyster	4.85	0.6	0	156	Noun	9676
593	POTATO	potato	4.85	0.77	0	576	Noun	9681
1490	RAT	rat	4.85	0.6	0	1663	Noun	9685
1566	GUN	rifle	4.85	0.46	0	743	Noun	9686
3065	SADDLE	saddle	4.85	0.55	8	399	Noun	9687
356	SHEARS	scissors	4.85	0.61	0	341	Noun	9689
784	SNOW	snow	4.85	0.37	0	1599	Noun	9691
3349	WRISTWATCH	wristwatch	4.85	0.77	0	59	Noun	9702
1804	BOMB	bomb	4.84	0.37	0	2736	Noun	9704
3137	OAR	oar	4.84	0.52	0	42	Noun	9715
2990	SACK	sack	4.84	0.37	0	659	Noun	9716
1538	SCORPION	scorpion	4.84	0.8	0	136	Noun	9717
2953	SLEEVE	sleeve	4.84	0.45	0	286	Noun	9719
2242	BEETLE	beetle	4.83	0.76	0	105	Noun	9728
432	BLOWGUN	blowgun	4.83	0.48	3	3	Noun	9730
1006	BRICK	brick	4.83	0.75	0	519	Noun	9733
1114	BULLET	bullet	4.83	0.82	0	1950	Noun	9735
834	BUTTOCKS	butt	4.75	0.51	0	1967	Noun	10327
874	CANDY	candy	4.83	0.76	0	1825	Noun	9737
1730	CHEEK	cheek	4.83	0.54	0	365	Noun	9741
72	CLAW	claw	4.83	0.47	0	223	Noun	9742
