CONCEPTICON_ID	CONCEPTICON_GLOSS	ENGLISH	ENGLISH_CONCRETENESS_MEAN	ENGLISH_DUNNO	ENGLISH_POS	LINE_IN_SOURCE
1602	WAKE UP	wake up	3.38	0	#N/A	32151
1603	MOSQUE	mosque	4.54	0	Noun	11749
1604	TEMPLES	temple	4.53	0	Noun	11797
1605	SKULL	skull	4.83	0	Noun	9800
1606	INSIDE	inside	3.67	0	Adverb	6169
1607	HATE	hate	1.97	0	Verb	28120
1608	LISTEN	listen	3.47	0	Verb	24725
1609	IDEA	idea	1.61	0	Noun	22878
161	MISS (A TARGET)	miss	2.54	0	Noun	19955
1610	PROSTITUTE	prostitute	4.28	0	Noun	13163
1611	INVITE	invite	3	0	Verb	25753
1613	COLOR	color	4.08	0	Noun	14025
1614	SUMMIT	summit	4.21	1	Noun	13508
1616	CLOTH	cloth	4.9	0	Noun	9193
1618	GRANDSON	grandson	4.3	0	Noun	13033
1619	GRANDDAUGHTER	granddaughter	4.37	0	Noun	12682
162	HICCOUGH	hiccup	4.31	0	Noun	12973
1620	SON	son	4.14	0	Noun	13822
1621	SNEEZE	sneeze	4.03	0	Verb	23809
1622	SHIRT	shirt	4.94	1	Noun	8943
1623	SPEAK	speak	3.7	0	Verb	24309
1624	EMPTY	empty	3.43	0	Adjective	793
1625	DEAD	dead	4.07	0	Adjective	207
1626	EXPLAIN	explain	1.97	0	Verb	28119
1627	CHAIN	chain	4.55	0	Noun	11676
1628	SQUIRREL	squirrel	4.89	0	Noun	9369
1629	EVENING	evening	3.26	0	Noun	17342
163	BLACK	black	3.76	0	Adjective	444
1630	MACAW	macaw	4.81	2	Noun	9920
1631	FAST	fast	3.32	0	Adverb	6196
1632	FLOOR	floor	4.8	0	Noun	9964
1633	FLAT	flat	4.07	0	Noun	14101
1634	HUNDRED	hundred	3.2	0	Noun	17561
1635	OBEY	obey	2.67	0	Verb	26495
1636	MOTIONLESS	motionless	3	0	Adjective	1464
1637	AUTHORITY	authority	2.34	0	Noun	20635
1638	TRUTH	truth	1.96	0	Noun	22010
1639	BEER	beer	4.88	0	Noun	9403
164	KANGAROO	kangaroo	4.86	0	Noun	9547
1640	SIBLING	sibling	4.37	0	Noun	12709
1641	SILK	silk	4.7	0	Noun	10700
1642	NIECE	niece	4.28	0	Noun	13155
1644	RELATIVES	relative	2.97	0	Noun	18390
1646	GIRL	girl	4.85	0	Noun	9655
1647	FOAL	pony	4.9	0	Noun	9244
1648	ANVIL	anvil	4.96	1	Noun	8803
1649	SIT DOWN	sit	4.8	0	Verb	23355
1650	WATCH	watch	4.61	0	Verb	23406
1652	INSTEAD	instead	1.48	0	Preposition	23266
1653	BLIND	blind	4.03	0	Adjective	240
1654	LIGHTNING	lightning	4.59	0	Noun	11438
1655	BLINK	blink	4.39	0	Verb	23481
1656	NEVER	never	1.59	0	Adverb	7754
1657	TRUE	true	1.7	0	Adjective	5569
1658	PUPIL	pupil	4.55	0	Noun	11695
1659	DOLL	doll	5	0	Noun	8601
166	MAINLAND	mainland	4.31	1	Noun	12982
1660	LOSE	lose	2.25	0	Verb	27486
1661	STRAIT	strait	4.04	1	Noun	14267
1662	CAPE	cape	4.77	0	Name	8155
1663	BED	bed	5	0	Noun	8569
1664	RAFT	raft	5	0	Noun	8682
1666	MUTE	mute	3.24	0	Adjective	1054
1667	HOLE	hole	4.81	0	Noun	9913
1668	GRIEF	grief	2.7	0	Noun	19379
1669	ANCESTORS	ancestor	3.24	0	Noun	17404
167	MAIL	mail	4.69	0	Noun	10755
1671	TOWER	tower	4.76	0	Noun	10315
1672	WRITE	write	4.22	0	Verb	23584
1673	ARM	arms	4.97	0	Noun	8728
1674	POOR	poor	2.7	0	Adjective	2028
1675	PROMISE	promise	2.09	0	Verb	27878
1676	ALWAYS	always	1.71	0	Adverb	7535
1678	HUT	hut	4.65	0	Noun	11040
1679	LOAD	load	3.63	0	Noun	15951
168	REST	rest	3.03	0	Noun	18211
1680	HELMET	helmet	4.92	0	Noun	9129
1681	WAIST	waist	4.72	0	Noun	10562
1682	GUILTY	guilty	2.36	0	Adjective	2924
1683	BUSH	bush	4.9	0	Noun	9185
1684	BUD	bud	4.48	0	Name	8213
1685	AFTER	after	2.12	0	Preposition	23239
1686	BEHIND	behind	3.48	0	Preposition	23208
1688	FATE	fate	1.53	0	Noun	23000
1689	SMOKE (INHALE)	smoking	4.32	0	Verb	23527
169	IT	it	2.81	1	Pronoun	23295
1690	FENCE	fence	4.82	0	Noun	9838
1691	FLEXIBLE	flexible	2.64	0	Adjective	2142
1692	FRIDAY	friday	3.28	0	#N/A	32373
1693	THURSDAY	thursday	3.03	0	#N/A	33041
1694	WEDNESDAY	wednesday	3.14	0	#N/A	32727
1696	SURRENDER	surrender	2.63	0	Verb	26597
1697	MONDAY	monday	2.25	0	#N/A	35730
1699	SUNDAY	sunday	3.32	0	#N/A	32278
17	EYELID	eyelid	5	0	Noun	8613
1700	SATURDAY	saturday	3.07	0	#N/A	32943
1702	HOLY	holy	1.67	0	Adjective	5662
1703	SIX	six	3.43	0	Number	23179
1704	SEVEN	seven	3.72	0	Number	23162
1705	EIGHT	eight	4.04	0	Number	23149
1706	ELEVEN	eleven	3.93	0	Number	23153
1707	TWELVE	twelve	3.61	0	Number	23171
1708	THIRTEEN	thirteen	3.69	0	Number	23163
1709	FIFTEEN	fifteen	3.37	0	Number	23184
1710	TWENTY	twenty	3.67	0	Number	23165
1712	OATH	oath	2.79	0	Noun	19074
1713	EIGHTEEN	eighteen	3.96	0	Number	23152
1714	NINETEEN	nineteen	3.26	0	Number	23189
1715	THIRTY	thirty	3.75	0	Number	23161
1716	FORTY	forty	4.14	1	Number	23148
1717	FIFTY	fifty	3.48	0	Number	23177
1718	SIXTY	sixty	3.56	0	Number	23176
1719	BURY	bury	3.82	1	Verb	24075
172	SHOULDERBLADE	shoulder blade	4.92	0	#N/A	29054
1720	SIGN	sign	4.62	0	Verb	23401
1721	SEVENTY	seventy	3.36	1	Number	23187
1722	EIGHTY	eighty	3.41	0	Number	23180
1723	RESULT IN	turn out	2.89	0	#N/A	33408
1724	NINETY	ninety	3.39	0	Number	23182
1725	CORRECT (RIGHT)	correct	2.59	0	Adjective	2262
1726	WET	wet	4.46	0	Adjective	71
1727	THRESHOLD	threshold	3.48	0	Noun	16545
1728	ROTTEN	rotten	3.87	0	Adjective	351
1730	CHEEK	cheek	4.83	0	Noun	9742
1731	MORTAR BINDER	mortar	4.48	0	Noun	12080
1732	SKY	sky	4.45	0	Noun	12279
1733	RAINBOW	rainbow	4.57	0	Noun	11585
1735	TEAR (SHRED)	tear	4.56	0	Verb	23418
1737	OKRA	okra	4.78	2	Noun	10159
1739	DECORATE	decorate	3.4	0	Verb	24881
174	PROUD	proud	2.07	0	Adjective	4056
1740	PINE	pine	4.37	0	Noun	12702
1741	ABOVE	above	3.33	0	Preposition	23210
1743	JOIN	join	2.86	0	Verb	26088
1744	SPLEEN	spleen	4.7	1	Noun	10706
1745	HIP	hip	4.21	0	Noun	13479
1746	BLADDER	bladder	4.48	0	Noun	12021
1747	CUSTOM	custom	2.68	0	Noun	19462
1748	RIDGE	ridge	4.48	1	Noun	12103
1749	TAKE	take	3.06	0	Verb	25627
1750	CHOOSE	choose	2.62	0	Verb	26602
1751	BIRTHMARK	birthmark	4.35	0	Noun	12784
1752	LEAVE	leave	2.53	0	Verb	26845
1754	BRACELET	bracelet	4.96	0	Noun	8820
1755	UNDRESS	undress	3.97	0	Verb	23867
1756	WIDOW	widow	4.33	0	Noun	12906
1757	TIRED	tired	3	0	Adjective	1479
1759	OLDER BROTHER	big brother	4.41	0	#N/A	30430
176	BLOW (WITH MOUTH)	blow	3.74	0	Verb	24212
1762	STONE (OF FRUIT)	stone	4.72	0	Noun	10554
1763	CLUB	club	3.78	0	Noun	15382
1764	OBSCURE	obscure	2	0	Adjective	4377
1765	IN VAIN	in vain	1.69	1	#N/A	38879
1766	FINISH	finish	2.89	0	Verb	26018
1767	SCRAPE	scrape	4.15	0	Verb	23656
1768	FOAM	foam	4.85	0	Noun	9653
1769	AXLE	axle	4.5	1	Noun	11911
1770	CARCASS	carcass	4.46	0	Noun	12166
1771	TASTELESS	tasteless	2.54	1	Adjective	2408
1772	ELK	elk	4.93	0	Verb	23343
1773	GRAVE	grave	4.56	0	Noun	11623
1774	STINGY	stingy	2	0	Adjective	4403
1775	TABLE	table	4.9	0	Noun	9266
1776	SHAME	shame	2.24	0	Noun	20999
1777	RESEMBLE	resemble	2.19	0	Verb	27664
1778	APPROACH	approach	2.74	0	Noun	19233
1779	DARE	dare	2.28	0	Verb	27413
178	RIPE	ripe	3.3	0	Adjective	964
1780	BILE	bile	4.46	2	Noun	12164
1781	THUMB	thumb	4.96	0	Noun	8928
1782	GUEST	guest	3.83	0	Noun	15159
1783	PAIN	pain	3.5	0	Noun	16436
1784	WANT	want	1.93	0	Verb	28224
1787	LOOM	loom	4.5	1	Noun	11957
1788	TELEVISION	television	4.83	0	Noun	9811
1789	AGE	age	2.86	0	Noun	18776
179	RIPEN	ripen	3.31	0	Verb	25080
1790	LICENSE PLATE	license plate	4.89	0	#N/A	29138
1791	BUTTERFLY	butterfly	4.93	0	Noun	8963
1792	PERJURY	perjury	2.22	1	Noun	21059
1793	BAT	bat	5	0	Noun	8566
1796	SLAUGHTER	slaughter	3.68	0	Noun	15761
1797	HEDGEHOG	hedgehog	4.93	0	Noun	9012
1798	GUNPOWDER	gunpowder	4.79	0	Noun	10058
1799	HYENA	hyena	4.57	0	Noun	11567
18	EARLOBE	earlobe	4.96	0	Noun	8852
1800	DANDELION	dandelion	5	0	Noun	8598
1801	CHILD (DESCENDANT)	child	4.78	0	Noun	10142
1802	SCREW	screw	4.81	0	Verb	23353
1803	WOOD	wood	4.85	1	Noun	9702
1804	BOMB	bomb	4.84	0	Noun	9705
1807	AFTERNOON	afternoon	3.7	0	Noun	15647
1808	PUS	pus	4.52	3	Noun	11871
1809	PIMPLE	pimple	4.77	0	Noun	10230
181	ANTEATER	anteater	4.86	1	Noun	9494
1810	DANGER	danger	2.68	0	Noun	19464
1812	TRY	try	2.22	0	Verb	27577
1813	TASTY	tasty	2.86	0	Adjective	1724
1814	ACCUSE	accuse	2.25	0	Verb	27475
1815	ACHE	ache	3.43	0	Noun	16684
1816	BESIDE	beside	2.59	1	Preposition	23227
1817	WEST	west	3.44	0	Noun	16682
1819	LOOK	look	2.96	1	Verb	25863
1820	BEAR	bear	4.88	0	Noun	9401
1823	BORROW	borrow	3.1	0	Verb	25518
1825	COPPER	copper	4.52	0	Noun	11821
1826	ANGRY	angry	2.53	0	Adjective	2412
1827	HARVEST CROPS	reap	3.14	1	Verb	25448
1828	ASK (REQUEST)	request	2.59	0	Noun	19786
1829	JUMP	jump	4.52	0	Verb	23436
183	BAKE	bake	4.21	0	Verb	23585
1831	MEET	meet	3	0	Verb	25757
1833	DINNER (SUPPER)	supper	4.63	0	Noun	11214
1834	SHE	she	3.36	0	Pronoun	23282
1835	MARROW	marrow	4.48	0	Noun	12077
1836	VAGINA	vagina	4.82	0	Noun	9878
1837	VULVA	vulva	4.5	1	Noun	12012
1838	NAVEL	navel	4.71	0	Noun	10601
1839	CRY	cry	4	0	Verb	23818
184	MAST	mast	4.92	1	Noun	9133
1840	BUILD	build	3.71	0	Verb	24265
1841	SUSPECT	suspect	2.59	0	Noun	19791
1842	OBSTINATE	obstinate	1.79	1	Adjective	5258
1843	THOUSAND	thousand	3.08	0	Noun	17986
1844	BOAT	boat	4.93	0	Noun	8954
1845	BALL	ball	5	0	Noun	8561
1846	RULE	rule	2.57	0	Noun	19854
1847	SICK	sick	2.97	0	Adjective	1506
1848	QUARREL	quarrel	3.32	0	Noun	17115
1849	ROW	row	3.93	0	Noun	14690
185	FIREPLACE	fireplace	4.68	0	Noun	10827
1850	COTTON	cotton	4.97	0	Noun	8744
1851	POCKET	pocket	4.68	0	Noun	10849
1852	OFTEN	often	2.5	0	Adverb	6413
1853	DOVE	dove	4.88	0	Noun	9413
1854	SPARROW	sparrow	4.85	0	Name	8145
1855	BIRCH	birch	4.12	1	Name	8286
1856	SOFT	soft	3.88	0	Adjective	347
1857	CROCODILE	crocodile	4.83	0	Noun	9750
1858	FISHERMAN	fisherman	4.73	0	Noun	10455
1859	THIRD	third	3.44	0	Number	23178
186	SHIN	shin	4.86	0	Noun	9588
1860	BEAD	bead	4.9	0	Noun	9173
1861	ACTIVE	active	3.32	0	Adjective	920
1862	DONKEY	donkey	5	0	Noun	8602
1863	AMAZING	amazing	1.55	0	Adjective	5892
1864	HUNGER	hunger	3.3	0	Noun	17179
1865	BUZZARD	buzzard	4.74	0	Noun	10388
1866	STUTTER	stutter	3.97	0	Verb	23865
1867	COIN	coin	4.89	0	Noun	9298
1868	VISIBLE	visible	3.08	2	Adjective	1326
1869	BUY	buy	3.35	0	Verb	24982
187	LOIN	loin	4.38	0	Noun	12630
1870	ANCHOR	anchor	4.77	0	Noun	10193
1871	CAMEL	camel	4.93	0	Noun	8964
1873	ANTHILL	anthill	4.89	0	Noun	9277
1874	SAUSAGE	sausage	4.88	0	Noun	9438
1875	REGRET	sorry	1.9	0	Adjective	4805
1876	REINDEER	caribou	4.92	2	Noun	9120
1877	EAST	east	3.04	0	Noun	18128
1879	DANCE	dance	4.32	0	Verb	23522
1880	PASSIONATE	passionate	1.48	0	Adjective	6000
1881	ENOUGH	enough	1.33	0	Adverb	7974
1882	BEFORE	before	1.96	1	Conjunction	8011
1883	IN FRONT OF	front	3.77	0	Preposition	23206
1884	HARD	hardness	3.34	0	Noun	17029
1885	ARMADILLO	armadillo	4.9	0	Name	8136
1886	ARMPIT	armpit	4.8	0	Noun	9946
1887	CHEAP	cheap	2.11	0	Adjective	3829
1888	PAIR	pair	3.88	0	Noun	14957
1889	ARSON	arson	3.66	0	Noun	15829
1890	BELIEVE	believe	1.55	0	Verb	28639
1891	PUMA	puma	4.86	0	Noun	9574
1892	TOUCH	touch	3.86	0	Verb	24022
1893	QUAIL	quail	4.65	1	Noun	11049
1895	CLOTHES	clothes	4.76	0	Noun	10258
1896	FINGERNAIL OR TOENAIL	toenail	4.86	0	Noun	9605
1897	HELP	help	2.56	0	Verb	26762
1898	SPECTACLES	glasses	4.9	0	Noun	9212
1899	MAD	mad	2.76	0	Adjective	1891
19	FISHING LINE	fishing line	4.86	0	#N/A	29246
1901	SHOVEL	shovel	4.97	0	Noun	8783
1902	BETRAY	betray	2.17	0	Verb	27693
1903	SWELLING	swelling	4.13	0	Adjective	178
1904	DROWN	drown	3.93	0	Verb	23906
1905	EAGLE	eagle	5	0	Noun	8605
1906	SOUR	acid	4.25	0	Noun	13270
1907	MOLE	mole	4.41	0	Noun	12507
1908	ATTENTIVE	attentive	1.78	0	Adjective	5292
1909	SHAKE	shake	4.07	0	Verb	23749
191	NUT	nut	4.52	0	Noun	11862
1910	STINGRAY	stingray	4.9	0	Name	8138
1913	PRESS	press	3.9	0	Noun	14830
1914	DEBT	debt	2.72	0	Noun	19298
1916	GILL	gill	4.33	0	Name	8239
1917	TIE	tie	4.81	0	Verb	23354
1918	MANE	mane	4.73	0	Noun	10470
1919	TORCH	torch	4.76	0	Noun	10314
192	CORNER	corner	4.61	0	Noun	11323
1921	PLOUGH	plough	3.88	4	Verb	23986
1923	ROUGH	rough	3.83	0	Adjective	382
1924	VEIN	vein	4.63	0	Noun	11217
1925	ARTERY	artery	4.48	2	Noun	12018
1926	OINTMENT	ointment	4.5	0	Noun	11971
1927	BAMBOO	bamboo	4.86	0	Noun	9498
1928	CEASE	cease	2.39	0	Verb	27153
1929	STUDY	study	3.7	0	Noun	15685
193	SHALLOW	shallow	3.45	0	Adjective	781
1930	RAVINE	ravine	4.61	1	Noun	11354
1931	BEESWAX	beeswax	4.88	0	Noun	9404
1932	GUESS	guess	2.28	0	Verb	27418
1933	LOOSEN	loosen	3.24	0	Verb	25220
1934	BEGGAR	beggar	4.59	0	Noun	11407
1935	ANUS	anus	4.86	0	Noun	9496
1936	DEER	reindeer	4.7	0	Noun	10694
1937	THERE	there	2.2	0	Ex	8062
1938	FORTRESS	fortress	4.8	0	Noun	9966
1939	SWEAR	swear	2.45	0	Verb	27019
194	FAMILY	family	4.23	0	Noun	13375
1940	GUARD	guard	4.04	0	Noun	14222
1941	SOLDIER	soldier	4.72	0	Noun	10551
1942	NEAR	near	2.79	0	Preposition	23223
1943	CROWN (OF HEAD)	crown	4.81	0	Noun	9899
1945	IDOL	figure	3.63	0	Verb	24424
1947	BASTARD	bastard	3.14	0	Noun	17757
1949	BEDBUG	bedbug	4.54	0	Noun	11717
195	MAT	mat	4.83	0	Noun	9780
1950	BEECH	beech	3.96	4	Noun	14521
1951	PASS	pass	2.71	0	Verb	26409
1952	TORTURE	torture	3.59	0	Noun	16132
1953	ABUSE	abuse	2.71	0	Noun	19334
1954	GENTLE	gentle	2.53	0	Adjective	2416
1955	GRIEVE	mourn	2.33	0	Verb	27306
1956	SUNFLOWER	sunflower	4.8	0	Noun	9988
1958	UNRIPE	unripe	3.31	2	Adjective	951
1959	RAW	raw	3.35	0	Adjective	897
196	DONATE	give	2.83	0	Verb	26170
1961	NECKLACE	necklace	4.96	0	Noun	8892
1962	ROAST (SOMETHING)	roast	4.4	0	Adjective	84
1963	IMMEDIATELY	immediately	2.3	0	Adverb	6572
1964	ALONE	alone	2.86	0	Adjective	1699
1965	LOINCLOTH	loincloth	4.88	1	Noun	9430
1966	BUNCH	bunch	3.5	0	Noun	16402
1967	CALENDAR	calendar	4.62	0	Noun	11226
1968	SOYA SAUCE	soy sauce	4.97	0	#N/A	28845
197	OTHER	other	2.04	0	Adjective	4181
1970	CANOE	canoe	4.86	0	Noun	9505
1971	FAN (OBJECT)	fan	4.71	0	Noun	10585
1972	YOUNG GOAT (KID)	lamb	4.97	0	Noun	8761
1973	DEMON	demon	3.32	0	Noun	17090
1974	CENTIPEDE	centipede	4.79	0	Verb	23356
1975	CHECK	check	4.11	0	Verb	23689
1976	MERRY	funny	2.5	0	Adjective	2493
1977	DEW	dew	4.38	1	Noun	12614
1978	RECOVER	recover	2.64	0	Verb	26554
1979	CHISEL	chisel	4.63	1	Verb	23394
198	GENITALIA	genitalia	4.69	1	Noun	10746
1981	WIDOWER	widower	3.96	0	Noun	14611
1982	WHIRLPOOL	whirlpool	4.64	1	Noun	11150
1983	SNORE	snore	4.39	0	Verb	23486
1986	DISEASE	disease	3.45	0	Noun	16629
1987	CHOPSTICKS	chopsticks	5	0	Noun	8591
199	FAMINE	famine	3.55	0	Noun	16260
1990	BECOME	become	1.54	0	Verb	28644
1991	INTESTINES	intestines	4.74	0	Noun	10407
1992	MORE	more	2.37	0	Determiner	8044
1993	SELF	self	3.1	0	Noun	17930
1994	COLLARBONE	collarbone	4.85	0	Noun	9640
1995	DEFECT	defect	2.48	0	Noun	20124
1996	GET TIRED	tire	5	0	Verb	23341
1997	PRESERVE	preserve	2.57	0	Verb	26743
1998	COMMAND	command	2.48	0	Noun	20122
1999	OVERCOME	overcome	2.28	0	Verb	27422
2	DUST	dust	4.4	0	Noun	12542
20	SCYTHE	scythe	4.29	1	Noun	13108
200	SAME	same	2.64	18	Determiner	8040
2001	PAINTING	draw	3.97	0	Verb	23854
2002	DITCH	ditch	4.5	0	Verb	23444
2003	FLOW	flow	3.72	0	Noun	15586
2004	BEND	bend	3.88	0	Verb	23975
2005	MASK	mask	4.96	0	Noun	8886
2006	FILL	fill	3.32	0	Verb	25040
2007	BOLT (OF LIGHTNING)	bolt	4.67	0	Noun	10892
2008	RESCUE	rescue	3.17	0	Verb	25390
2009	DOG	dog	4.85	0	Noun	9648
201	FARM	farm	4.59	0	Noun	11422
2010	INVESTIGATE	investigate	2.27	0	Verb	27445
2011	COFFIN	coffin	4.86	0	Noun	9514
2012	COLLAR	collar	4.64	0	Noun	11077
2013	BAIT	bait	4.45	0	Noun	12242
2014	GO DOWN (DESCEND)	descend	3.18	0	Verb	25356
2016	JEALOUSY	jealousy	1.8	0	Noun	22472
2017	MIX	mix	3.82	0	Verb	24083
2018	GREEDY	greedy	2.64	0	Adjective	2144
2019	HAMMOCK	hammock	4.89	0	Noun	9317
202	STRENGTH	strength	2.96	0	Noun	18495
2020	PLAINTIFF	plaintiff	3.9	0	Noun	14828
2021	GRASP	grasp	3.63	0	Noun	15946
2022	ADMIT	admit	2.32	1	Verb	27320
2023	CROWD	crowd	4.52	0	Noun	11824
2024	PLOT	plot	3.14	0	Noun	17781
2025	PEA	pea	4.9	0	Noun	9239
2027	SOYA	soybean	4.82	0	Adjective	28
203	MARRY	marry	3.03	0	Verb	25701
2030	DRAG	drag	4.17	0	Verb	23636
2033	DELIVER	deliver	3.12	0	Verb	25474
2034	FROST	frost	4.56	0	Name	8199
2035	POND	pond	4.9	0	Noun	9243
2038	DRAGON	dragon	4.39	0	Noun	12574
204	AGAIN	again	2	0	Adverb	6945
2040	BUCKWHEAT	buckwheat	4.54	1	Noun	11720
2041	HEMP	hemp	4.85	0	Noun	9662
2042	WALNUT	walnut	4.97	0	Noun	8796
2043	PEACH	peach	4.9	0	Noun	9240
2044	PERSIMMON	persimmon	4.74	4	Noun	10420
2045	COLUMN	pillar	4.77	0	Noun	10229
2046	APRON	apron	4.87	0	Noun	9448
2048	QUILT	quilt	5	0	Noun	8681
2049	CONGEE	gruel	3.93	2	Noun	14655
205	TROUGH	trough	4.17	0	Noun	13698
2051	DUSTPAN	dustpan	5	0	Noun	8604
2052	BUCKET	bucket	4.96	0	Noun	8821
2056	WOK	wok	4.57	0	Noun	11605
2057	DUNG (ANIMAL FAECES)	dung	4.64	4	Noun	11083
2058	STOOL	stool	4.9	0	Noun	9265
2059	FOLK SONG	folksong	4.13	0	Noun	13839
206	FIREFLY	firefly	4.9	0	Noun	9207
2060	STORY	story	3.3	0	Noun	17193
2063	CLOSE (EYES)	shut	3.38	0	Verb	24917
2065	STEP (VERB)	step	4.54	0	Verb	23425
2067	STEAM (VERB)	braise	3.09	4	#N/A	32843
2069	SOAK (VERB)	soak	4.21	0	Verb	23601
207	SPARSE	sparse	2.31	0	Adjective	3110
2070	COMB (VERB)	comb	5	1	Verb	23339
2071	LAY (VERB)	lay	3.86	0	Verb	24012
2072	USE (VERB)	use	2.78	0	Verb	26286
2073	ROB (VERB)	rob	3.48	1	Verb	24709
2075	BROOD (VERB)	brood	2.96	2	Noun	18412
2076	SPROUT (VERB)	sprout	4.64	0	Verb	23393
2077	DILIGENT	diligent	1.69	0	Adjective	5584
208	NASAL MUCUS (SNOT)	snot	4.48	1	Noun	12114
209	RARE	rare	1.96	0	Adjective	4553
2090	MY	my	2.42	1	Pronoun	23303
2092	HIS OR HER	his	3.14	0	Pronoun	23285
2093	AFTERWARDS	afterwards	2.14	0	Adverb	6737
2098	FOOT OR LEG	foot	4.9	0	Noun	9208
2099	CHILD	children	4.89	0	Noun	9294
210	LIFE	life	2.69	0	Noun	19431
2106	MALE PERSON	men	4.75	0	Noun	10352
2108	RAINING OR RAIN	rain	4.97	0	Noun	8777
2112	OLD (AGED)	elderly	3.68	0	Adjective	517
2113	OLD (USED)	old	2.72	0	Adjective	1978
2114	BELLY OR STOMACH	abdomen	4.7	0	Noun	10628
2115	CEASE OR FINISH	stop	3.68	0	Verb	24345
2119	BOW STRING	bowstring	4.64	1	#N/A	29925
212	FIELD	meadow	4.86	0	Noun	9552
2121	ARM OR HAND	arm	4.96	0	Noun	8805
213	FIN	fin	4.76	1	Noun	10267
2130	HEADGEAR	headgear	4.83	0	Noun	9765
2131	TORCH OR LAMP	lamp	4.97	0	Noun	8762
2134	RAISE (BRING UP)	bring up	2.73	0	#N/A	33908
2135	TRADE OR BARTER	barter	2.96	2	Verb	25836
2137	MAGICIAN	magician	4.21	0	Noun	13487
2139	MUROID (MOUSE OR RAT)	mouse	4.83	0	Noun	9783
214	STRETCH	stretch	3.62	0	Verb	24453
2142	RUN AWAY	run away	3.75	0	#N/A	31431
2148	PICK	pluck	4	0	Verb	23834
215	LIE DOWN	lie down	4.21	0	#N/A	30759
2151	COARSE	coarse	3.25	0	Adjective	1028
2154	PLOUGH (INSTRUMENT)	plow	4.46	0	Noun	12205
2155	CUT (WITH SCISSORS)	scissor	4.9	0	Verb	23346
2156	CUT (WITH KNIFE)	cut	4.55	0	Verb	23421
2157	FINE OR THIN	fine	2.61	0	Adjective	2231
216	MOVIE	movie	4.59	0	Noun	11443
2165	SLOWLY	slowly	3.1	0	Adverb	6225
2181	LIGHT (IN TASTE)	bland	2.38	1	Adjective	2838
219	TOILET	toilet	4.97	0	Noun	8793
2190	TASTE	taste	4.07	0	Noun	14156
2191	LOW (HEIGHT)	low	3.34	0	Adjective	904
2192	REJOICE	rejoice	2.17	0	Verb	27713
2196	HORSETAIL	horsetail	4.8	1	#N/A	29476
220	INTACT	intact	2.64	0	Adjective	2149
2200	SNOUT	muzzle	4.59	0	Noun	11445
2203	RABID	rabid	2.9	0	Adjective	1644
2204	LEDGE	ledge	4.72	0	Noun	10527
2205	PEAK	peak	4.2	0	Noun	13539
2206	RABIES	rabies	3.83	0	Noun	15177
2213	BODY PART	body part	4.47	0	#N/A	30313
2214	AFFAIR	affair	2.45	0	Noun	20245
2216	BECOME NUMB	numb	3.1	0	Adjective	1298
2218	EXPERIENCED	experienced	1.5	0	Verb	28665
222	LAVISH	lavish	2.31	0	Adjective	3098
2222	CONJURE	conjure	2.3	0	Verb	27363
2223	BE ANGRY	annoyed	2.89	0	Adjective	1650
2227	SPAWN (VERB)	spawn	3.9	0	Noun	14838
2230	UNTAMED OR WILD	wild	2.41	0	Adjective	2792
2232	KEEN OR SUBTLE	subtle	1.72	0	Adjective	5514
2233	LOVELY	lovely	2.29	1	Adjective	3178
2239	DENSE	dense	3.14	0	Adjective	1221
2240	CORAL SNAKE	coral snake	5	0	#N/A	28732
2241	WILD CAT	wildcat	4.79	0	Noun	10123
2242	BEETLE	beetle	4.83	0	Noun	9729
2243	REPAIR	repair	3.32	0	Verb	25053
2244	METAL	metal	4.87	0	Noun	9474
2245	BELCH	belch	4.14	0	Verb	23662
2246	BELL	bell	4.96	0	Noun	8812
2247	CATERPILLAR	caterpillar	4.87	0	Noun	9454
2248	KNOW (SOMEBODY)	know	1.68	0	Verb	28559
2250	LEAF (LEAFLIKE OBJECT)	leaf	5	0	Noun	8647
2252	PATH	path	4.41	0	Noun	12514
2253	DRIP (EMIT LIQUID)	leak	4.28	0	Noun	13148
2260	FEMALE (OF PERSON)	female	4.57	0	Adjective	56
2261	MALE (OF PERSON)	male	4.45	0	Adjective	73
227	FISH	fish	5	0	Noun	8616
2272	HOT OR WARM	hot	4.31	0	Adjective	112
2276	IDENTICAL	identical	3.5	0	Adjective	719
2277	WHOLE	whole	3.25	0	Adjective	1041
2278	PERHAPS	perhaps	1.19	0	Adverb	8003
228	CARVE	carve	3.69	0	Verb	24314
2283	SEMEN	semen	4.79	0	Noun	10100
2284	CLEARING	clearing	3.79	0	Verb	24124
2285	ECLIPSE	eclipse	4.17	0	Noun	13659
2286	ESTUARY	estuary	4.17	4	Noun	13662
2287	HORIZON	horizon	4.44	0	Noun	12314
2288	METEOROID (SHOOTING OR SHINING STAR)	meteor	4.96	0	Noun	8888
2289	MILKY WAY	milky way	4.52	0	#N/A	30224
229	MOVE AWAY	migrate	3.15	0	Verb	25412
2290	PUDDLE	puddle	4.67	0	Noun	10938
2291	VOLCANO	volcano	4.75	0	Noun	10379
2294	WRINKLE	wrinkle	4.3	0	Noun	13076
2295	SUNSET	sunset	4.54	0	Noun	11768
2296	SUNRISE	sunrise	4.69	0	Noun	10783
2297	DUSK	dusk	4.24	0	Noun	13325
2298	VIRGIN	virgin	3.31	0	Noun	17161
