CONCEPTICON_ID	CONCEPTICON_GLOSS	ENGLISH	ENGLISH_EMOTION_DOMINANT	ENGLISH_EMOTION_INTENSITY	LINE_IN_SOURCE
53	SPIRIT	spirit	joy	0.52	5804
539	NEST	nest	trust	0.4	9554
56	BAD LUCK	misfortune	fear	0.56	4158
569	SPOIL (BECOME SPOILED)	rot	disgust	0.89	2355
571	STING	sting	anger	0.54	633
578	KISS	kiss	anticipation	0.71	1521
579	BATTLE	battle	anger	0.7	282
584	DIFFICULT	difficult	fear	0.36	4707
586	GARDEN	garden	joy	0.33	6152
588	BROKEN	broken	anger	0.36	1096
597	PHYSICIAN	physician	trust	0.63	8654
598	SHELL	shell	anger	0.23	1310
6	EARTHQUAKE	earthquake	anger	0.39	1039
600	STRANGE	strange	surprise	0.48	8108
602	HIDE (CONCEAL)	conceal	sadness	0.31	7526
609	HAIL	hail	trust	0.43	9447
613	HIGH TIDE	flood	fear	0.55	4183
615	HORSE	horse	trust	0.39	9577
616	HOSPITAL	hospital	fear	0.48	4393
618	PRECIPICE	precipice	fear	0.47	4403
620	INSECT	insect	fear	0.25	4976
621	IRON	iron	trust	0.4	9542
624	LAKE	lake	joy	0.1	6452
628	LEAF	leaf	joy	0.07	6463
636	MILL	mill	anticipation	0.3	2293
639	MOUNTAIN	mountain	anticipation	0.38	2216
64	PIN	pin	trust	0.3	9777
641	MUSHROOM	fungus	disgust	0.62	2640
642	MUSIC	music	joy	0.53	5755
645	OCEAN	ocean	joy	0.29	6233
646	ASH	ashes	sadness	0.38	7392
65	AMBUSH	ambush	anger	0.66	345
650	PETROLEUM	petroleum	disgust	0.22	3364
651	SEAL	seal	trust	0.53	9033
655	POISON	poison	anger	0.7	279
658	RAIN (PRECIPITATION)	rain	sadness	0.16	7696
661	RELIGION	religion	trust	0.47	9288
662	BATTERY	battery	anger	0.61	431
665	BEE	bee	anger	0.15	1414
671	SAND	sand	joy	0.11	6446
673	SCHOOL	school	trust	0.53	9039
674	MOUTH	mouth	surprise	0.17	8324
675	FAECES (EXCREMENT)	shit	anger	0.57	543
680	BREAK (DESTROY OR GET DESTROYED)	break	joy	0.16	6407
681	DESTROY	demolish	anger	0.82	109
686	EASY	simple	joy	0.14	6422
690	BOTTOM	bottom	sadness	0.22	7642
699	SAD	unhappy	anger	0.36	1087
702	CATCH	catch	surprise	0.32	8234
704	CLEAN	clean	joy	0.26	6276
706	DARK	dark	sadness	0.55	7044
709	TEACH	teach	joy	0.21	6349
713	STEAL	stealing	disgust	0.56	2755
715	SHOUT	yell	anger	0.66	344
716	GROAN	groan	disgust	0.32	3250
717	SWEET	sweetness	joy	0.83	5289
718	PAY	salary	anticipation	0.52	1861
719	FIND	found	joy	0.26	6280
72	CLAW	claw	anger	0.48	768
720	GOOD LUCK	luck	anticipation	0.59	1671
722	ATTACK	attack	anger	0.85	68
729	DAWN	dawn	anticipation	0.47	1994
730	SNAKE	snake	disgust	0.56	2758
733	EARN	earn	trust	0.56	8910
74	PUPPY	puppy	anticipation	0.5	1901
740	SHIP	ship	anticipation	0.38	2198
75	DISGRACE	disgrace	anger	0.48	797
752	STORE	store	anticipation	0.35	2250
754	HURRY	hurry	anticipation	0.69	1539
755	DENY	deny	anger	0.44	903
756	DEPEND	depend	anticipation	0.38	2199
760	KNOT	knot	fear	0.11	5158
761	COVER	cover	trust	0.38	9613
767	CORPSE	corpse	disgust	0.88	2356
772	BELT	belt	anger	0.36	1090
775	TRUMPET	trumpet	anger	0.06	1466
783	VICTORY	victory	anticipation	0.66	1576
785	STRONG	strong	trust	0.56	8912
789	PEOPLE	nation	trust	0.41	9519
79	WASTE	waste	disgust	0.69	2537
790	READY	ready	anticipation	0.5	1925
791	STRANGER	stranger	fear	0.45	4462
8	CURSE	curse	anger	0.69	295
805	SPINE	spine	anger	0.29	1226
806	BLANKET	blanket	trust	0.43	9417
810	LOCUST	locust	fear	0.38	4680
811	SOUL	soul	joy	0.4	6035
812	SLAVE	slave	anger	0.65	357
815	GOVERNMENT	government	fear	0.36	4700
819	STOMACH	stomach	disgust	0.31	3265
82	ANGER	anger	anger	0.81	135
820	LAMB	lamb	joy	0.22	6337
824	WITCH	witch	anger	0.24	1305
828	RACCOON	raccoon	fear	0.13	5140
83	FORBID	forbid	sadness	0.44	7275
830	SOOT	soot	disgust	0.32	3254
831	BASE	base	trust	0.43	9426
837	BLUE	blue	sadness	0.4	7356
838	REMAINS	remains	disgust	0.52	2844
842	LIQUOR	liquor	anger	0.07	1457
843	SPIDER	spider	disgust	0.46	2969
845	MURDER	murder	anger	0.9	31
848	THIRST	thirst	anticipation	0.58	1708
851	STABLE	stall	disgust	0.13	3421
852	PRIEST	priest	trust	0.51	9147
855	SEIZE	grab	anger	0.56	589
857	STONE	stone	anger	0.26	1273
858	STORM	storm	anger	0.51	720
861	JUDGE	judge	trust	0.58	8849
866	WIN	win	joy	0.73	5431
871	RATTLESNAKE	rattlesnake	fear	0.64	3927
873	TAX	tax	sadness	0.14	7706
878	HELL	hell	anger	0.85	69
879	COUGH	cough	disgust	0.47	2960
882	PARROT	parrot	disgust	0.16	3407
883	TERMITE	termite	disgust	0.62	2656
884	SHARE	share	anticipation	0.45	2063
887	BITTER	bitterness	anger	0.59	469
888	POISONOUS	poisonous	anger	0.67	317
890	MULE	mule	anger	0.17	1398
892	TIME	time	anticipation	0.52	1864
894	TOAD	toad	disgust	0.37	3180
898	TRADE	trade	trust	0.46	9317
899	PRESIDENT	president	trust	0.45	9340
90	INNOCENT	innocent	trust	0.7	8467
902	ADULTERY	adultery	disgust	0.73	2479
906	TREE	tree	anger	0.0	1483
909	GARBAGE	rubbish	disgust	0.52	2834
910	DEATH	death	anger	0.57	542
912	COYOTE	coyote	fear	0.42	4545
92	SPOIL (SOMEBODY OR SOMETHING)	spoil	disgust	0.62	2658
923	LOVE	love	joy	0.83	5294
928	EMBRACE	embrace	anticipation	0.62	1635
935	WAR	war	fear	0.94	3455
943	WATERFALL	waterfall	joy	0.45	5952
945	SPEAR	spear	anger	0.5	749
946	BLOOD	blood	fear	0.53	4267
953	RAPE	rape	anger	0.89	35
955	GREASY	greasy	disgust	0.67	2569
956	FLEE	flee	fear	0.59	4042
958	WILD ANIMAL	beast	anger	0.56	555
96	CRAWL	crawl	disgust	0.27	3316
960	WIND	wind	joy	0.11	6449
967	YEAST	ferment	anticipation	0.44	2072
976	WEAR	wear	trust	0.33	9706
978	WAVE	waves	joy	0.27	6268
981	ELBOW	elbow	anger	0.12	1444
983	CONVICT	convict	anger	0.62	425
992	CLIFF	cliff	fear	0.5	4340
